ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default,F0,F1,F2,F3,F4,F5,F6
8869,4000,0,2,2,56,1,2,2,2,0,0,3563.8,3647.8,3818.8,2478.6,2607.4,2763.4,200,300,0,200,200,200,0,0.89095,0.054827567,0.07855871,0,0.076704763,0.072374611,1
8871,10000,1,2,2,30,1,3,2,2,2,2,9525.8,9318.4,9503.4,9687.8,9883.6,10065.2,0,400,400,380,380,380,1,0.95258,0,0.042090199,0.041289044,0.038447529,0.037753845,100
8872,26000,0,1,2,26,1,-1,2,2,-1,-1,-177.6,1161.2,177.6,0,1017.4,620.6,1338.8,0,0,1017.4,620.6,498,0,-0.006830769,1.152945229,0,100,1,1,0.371974903
8873,6000,1,3,2,24,2,2,2,2,2,3,3067,2960.8,3309.2,3197,3573.8,3458.2,0,460,0,460,0,0,1,0.511166667,0,0.139006406,0,0.128714534,0,100
8874,32000,1,2,2,28,-1,-1,-1,-1,-1,2,285.2,65.2,395.2,162,433,399.4,65.2,395.2,162,433,0,5675.4,0,0.0089125,1,1,1,1,0,87.04601227
8875,36000,1,2,2,32,0,0,0,0,0,0,10959.4,11381.8,11493.2,11721.8,11965.6,11968.4,600,420,420,432.6,200,440.6,0,0.304427778,0.052715739,0.036543347,0.035830674,0.03615364,0.016710671,0.734333333
8876,92000,1,3,2,32,0,0,0,0,0,0,17949.4,17835,20470,26975.6,32543,40690.2,1000,3000,7000,6000,8690.2,4000,0,0.195102174,0.056069526,0.146555936,0.259493765,0.184371447,0.213569852,4
8877,56000,0,2,1,36,0,0,-2,-2,-2,-2,28730,0,0,0,0,0,0,0,0,0,0,0,0,0.513035714,100,100,100,100,100,100
8878,20000,0,2,2,33,1,-2,-2,-2,-1,0,0,0,0,0,15935.8,15938.2,0,0,0,15935.8,660,642,0,0,100,100,100,1,0.041409946,100
8879,6000,0,2,2,29,6,5,4,3,2,0,6575,6420.2,6214.2,6027.2,5699.2,5935,0,0,0,0,328.4,0,1,1.095833333,0,0,0,0,0.055332772,100
8880,40000,1,2,1,47,-1,-1,-1,-1,0,-1,2283.6,508.2,2119.8,2773,1235.4,1103.8,508.2,2119.8,2773,0,1103.8,471.6,0,0.05709,1,1,1,0,1,0.92798111
8881,30000,0,1,2,28,0,-1,-1,-1,0,0,24753.4,3695.8,1534.4,347.2,16437.6,13515.6,4146.4,1534.4,347.2,16435.6,1000,520,0,0.825113333,1.121922182,1,1,0.999878328,0.073988576,0.125409994
8882,74000,1,2,1,45,0,0,0,0,2,2,32505.2,33677.8,67732,44361.6,44460.8,43540.8,2000,2000,22800,2000,0,1800,0,0.439259459,0.059386302,0.02952814,0.513958018,0.044983446,0,0.9
8883,40000,1,1,1,32,-1,0,0,0,0,0,2152,2389,2912.4,4491.4,3113.8,1963.8,400,1000,2000,1000,120.4,2000,0,0.0538,0.167434073,0.343359429,0.445295454,0.321151005,0.061309706,5
8884,6000,1,1,2,24,2,2,6,6,5,4,360,360,360,360,240,120,0,0,0,0,0,0,0,0.06,0,0,0,0,0,100
8885,42000,1,2,2,27,-1,-1,-1,-1,-1,-1,38,-62,305.4,380.2,0,541.2,0,610.8,437.8,0,541.2,0,0,0.000904762,0,2,1.151499211,100,1,100
8886,94000,1,2,1,35,0,0,0,0,0,0,43735,45103.8,46002.2,46927.8,47900.4,48865.6,1743.4,1600,1334.2,1376.4,1392,1750.2,0,0.465265957,0.038653062,0.034780945,0.028430909,0.028734624,0.028486297,1.003900424
8887,12000,1,6,1,39,-1,-1,-1,-1,-1,-1,36.6,283.8,708.2,449.6,0,89.8,283.8,708.2,449.6,0,89.8,0,0,0.00305,1,1,1,100,1,0
8888,52000,0,1,1,53,-1,3,2,0,0,-1,272.2,237.6,158.4,158.4,79.2,457.8,0,0,79.2,0,457.8,32809.4,0,0.005234615,0,0,0.5,0,1,100
8889,20000,1,3,1,47,0,0,0,0,0,0,9220.8,9429.2,9632.4,9761.2,9982,10280,417.2,420.4,349.2,378,480,0,0,0.46104,0.044245535,0.043644367,0.03577429,0.037868163,0.046692607,0
8890,40000,0,1,1,38,1,-2,-1,0,0,0,-11.4,-76.4,258.6,193.6,128.6,63.6,0,400,0,0,0,274,0,-0.000285,0,1.54679041,0,0,0,100
8891,72000,0,3,1,34,1,1,-1,-1,0,0,55408,-4592,67720,4592,4592,0,0,72312,4592,0,0,0,0,0.769555556,0,1.067808624,1,0,100,100
8892,84000,0,3,1,45,2,0,0,0,0,0,104090.6,104128.6,103549.2,85731,70558.6,70007.2,3700,4000,3200,2343.4,2400,2400,0,1.23917381,0.035532985,0.03862898,0.037326055,0.03321211,0.034282188,0.648648649
8893,30000,1,1,1,32,1,2,2,-2,-2,-2,921,878,-5,-5,-5,-5,4.4,0,0,0,0,0,0,0.0307,0.00501139,0,0,0,0,0
8894,48000,0,2,1,44,0,-1,-1,-2,-1,0,1684.2,2840.2,-5.6,-80.2,1021.8,1400.2,2846,0,0,1400,400,783.8,0,0.0350875,1.00204211,0,0,1.370131141,0.285673475,0.275404076
8895,78000,1,2,1,30,0,0,0,0,0,0,19796.8,20431.6,19289.2,17582.4,17998.2,18294,1140,800,640,700,620,600,0,0.253805128,0.055795924,0.041473985,0.036400036,0.038892778,0.033890893,0.526315789
8896,36000,0,2,2,27,-1,-1,-1,-1,-1,-1,2319.8,128.8,128.8,5988.8,128.8,52.8,128.8,128.8,5988.8,128.8,52.8,204.8,0,0.064438889,1,1,1,1,1,1.590062112
8897,10000,1,1,2,25,-1,-1,-1,-1,-1,-1,411.6,57.4,684.6,0,639.6,0,57.4,684.6,0,639.6,0,0,0,0.04116,1,1,100,1,100,0
8898,40000,0,2,1,41,1,2,0,0,0,0,13992.6,13444.6,13833.4,13857.8,14066.6,14122,0,588.6,460.2,474.8,500,1060,0,0.349815,0,0.042549193,0.033208734,0.033753714,0.03540575,100
8899,10000,0,2,1,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,894.6,0,0,0,0,894.6,330,0,0,100,100,100,100,1,100
8900,56000,0,2,2,29,-1,-1,-1,-2,-2,-1,66,1900,0,0,0,52.2,1900,0,0,0,52.2,0,0,0.001178571,1,100,100,100,1,0
8901,84000,0,1,1,46,2,2,0,0,0,0,87393.6,85742.4,85069,70970.4,70622.6,70744,0,3220,2600,2812.8,22234,2260,0,1.0404,0,0.037851626,0.036634991,0.03982861,0.314288138,100
8902,14000,1,2,1,37,1,2,-1,0,0,2,1440.8,1065.2,1190.8,213.8,942.2,902.8,0,1190.8,0,902.8,0,0,0,0.102914286,0,1,0,0.958182976,0,100
8903,34000,1,2,1,34,-1,-1,-1,-1,-1,-1,367.4,265.6,64.2,0,771.4,0,265.6,64.8,0,771.4,0,50.6,0,0.010805882,1,1.009345794,100,1,100,0.190512048
8904,16000,0,1,1,33,0,0,0,0,0,0,15118.6,14328.6,9896.2,7685.4,6936.6,31.8,500.6,301.6,300,320,55.8,0,0,0.9449125,0.034937119,0.030476344,0.039035053,0.046132111,1.754716981,0
8905,14000,1,1,2,48,0,0,0,0,0,0,12463.8,13020.4,12705.8,12355.6,8418.4,7350.2,1200,800,600,1000,1000,400,0,0.890271429,0.092163067,0.062963371,0.048560976,0.118787418,0.13605072,0.333333333
8906,20000,0,2,1,29,2,2,2,3,3,2,16556.2,17107.2,18003.6,18230.2,17885.8,18237,1000,1360,700,0,680,700,0,0.82781,0.05845492,0.075540447,0.038397823,0,0.037286834,0.7
8907,70000,0,2,2,29,0,0,0,0,0,0,7230.2,7524.8,7713.6,7913.8,8232.4,8392.2,411.2,400,400,400.8,413.4,412,0,0.103288571,0.054645971,0.051856461,0.050544618,0.048685681,0.049260027,1.001945525
8908,36000,1,2,2,36,1,-2,-2,-2,-1,-1,0,0,0,0,296.4,0,0,0,0,296.4,0,1852.4,0,0,100,100,100,1,100,100
8909,40000,0,2,2,30,0,0,0,0,0,0,13565,14038.6,12999.4,12181.4,12490.4,12438.2,2000,600,430.8,500,480,460,0,0.339125,0.142464348,0.046155976,0.035365393,0.040030744,0.038590793,0.23
8910,14000,1,2,2,24,0,0,-2,-1,-1,-1,3273.2,3100,1932,1241.6,140.4,864,200,1932,1241.6,140.4,864,330,0,0.2338,0.064516129,1,1,1,1,1.65
8911,40000,1,1,1,29,0,0,0,0,0,2,4265.2,6185.6,24899.4,25370.8,27932,29091,2000,19000,910.4,3000.4,1600,0,0,0.10663,0.323331609,0.763070596,0.035883772,0.107418015,0.054999828,0
8912,40000,1,1,2,39,-1,-1,-1,-1,-1,-1,2028,1991.2,3327.2,7681.8,1791.6,914.6,1996.8,3350.8,7704.4,1796.6,917,909.8,0,0.0507,1.002812374,1.007093051,1.002942019,1.002790802,1.002624098,0.455629006
8913,58000,0,1,1,49,-1,-1,-1,0,-1,-1,919.8,5684,1410.2,4071.2,3560.6,544.4,5684,1410.2,4000,3560.6,544.4,2995.8,0,0.015858621,1,1,0.982511299,1,1,0.52705841
8914,24000,0,2,2,26,0,0,0,0,0,0,14966.2,15616.4,16066.6,16499.4,16887.6,17266.4,800,612.4,600,554.6,600,379.8,0,0.623591667,0.051228196,0.038116341,0.036364959,0.032840664,0.034749571,0.47475
8915,44000,1,2,2,37,-1,-1,-1,-1,-1,-1,383.6,925.2,1120.4,153.8,1119,507.6,925.2,1120.4,153.8,1119,507.6,337.2,0,0.008718182,1,1,1,1,1,0.364461738
8916,72000,1,1,1,35,1,-1,2,0,0,0,0,563.8,520,560,560,0,563.8,0,40,0,0,0,0,0,1,0,0.071428571,0,100,0
8917,28000,0,2,2,45,0,0,0,0,0,0,7371.2,5583.8,4973,4578.4,10130.4,9466.8,300,254.6,121.4,8354.8,342.4,312.6,0,0.263257143,0.053726853,0.051196461,0.026515813,0.824725578,0.036168505,1.042
8918,6000,1,2,2,22,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
8919,28000,1,1,2,35,-1,2,-1,0,-1,-1,547.2,255.2,510.4,255.2,255.2,255.2,0,510.4,0,255.2,255.2,255.2,0,0.019542857,0,1,0,1,1,100
8920,52000,1,2,1,37,-1,-1,-1,2,2,2,737.8,798.4,100.6,100.6,100.6,100.6,798.6,100.6,0,0,0,240,0,0.014188462,1.000250501,1,0,0,0,0.30052592
8921,10000,1,3,2,54,0,0,0,0,0,0,4427.2,4633,4835.6,4931.8,5035,5166.4,277.6,280.2,176.4,182.6,215,156.4,0,0.44272,0.05991798,0.057945239,0.035767874,0.036266137,0.041615051,0.563400576
8922,4000,0,1,2,36,0,0,0,-2,-2,-2,1415,1572,0,0,0,0,200,0,0,0,0,0,0,0.35375,0.127226463,100,100,100,100,0
8923,50000,1,3,2,26,0,0,0,0,0,0,37705.2,37690.8,35326.8,31931,27854.6,23597.2,1400.4,1300,1200,1100,800,769.4,0,0.754104,0.037154956,0.036799257,0.037581034,0.039490784,0.033902327,0.549414453
8924,4000,0,3,2,27,0,0,0,0,-1,2,4088.6,3807.6,7746,-42,138,30,311.6,280,80,258,0,156,0,1.02215,0.081836327,0.036147689,-1.904761905,1.869565217,0,0.500641849
8925,10000,1,3,2,25,0,0,0,0,0,0,1390.8,1206.4,1305.8,1506.6,1571.4,884.8,432.2,200,200.8,600.8,201,401.2,0,0.13908,0.358255968,0.153162812,0.133280234,0.382334224,0.227169982,0.928273947
8926,42000,0,2,2,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
8927,22000,0,1,2,29,1,-2,-2,-1,0,-1,0,0,0,1830,392,786,0,0,1830,0,786,0,0,0,100,100,1,0,1,100
8928,50000,0,1,2,30,0,0,0,0,0,0,12266.2,8548.2,8642.8,7369.4,4646,4227.8,600,400,209.6,201.2,301.4,2000,0,0.245324,0.070190215,0.046281298,0.028441936,0.04330607,0.071290033,3.333333333
8929,2000,0,2,2,21,0,0,-2,-2,-2,-2,1980,0,0,0,0,0,0,0,0,0,0,0,1,0.99,100,100,100,100,100,100
8930,28000,1,1,2,30,-1,-1,-1,-1,-1,-1,943.4,1065.8,1089,1065.6,1248.6,4206,1065.8,1089,1065.6,1248.6,4206,2053.2,0,0.033692857,1,1,1,1,1,1.926440233
8931,26000,1,3,1,43,3,2,2,2,2,2,3817,3698.2,4115.8,3990,4325,4225.8,0,480,0,400,0,360,1,0.146807692,0,0.116623743,0,0.092485549,0,100
8932,16000,1,1,2,23,0,-1,-1,-1,-1,-1,15671.6,165.2,-101.4,625.8,391.2,849.2,165.2,0,993.8,998,500,800,0,0.979475,1,0,1.588047299,2.551124744,0.588789449,4.842615012
8933,70000,1,3,1,38,-2,-2,-1,0,0,0,72.4,158.4,603,1396,1752.4,1506.4,158.4,603.8,916,800,56.8,200,0,0.001034286,1,1.0013267,0.656160458,0.456516777,0.037705789,1.262626263
8934,24000,1,2,1,33,1,-2,-2,-2,-1,-1,0,0,0,0,39.4,0,0,0,0,39.4,0,0,0,0,100,100,100,1,100,100
8935,96000,0,3,1,46,0,0,0,0,0,2,55560.6,57554,59279.8,62973.4,66330.6,64818.6,3200,3000,5000,4400,1000,2000,0,0.57875625,0.055599958,0.050607458,0.079398603,0.066334392,0.01542767,0.625
8936,4000,1,2,2,24,0,0,0,0,3,2,796,1015,1195.8,1359.2,1292.6,451,263.6,236.6,200,0,0,488,1,0.199,0.259704433,0.197859174,0.14714538,0,0,1.851289833
8937,100000,1,2,2,48,0,0,0,0,0,0,37125.4,36531,36156.4,38978.6,18683.2,18851,1600,1877.4,4000,705,667.6,690,0,0.371254,0.043798418,0.051924417,0.102620412,0.037734435,0.035414567,0.43125
8938,72000,0,3,1,55,0,0,0,0,0,-2,4687.8,3822.4,2146,4106,197.4,167.4,1000,240,2000,197.4,0,203.4,0,0.065108333,0.261615739,0.111835974,0.48709206,1,0,0.2034
8939,18000,1,2,1,34,1,-1,-1,-2,-2,-1,0,419.6,0,0,0,100.2,419.6,0,0,0,100.2,0,0,0,1,100,100,100,1,0
8940,30000,1,1,2,33,-1,-1,-2,-2,-2,-2,143.4,-191.8,-191.8,-191.8,-191.8,-191.8,0,0,0,0,0,0,0,0.00478,0,0,0,0,0,100
8941,26000,1,3,1,49,1,-1,2,0,0,0,0,2030.4,1968,2334.2,2382.8,2431,2030.4,0,400,86.2,87.6,48.8,0,0,1,0,0.171364922,0.036175927,0.036034554,0.024034673
8942,2000,0,1,2,26,-1,2,-1,-1,-1,-2,2050.4,1135.4,547,912.8,0,0,0,547,912.8,0,0,0,0,1.0252,0,1,1,100,100,100
8943,44000,0,1,2,32,0,0,0,0,0,0,41476.8,42658,43840.4,44422.8,34779.6,33337.2,1850.4,2200,1753.8,1335.6,1210.6,1247,0,0.942654545,0.043377561,0.050182024,0.039479727,0.038401822,0.036313788,0.673908344
8944,30000,1,1,2,29,-2,-2,-2,-2,-2,-2,4682.8,4669.8,0,636,0,2729.8,200,0,636,0,2729.8,200,0,0.156093333,0.042828387,100,1,100,1,1
8945,28000,0,3,0,47,0,0,0,0,0,0,15176.6,13414.6,11446.6,10459,9809.4,7759.2,507.2,1003.4,2002.4,2002.6,602,1203,0,0.542021429,0.037809551,0.087659218,0.191452338,0.20415112,0.077585318,2.371845426
8946,16000,1,1,2,27,-1,-1,-1,-2,-2,-1,165,165,-1208.4,-1373.4,-1738.4,10875,165,0,0,0,30000,2000,0,0.0103125,1,0,0,0,2.75862069,12.12121212
8947,10000,0,3,1,39,0,0,-2,-2,-2,-2,8914.8,0,0,0,0,0,0,0,0,0,0,0,0,0.89148,100,100,100,100,100,100
8948,4000,0,2,1,32,0,0,0,2,2,0,1924.4,2194.8,2992.6,3024.6,2948.2,3068,302.2,900,140,0,200,300,0,0.4811,0.137689083,0.30074183,0.046287112,0,0.065189048,0.992720053
8949,64000,1,2,2,34,-1,-1,-1,-1,0,-1,1561.2,588.8,2351,10513.2,7331.6,8466.4,588.8,2353.6,10518.4,0,8466.4,5487,0,0.02439375,1,1.001105912,1.000494616,0,1,9.318953804
8950,58000,1,1,1,40,-1,-1,-1,-1,-1,-1,110,110,110,110,110,110,110,110,110,110,110,0,0,0.001896552,1,1,1,1,1,0
8951,10000,1,1,1,43,0,0,0,0,2,0,9878,10122.4,5995,6111.8,5886.6,6009,489.8,355.6,476.4,0,250.2,210.2,0,0.9878,0.048387734,0.059316097,0.077947577,0,0.041637544,0.429154757
8952,28000,1,1,1,36,0,0,0,0,0,0,26525.8,27180.2,27771.6,19517,19089.4,18343.4,1081.2,1140,720,2700,693.2,666.6,0,0.94735,0.039778957,0.041049129,0.036890916,0.141439752,0.037790159,0.616537181
8953,10000,1,2,1,49,-1,-1,0,0,-1,-1,625.2,5072.4,4736.6,4566.6,270.4,4158.2,5073.6,247.4,91.4,270.8,4158.8,108,0,0.06252,1.000236574,0.052231559,0.020014891,1.00147929,1.000144293,0.02128666
8954,72000,0,1,2,34,-1,2,0,0,0,-2,1.8,1.8,401.8,205.8,0,0,0,400,0,0,0,79.8,1,0.000025,0,0.995520159,0,100,100,100
8955,56000,1,2,1,48,-2,-2,-2,-2,-2,-2,1903.4,7305.4,2979.8,3674.8,2673.8,1770.8,7305.4,2985.4,3682,2673.8,1770.8,3572.6,0,0.033989286,1,1.001879321,1.00195929,1,1,0.489035508
8956,82000,0,1,2,37,0,0,0,0,0,0,11945.6,13221.8,13479.2,14140.2,14918,15676,1600,600,880,1000,1006.6,69,0,0.145678049,0.121012268,0.044513027,0.062233915,0.067033114,0.064212809,0.043125
8957,6000,1,1,2,26,-1,-1,-1,-1,0,0,25,25,25,934.2,5174.2,3044.4,25,25,934.2,5000,600,451.2,0,0.004166667,1,1,1,0.96633296,0.197083169,18.048
8958,12000,1,2,2,26,0,0,0,0,0,0,11434.2,11731.2,10654.2,10866.2,11102.6,11379.6,492.8,386.4,388.8,411.4,470.2,392.6,0,0.95285,0.042007638,0.036267388,0.035780678,0.037054384,0.041319554,0.796672078
8959,34000,1,2,2,29,0,0,0,0,0,0,9548.4,9105.8,8561,7603.4,7847.8,7882.2,421,489.4,240,600,400,300,0,0.280835294,0.046234268,0.057166219,0.031564826,0.076454548,0.050747253,0.712589074
8960,46000,0,2,2,28,-1,-1,-1,-1,-1,-1,130.2,130.2,130.2,0,130.2,299.2,130.2,130.2,0,130.2,299.2,390.6,0,0.002830435,1,1,100,1,1,3
8961,72000,1,1,1,42,-1,-1,-1,-1,-1,-1,1131.6,832.8,493.8,0,1144.8,1466.8,832.8,493.8,0,1144.8,1466.8,1044.2,0,0.015716667,1,1,100,1,1,1.253842459
8962,72000,0,1,1,30,0,0,0,-1,-1,-1,19609.6,13913.6,4406,99.6,630,214.8,800,1000,99.6,630,214.8,483.2,0,0.272355556,0.0574977,0.226963232,1,1,1,0.604
8963,30000,0,1,2,38,0,0,-2,-2,-2,-2,84300.8,59972,60000,0,0,0,3400,3400,0,0,0,0,0,2.810026667,0.056693123,0.056666667,100,100,100,0
8964,56000,0,1,2,32,0,0,0,0,0,-1,6413.6,6383,6886.6,6247.2,0,100,1000,1000,1000,0,100,960,0,0.114528571,0.156666144,0.145209537,0.160071712,100,1,0.96
8965,40000,0,1,1,37,-1,-1,0,0,0,0,579.2,2141.2,2064.6,1688,992.6,2044.4,2144,602.8,205.4,404.4,2003.4,406,1,0.01448,1.001307678,0.291969389,0.121682464,0.40741487,0.979945216,0.189365672
8966,10000,0,3,2,33,1,-2,-2,-1,-1,-2,0,0,0,200,0,0,0,0,200,0,0,0,0,0,100,100,1,100,100,100
8967,72000,0,1,2,36,0,0,-1,-1,-1,-1,66273,67680,98.6,0,406,422.4,3000,98.6,0,406,422.4,150,0,0.920458333,0.044326241,1,100,1,1,0.05
8968,26000,0,3,1,49,0,0,0,0,0,0,23893.2,23366.6,21304.8,17882.4,17398.6,17486.6,1008.8,1013.4,1002.6,1000.4,800.4,1001.8,0,0.918969231,0.043172734,0.047566746,0.0560663,0.057498879,0.045772191,0.993061063
8969,46000,1,3,1,48,-1,-1,0,0,-2,-1,100,2976.6,6630.2,0,0,93.8,2976.6,4151.4,0,0,93.8,143.2,0,0.002173913,1,0.626134958,100,100,1,0.04810858
8970,6000,1,3,1,35,2,0,0,0,0,0,5770.4,5955.4,5895.6,6058,5560.6,5152.4,340,340,300,300,300,300,1,0.961733333,0.057091043,0.057670127,0.049521294,0.053951012,0.058225293,0.882352941
8971,30000,1,2,2,42,0,0,0,0,0,0,17868.2,15980.8,14436.4,12202.8,9900.4,9211,1000,1200,600,400,2000,1000,0,0.595606667,0.06257509,0.083123216,0.049169043,0.040402408,0.21713169,1
8972,100000,0,1,1,42,-1,-1,-1,-1,-1,-1,5873,18824,7302.2,3664.6,1573,1592,18827,7315,3664.6,2689,1803.2,1415.4,0,0.05873,1.000159371,1.001752896,1,1.709472346,1.132663317,0.075179264
8973,72000,1,1,2,56,-2,-2,-2,-2,-2,-2,87.4,48.2,0,0,0,525.6,48.2,0,0,0,525.6,32.6,1,0.001213889,1,100,100,100,1,0.676348548
8974,32000,1,2,1,42,0,0,0,0,0,0,33137.2,33993.8,34028.4,23905.8,24411.8,22275.6,1690,1057.8,804.4,839,797.2,791.6,1,1.0355375,0.049714948,0.031085799,0.033648738,0.034368625,0.035788037,0.468402367
8975,54000,1,2,2,42,-1,-1,-1,-2,-2,-2,2452.6,2005,0,0,0,0,2005,0,0,0,0,0,0,0.045418519,1,100,100,100,100,0
8976,4000,0,3,2,29,-1,-1,-1,-1,-1,-1,890.6,1599.4,1314.6,1484.4,876.2,2343.6,1603.8,1355.8,1509.4,917.8,2400,1511.2,0,0.22265,1.002751032,1.031340332,1.016841822,1.047477745,1.02406554,0.942262127
8977,14000,1,2,1,28,1,3,2,0,0,2,1838.4,1781,1722.2,1775.8,1949.2,1742,0,0,80,200,0,140,1,0.131314286,0,0,0.045050118,0.102606197,0,100
8978,52000,1,1,1,35,0,0,0,0,0,0,10226.6,12049.4,12723,14367.8,15101.2,15729.4,2000,1000,2000,1000,1000,2000,0,0.196665385,0.165983368,0.078597815,0.139200156,0.066219903,0.063575216,1
8979,4000,0,2,2,34,1,2,0,0,0,0,4138,4015,3898.4,3971.8,3846.4,3121.6,0,300,161,1400,108.4,48.4,1,1.0345,0,0.076954648,0.040535777,0.363976705,0.034725782,100
8980,32000,1,3,2,25,-1,-1,-1,-1,-1,-1,28.2,-151.2,2304,304,1034.2,743.2,40.2,2608,0,1034.2,743.2,21.4,0,0.00088125,-0.265873016,1.131944444,0,1,1,0.532338308
8981,4000,1,2,2,23,0,0,0,0,0,0,3315,3525.8,3710.4,3112.4,3261.6,3406.8,265.4,250,160,200,200,200,0,0.82875,0.075273697,0.06737818,0.051407274,0.061319598,0.058706117,0.753579503
8982,14000,0,2,2,25,0,0,0,2,2,2,10044.8,11727.8,2302.4,2117.2,4077.8,3473.8,2000,2000,0,2000,0,6600,0,0.717485714,0.170534968,0.868658791,0,0.490460542,0,3.3
8983,60000,0,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
8984,56000,1,2,2,30,2,2,2,2,2,0,50861.4,51533.8,45290.4,43138.4,38841.2,37170.8,1820,1101.8,1520.8,0,1840,1280,0,0.908239286,0.035316627,0.024327451,0.035253973,0,0.049501221,0.703296703
8985,10000,1,1,2,50,0,0,0,0,0,0,10203.2,9800,4071.2,4048.2,4060.8,4023.8,419.6,260.6,139.6,143.8,143.2,166.6,0,1.02032,0.042816327,0.064010611,0.034484462,0.035411742,0.03558825,0.397044805
8986,46000,1,3,2,30,-2,-2,-2,-1,2,0,24468.8,23144.6,8835.6,844.2,801.8,1798,1098.4,520,1559.4,0,1036,921.2,1,0.531930435,0.047458154,0.058852823,1.847192608,0,0.576195773,0.838674436
8987,40000,1,2,1,51,-1,-1,-1,-1,-1,-1,1950.8,11180.8,1744,882,237.2,5735.8,11248.6,1772,882,237.2,5735.8,0,1,0.04877,1.006063967,1.016055046,1,1,1,0
8988,20000,0,1,2,31,1,2,0,0,2,0,20879,20347.2,21220.2,10941.4,10984.8,10428.2,373.4,373.4,1005.2,560,560,560,0,1.04395,0.018351419,0.017596441,0.091871241,0.050979535,0.053700543,1.499732191
8989,94000,1,1,2,30,-2,-1,-1,-2,-1,-1,337.8,99.8,70,455.4,8304.6,435,99.8,70,455.4,8304.6,435,1270.2,1,0.003593617,1,1,1,1,1,12.72745491
8990,16000,1,1,2,26,-1,-1,-1,-1,-1,-1,780,66.2,1994,850,914.8,0,66.2,1994,850,914.8,0,0,0,0.04875,1,1,1,1,100,0
8991,4000,0,3,1,36,2,2,3,3,3,3,210,210,210,210,210,210,0,0,0,0,0,0,1,0.0525,0,0,0,0,0,100
8992,72000,1,1,2,32,1,-2,-2,-1,-1,-1,0,0,0,99.8,222.6,78.4,0,0,99.8,222.6,78.4,91,0,0,100,100,1,1,1,100
8993,16000,1,2,1,26,0,0,0,0,0,0,7179.4,6018,5859.8,2481.2,261.6,-10.4,302,417,49.6,5.2,10.4,0,0,0.4487125,0.050182785,0.071162838,0.019990327,0.019877676,-1,0
8994,10000,0,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,100,100,100,100,100,100
8995,124000,0,1,1,39,0,0,0,0,0,0,69385.4,18169.8,18098.6,18005,17681.2,17822.2,1040,1080,634.6,640,700,632.8,0,0.559559677,0.057237834,0.059673124,0.035245765,0.036196638,0.039276857,0.608461538
8996,20000,1,3,1,28,2,0,0,2,2,2,5954,6097,6486.8,6518.4,6620.4,6772,365,620,260,300,354.2,0,0,0.2977,0.059865508,0.095578714,0.039887089,0.045314483,0.052303603,0
8997,36000,0,1,2,28,-1,-1,-1,-1,-1,-1,523.8,367.8,508.8,226.8,262.6,266.4,367.8,508.8,226.8,262.6,266.4,488.8,1,0.01455,1,1,1,1,1,1.328983143
8998,66000,1,1,1,36,-1,-1,2,-1,-1,-1,592.8,7.2,7.2,4939.8,582.4,2846.2,7.2,0,4972.6,582.4,2846.2,1395.2,0,0.008981818,1,0,1.006639945,1,1,193.7777778
8999,18000,0,2,2,34,1,2,0,-1,-1,0,10056.2,2806.6,2525.6,4034.4,14702.4,14517.6,0,400,4034.4,14702.4,600,800,0,0.558677778,0,0.158378207,1,1,0.041329145,100
9000,4000,0,2,2,30,1,2,0,0,0,-2,3646.2,6911.6,3472.6,3513.8,0,0,0,240,81.2,0,0,0,1,0.91155,0,0.069112481,0.023108885,100,100,100
9001,24000,0,1,2,37,-1,2,-1,-1,-1,-1,247,63.2,63.2,3377,9385.8,13904.2,0,63.2,3377,10925.8,15409.2,899.8,0,0.010291667,0,1,1,1.164077649,1.108240675,100
9002,48000,1,1,2,27,0,0,0,0,0,0,35365.8,34828.6,33151,33258.2,28276,26148.4,1411.6,1360,810,1216.8,1605.6,853.4,0,0.7367875,0.040529909,0.041024403,0.024354896,0.043032961,0.061403375,0.604562199
9003,6000,0,2,1,35,1,-2,-2,-1,3,2,-444.2,-1630.4,-844,6164.2,6014.2,5753.4,0,0,7164.2,0,0,200,0,-0.074033333,0,0,1.162227053,0,0,100
9004,14000,1,1,1,28,0,0,0,0,0,-2,4119.2,4982.2,5669.2,2434,-337.2,-718.8,1000,800,2.4,0,0,0,0,0.294228571,0.200714544,0.141113385,0.000986031,0,0,0
9005,4000,0,2,1,46,1,2,0,0,0,-2,3973.2,3851.4,3780.2,3642,0,0,0,240,1.8,200,0,0,1,0.9933,0,0.063488704,0.000494234,100,100,100
