ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
10002,-1,0,0,-1,-1,-1,20745.6,20981.6,13160,3660,6667.2,6311.6,636.8,600,3660,6667.2,196.8,12600
10003,-1,-1,-1,-2,-2,-2,60,50.6,0,0,0,0,50.6,0,0,0,0,728.4
10004,-1,-1,2,-1,-1,-1,213.2,1015.8,505.6,801.4,1491.4,563.8,1015.8,0,801.4,1491.4,563.8,1727.6
10005,-1,-1,-1,-1,0,0,5073.2,7313.4,4815.8,2628.2,4545.6,1860,7331,4820.8,2628.8,2400,1860,2830.8
10006,1,2,2,2,2,0,60310.6,57556,59028.2,58284.4,55858.8,55318.8,0,4260,2000,0,1900,1900
10007,0,0,0,0,0,0,14371.2,14383.2,14288.4,13628.8,13734.2,13772.6,675.4,700.8,524,558.2,527.8,571.8
10008,0,0,0,0,0,0,17013.8,17086.8,23270.4,11139.6,7463,3339.2,1068.8,602.6,606.8,813.8,603.6,613.8
10009,-1,-1,-1,-1,-1,-1,78,78,78,78,78,78,78,78,78,78,78,78
10010,-1,-1,-1,-1,-1,-1,293.4,195,49.2,49.2,49.2,176.8,195,49.2,49.2,49.2,176.8,200
10011,-1,0,0,0,0,0,3733.8,3860.8,3981,4060.4,4026.6,4000,265.2,263.4,142.8,185,80,0
10012,-1,-1,-2,-2,-2,-1,150,0,0,0,0,408,0,0,0,0,408,2612.2
10013,0,0,0,0,0,0,6128.4,6368.6,6572,6702.2,6854.2,7008,400,309.6,239.8,260,267.4,2600
10014,0,0,0,0,0,0,2188.2,2411.6,2669.6,2924,3175.4,3322.2,260,300,300,300,200,300
10015,0,0,0,0,0,0,2564.4,2188.8,2451,2438.4,2489.6,2579,237.6,299.8,87.2,90.4,130.8,91
10016,0,0,0,2,2,2,2338.6,2698,3349.4,3236.6,3552.4,3465.4,400,700,0,400,0,1000
10017,0,0,0,-2,-2,-2,18408.6,12330,0,0,0,0,570,0,0,0,0,0
10018,-1,-1,0,0,-1,0,288.2,511.4,731,0,8251.4,7086.4,600,725.2,0,8251.4,141.8,0
10019,1,-1,-1,-1,-1,-2,0,694.6,0,202.4,0,0,694.6,0,202.4,0,0,0
10020,0,-1,0,0,0,0,293.4,87.8,451.4,8744,8793.6,9036.4,87.8,400,8400,340,400,340
10021,0,0,2,0,0,0,15734.4,16761.4,16366.6,15934.6,15947,16254.2,1403.6,0,600,620,600,620
10022,-1,-1,-1,-1,-1,-1,1130.4,1530.4,412.4,401.4,420.8,78.8,1532.4,413.2,401.4,421.6,78.8,642.8
10023,-2,-1,0,0,0,0,828.2,26200,25939.6,24075,23769.4,24072.2,26656,962.6,807.8,819,854.2,740.2
10024,0,0,0,2,2,2,8605.4,8868,9791.8,9934.4,10151.6,9935.2,400,1140,360,500,0,400
10025,0,0,2,0,0,0,2846.2,3214.8,2842.4,2938.8,2761.4,2882.4,420,200,200,140,200,100
10026,0,0,0,0,-1,-1,13575.8,7373,9597.2,0,3131,0,500,3000,0,3131,0,334.8
10027,0,0,0,0,0,0,1771.4,1732.2,1811,1933,1859.4,1111,460,200,200,200,400,618.8
10028,2,2,2,2,2,2,31946.8,32049.4,26302.2,25873.8,24638.2,26414.4,960,801.2,733.8,0,2356.2,0
10029,-1,-1,-1,-1,-1,-1,240,1130.4,54.2,246.8,203,715.8,1130.4,54.2,246.8,203,715.8,410.6
10030,0,0,0,0,0,-1,12670.4,11720.2,3913.4,3331.6,3449.8,49.4,1202,800,0,400,49.4,2400
10031,0,0,0,0,0,2,9745.2,9652.2,7867.2,2028.4,2034.8,1980.8,481.2,400,92.4,147.2,0,29.4
10032,0,0,0,0,0,0,1513.8,1719.6,1918,1956.4,1997.2,1834.6,231.6,230,67,69.2,67.2,264.6
10033,0,0,0,0,0,0,3091,1314,2200,2492,5755.6,4848.8,400,1000,400,3400,300,400
10034,1,-1,2,2,-2,-2,0,336.8,301.8,-71.4,-71.4,-71.4,336.8,0,0,0,0,0
10035,0,0,0,0,0,0,22554.8,23146.6,18392.2,18886.6,19557.4,17482.6,1000,700,800,1000,700,700
10036,0,0,0,0,0,0,21988.6,44417,44670,42766.2,42112.6,42385,24003.6,2014.2,1607.4,1603.6,1761.8,1004.4
10037,0,0,0,0,0,0,11807.8,11652.4,10917.2,5856,6256.8,5874.2,805.6,415.4,200.2,601.6,261,201.4
10038,0,0,0,0,0,0,5946.8,6348.6,6640.4,6931.2,7719.2,8194,500,400,400,900,800,300
10039,0,0,0,0,0,0,5989.8,4930.6,5955.8,5949.8,6010.6,5934.8,1200,2400,1200,1200,1000,1000
10040,0,0,0,0,0,0,27693.6,18760.4,18906.2,19252.8,19627,20012.4,860,700,720,776.2,840,704.2
10041,0,0,0,0,0,0,54255.2,55194,56055.2,37784.6,38466.6,39154.8,3398.2,2089.4,1201.2,1201.2,1229.4,1000.2
10042,-1,2,0,0,2,0,1115.4,1069.2,1996.8,3817.8,3671.2,3440.6,0,1000,2017.8,0,400,833.2
10043,-1,2,2,-1,-1,2,513.2,337.8,-2.2,7189.4,16672,16503.2,1.6,0,7191.6,10000,0,2000
10044,0,0,0,0,0,0,3521.4,3742.2,1908,2108,2308,0,300,200,200,200,0,0
10045,0,0,0,0,0,0,4758.8,4517.6,4075.2,2040.6,1973.6,1940,279.6,227.2,96.6,68,73.6,60
10046,0,0,0,0,0,0,14312.2,14816.8,14954,15165.2,15548.2,15919.4,800,602,520,600,600,600
10047,0,0,0,0,0,0,8296.8,8504.4,8707.6,8880.4,9066.6,9310.2,341.8,345,317.8,329.2,394.4,252.6
10048,0,0,0,2,0,0,6643,5736.6,3397.8,2550.2,2054.4,1926.2,266.2,1295.6,2.8,88.6,1218.6,38
10049,0,0,0,0,-1,0,9948.8,8171.8,4141.2,-233.2,3826.6,3825.4,300,241.2,0,4137.8,139.4,128.2
10050,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
10051,2,2,2,2,2,2,9272.8,9485.8,9269,9846.2,9707.4,9354.8,420,0,720,380,0,657
10052,-2,-2,-1,0,0,0,297.2,-668.2,23331.8,23961.6,24436.2,26195.2,535.8,24000,1000.6,1000,2195.8,1003.2
10053,1,-1,0,0,0,0,-16.8,96.4,1313.2,1381,1477,1569.4,196.4,1300,200,200,200,200
10054,0,0,0,0,0,0,6904.2,7132.4,7383.6,7495.6,4130,0,400,400,214.2,300,0,0
10055,1,2,2,0,0,0,8868.8,9072.6,8865.2,8980.2,9168.8,9677,404.2,0,319.2,331,736.8,0
10056,0,0,0,0,0,0,31138.6,31742,26649,26381.2,27106.6,27561.8,1200,1000,974.2,1181,1098.2,1000
10057,-1,-1,-1,0,0,0,1552.8,2144.2,6121.4,5001,3954.2,6863,2146,6125.8,0,0,5400,3625
10058,2,2,2,0,0,0,8810,8901.6,8585,9119.2,9204.4,9357,360,0,709.6,333.6,335.4,333.6
10059,0,0,0,-2,-1,-1,45985.6,6578,-2,-2,430,0,981,0,0,432,0,0
10060,-1,-1,-1,-1,-1,-1,63.2,63.2,63.2,63.2,517.6,156.4,63.2,63.2,63.2,517.6,219.6,0
10061,-1,-1,-1,-1,-1,-1,1057.4,464.6,140.8,427,318.2,1078.4,466.8,141.4,429,319.8,1083.8,1007.8
10062,0,0,0,0,-1,0,9795.6,11771.6,7225.8,4073.8,5904.2,11843.8,4015.6,1003.4,101.8,5905.2,7000,18720
10063,-2,-1,0,0,-2,-2,2211.6,3715.6,16817.4,10011.6,7007.2,951.4,3728.2,15041.4,1020,1017.8,23.6,329.4
10064,1,3,2,2,2,2,2989.8,2884.8,3177.6,3067,3297,3214,0,400,0,280,0,320
10065,0,0,0,0,0,0,3488.2,3539.2,3734.4,3730.8,3916.8,3878,261.8,257,131.4,400,77.6,78
10066,0,0,0,0,0,0,37176.4,34522.6,26837.6,24396.6,22251.2,20696.2,2000,2000,2000,2251.2,2768.2,3011.8
10067,2,2,2,2,2,2,14806.4,15111.4,15286.8,14922.2,15858.4,16189,660,540,0,1180,620,0
10068,0,0,0,0,-1,2,9388,9674.4,9636.8,747.2,400.6,76,437.6,200,15,400.6,0,0
10069,0,0,2,2,0,0,23937.4,25443.6,25678.2,25036.6,24905.4,25051,2220,910.2,1.8,846,850.6,909
10070,-1,-1,-1,-1,-1,-1,182.8,181.4,180,184.6,184.4,180,181.4,180,184.6,184.4,180,189.2
10071,0,0,0,0,0,0,8838.6,8958,5879.4,5831.4,5953,5988.2,361.2,350.4,233.6,241,241.4,239.8
10072,2,2,2,0,0,0,8543.4,10263.8,10049,1849.2,3798.4,1939.4,1857.8,60,66.4,80,71.6,70
10073,1,-2,-1,-1,0,0,0,0,107.8,7594,7870.8,8009.6,0,107.8,7594,400,300,296.2
10074,-2,-2,-2,-2,-2,-2,251.4,570.2,0,863.8,0,0,570.2,0,863.8,0,0,1372
10075,0,0,2,0,-1,-1,2850.8,3319.6,3181.6,3205.8,1300.2,0,578,0,64.2,1300.2,0,0
10076,0,0,0,0,0,0,1900.2,1158.8,1421.8,1816.4,1433,1390.2,260,400,600,46.8,56.8,229.8
10077,0,0,0,0,0,0,4501.2,4827,5083.6,5639.2,5992.2,9880.8,400,400,600,400,4000,400
10078,0,0,0,0,0,0,86888.4,88725.8,90545.4,9647.6,3867,1418.6,2000,2006.2,428.2,614.8,600,600
10079,0,0,0,0,0,0,32630,30133.2,34670.6,31375,12993,7258,10024.4,10036.2,4121.8,6058.2,6024.2,6018.4
10080,0,-1,-1,-1,-1,-1,11500,157,9478.4,0,92,0,157,9564.4,0,92,0,414
10081,2,2,2,2,2,2,6739.8,6953.2,6780.6,7253.2,7387,6688.2,380,0,640,270,0,280
10082,-1,-1,-1,0,-1,-1,167.2,167.2,334.4,167.2,167.2,167.2,167.2,334.4,0,167.2,167.2,167.2
10083,0,0,0,0,0,0,1999.8,2204,2405.4,2421.8,2472,2520.4,297.8,299.2,115.6,118.8,119.2,122.6
10084,2,2,2,2,2,2,40386.4,43078.4,43674,44195.4,45004.2,44346,3660,1600,1540,1540,0,1580
10085,-1,0,0,0,0,-1,21751.2,30438.8,21058,29906,29291,28342.2,9396,12978,24416,21325,28342.2,27639
10086,-2,-2,-2,-2,-2,-2,7595.8,1896.4,1211.6,1571.8,25336.6,1488,1896.4,1211.6,1571.8,25336.6,1488,1651.8
10087,-1,-1,-1,-1,-1,-1,156,0,156,78,0,78,0,156,78,0,78,78
10088,0,0,0,0,0,0,22071.8,21674.2,20525.6,20000,18447.6,18089.4,1000,1207.8,800,800,800,600
10089,-1,-1,-1,-1,-1,-1,1209,1430.2,958,629,854.8,0,1431.4,958,629,854.8,0,443
10090,2,0,0,0,0,0,8097.2,8305.2,8507.8,8706.4,8571.6,8696.2,338.2,340.8,339.4,311.6,345.4,289.2
10091,0,0,0,0,2,0,2064.2,2269.6,2471.8,2746,2674.2,2698.2,240,241.6,315.8,0,121.6,400
10092,1,2,2,0,0,0,18830.6,20042.8,19544,19799.4,20287.8,20768,1700,0,760,840,850,820
10093,-1,-1,-1,-1,-1,-1,250.6,818.2,822.2,188,310,806,818.2,824,189.8,310,806,1206
10094,1,-2,-2,-1,-1,-1,0,0,0,1700,578,42,0,0,1700,578,42,9600
10095,0,0,0,0,0,0,11048.2,9954.6,16273,17468.2,17471.6,20748,2000,12043.6,2015.2,3002.4,4133.4,3000
10096,1,-2,-2,-2,-1,-1,0,0,0,0,336,0,0,0,0,336,0,0
10097,0,0,0,0,0,0,4290.6,4473,2574.8,2668.2,2111.2,1879.2,326.8,228.6,122,101.8,100,200
10098,0,0,0,0,-1,-1,9424.2,9866.4,9518,10000,156,0,600,400,600,156,0,561.6
10099,1,-2,-2,-2,-2,-1,0,0,0,0,0,200,0,0,0,0,200,0
10100,0,0,0,2,2,2,15057.8,18122.6,10919.4,6346.8,5442.2,4756.8,4000,602.2,0,600,0,1000
10101,0,0,0,2,-1,-1,1257.8,2022.4,1727.4,1455.4,563.6,491,1022.4,1456.6,0,600,491,257
10102,2,0,0,2,0,0,1734.8,2104,2667.4,2565.8,3089.2,3435.6,400,600,0,600,400,400
10103,2,2,-2,-1,0,-1,91.2,0,0,448,336.2,453.4,0,0,448,0,453.4,614.8
10104,0,0,0,0,0,0,16718.6,14576.6,13467.4,12161.4,11817.6,9565.8,545.4,634,388,440,340,341.6
10105,-1,-1,-2,-1,-1,-1,218.8,0,0,229.8,477.2,1020.6,0,0,229.8,477.2,1020.6,0
10106,0,0,0,0,0,0,14268.2,12486.4,11218.2,11783.8,12072.6,8089.6,823.4,800.4,1000,385,1063.2,1000
10107,0,0,2,0,0,2,2312.8,2819.8,2716,2731.4,3271.2,3308,608.4,0,120,588.4,120,0
10108,0,0,0,0,0,0,5661.2,4073.4,3901.8,8478.8,9347.8,11114.6,2000,300.8,5000,2000,2000.4,1040
10109,-2,-2,-2,-2,-1,0,7705,1256.2,2571,3608.2,57387.8,57367.2,1256.6,2571.8,3608.2,58492.4,2118.6,2440
10110,2,2,2,2,2,2,33559,34249,33463.4,35056.6,35828,36572.8,1459.8,0,2400,1300,1300,0
10111,0,0,0,0,0,0,15709.8,16355,16592.6,16847.2,16994.2,17422.4,900,800,700,800,700,2000
10112,1,-2,-1,-1,-1,-1,-98,-174,78,-142,52,2,0,400,0,300,200,200
10113,0,0,0,0,0,0,9568.6,9777,9980.8,10154.8,10391.4,10598.2,422.2,426,400,400,379.6,400
10114,2,-1,-1,-1,-1,-1,78,78,78,0,156,0,78,78,0,156,0,0
10115,0,0,-2,-2,-2,-2,6280,0,0,0,0,0,0,0,0,0,0,0
10116,0,0,0,0,0,0,1456.6,1053.2,1022.6,1422.6,1422.6,835.6,252.6,200,400,500,400,1000
10117,2,3,2,2,2,2,12370.2,12454.2,12630.8,12703.8,12870.2,13424.4,400,500,400,400,800,540
10118,0,0,0,0,0,0,5933.6,5948.8,5813.6,5913.4,5828.8,5908.2,311,433,600.4,201,600,400
10119,0,0,0,0,0,0,16933.6,17658.8,18356.8,21662,20633.2,20935.4,1000,1000,4000,1000,1080,1220
10120,0,0,0,0,0,0,3448.2,3692.6,3928,3822.8,3735.8,3000,300,325.2,20,120,60,0
10121,0,0,0,0,0,0,5214.2,5587.4,5754.8,5840.4,5936.6,6055.4,440,400,220,200,196,202.4
10122,0,0,0,0,0,0,40996.8,41985.8,38137.8,34709.4,35396,36021.8,1601.2,1400,1200,1300,1300,2000
10123,-1,-1,-1,-1,-1,-1,4977.4,5596.8,16574,10452.6,3903.6,2957,5598.8,16595.8,10452.6,3903.6,2957,1586.2
10124,-1,-1,-1,-1,-1,-1,135.6,100,76.2,595.4,200,0,120.4,76.2,597.2,240.6,0,0
10125,-2,-2,-2,-2,-1,-1,9448.8,18550.8,11585.6,104.6,44.6,1407.4,12466,11585.6,104.6,44.6,1407.4,2200
10126,1,2,2,2,2,2,8914,9112.6,9223,9410.6,9630,9801.8,400,320,400,400,360,0
10127,0,0,0,0,0,0,2372.4,2251.8,2496.4,2105.6,1858.6,3419.8,260,289.2,100,100,1600,200
10128,0,0,0,0,0,0,1434,1631.6,1918.6,2020.8,1984.6,1606.4,300,400,200,62.6,71.2,600
10129,-1,2,0,0,0,0,3121.8,2937.2,3166.2,3376.8,3614,3843.6,0,420,400,400,400,400
10130,-2,-2,-2,-2,-2,-2,132,226.2,58.2,58.2,58.2,58.2,226.2,58.2,58.2,58.2,58.2,1609.6
10131,-1,-1,-1,0,0,-1,148,148,2172,2024,1410,148,148,2172,0,0,148,0
10132,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
10133,0,0,2,0,0,0,3677,4084.4,3781,4963.4,5844,3452,800,0,2000,1000,340,0
10134,-1,-1,-1,-1,-1,0,732.8,143.6,589.2,78,78,78,143.6,589.2,78,78,0,262.6
10135,0,0,0,0,0,0,8353.6,8512.2,8574.2,1521.2,2253.4,2890.6,415.8,400.2,100,884.6,800,400
10136,0,0,0,0,0,0,47253.4,47801.8,38667,38995.2,39433.6,39383.6,1800,1500,1400,1324.4,3430,4000
10137,1,-1,-1,-2,-2,-2,-1.6,897,0,0,0,0,2629.6,86.6,0,0,0,0
10138,1,2,0,0,0,0,5752.6,5094,4825,4519.4,4156.8,3119.8,0,260.2,200,120,120,152.6
10139,0,0,0,0,0,0,15210.8,14798.4,14649.2,14264.2,28298.8,14582.6,655,600,600,600,700,500
10140,0,0,0,0,0,-1,8796.2,6687.8,4985.2,2136.2,1486.2,941,336.6,632,600,600,1012,1006.4
10141,0,0,0,0,0,0,2067.8,3655.2,5170.4,2878,2745.6,581,2001.2,2009.6,1001.6,403.6,401,201
10142,-1,-1,-1,-1,-1,-1,3052.8,10274.4,20623.8,13708.2,5653.8,15188.4,10276.6,20628.4,13708.2,5653.8,15211.2,10428.6
10143,-1,-1,-1,-2,-2,-2,1339.8,971.2,-0.6,-0.6,-0.6,-0.6,976,0,0,0,0,0
10144,0,0,0,0,0,0,15601.8,15723.2,9932.4,9773.4,9655.6,9354.6,484,400,331.2,338.6,353.4,316.2
10145,-2,-2,-2,-2,-2,-2,1040.4,1299,1156.2,1550.8,2463,2819.8,600,200,800,1000,1000,1000
10146,0,0,2,0,0,0,2294.4,2697,2329.8,2287,2280,2532.2,530.4,0,68.4,104.2,400,600
10147,2,2,2,2,2,2,2667,3123.4,3018,3371.8,3294.4,4363.8,560,0,400.2,0,1156.4,0
10148,-1,-1,-1,0,-1,-1,28,0,56,28,26.6,501.2,0,84,0,26.6,502.6,182
10149,2,0,0,2,0,0,22105.8,22701,22906.2,22207.4,19090.8,19274,1402,1400.8,3,600,600,600
10150,0,0,0,0,0,0,33507.8,34226.6,34607.4,34094,34874.6,32774.6,1556.4,1270.4,1176.6,1285.4,1300,1005.8
10151,0,0,0,0,0,0,3100.4,2889.2,2067.8,2153.2,2189,2242.8,300,300,120,100,120,100
10152,0,0,0,0,0,0,9603.8,9825.4,8742.2,6725.2,3874.2,3961.6,455.8,380.4,200,168.2,180,138.4
10153,0,0,0,0,0,0,2850.8,3980.4,3564.4,3004.4,2610.2,2158,2000,400,200,400,358,200
10154,-1,-1,-1,0,0,-1,799,1260,3058.2,1817,1160.2,1320.6,1276,3058.2,36.4,23.2,1320.6,800
10155,0,-1,-1,-1,-1,-1,19632.2,247.6,247.6,247.6,247.6,433,247.6,247.6,247.6,247.6,433,30000
10156,-1,-1,-2,-2,-2,-2,2000,0,0,0,0,0,0,0,0,0,0,0
10157,0,0,0,2,0,0,5223.2,5438.4,5907,5752.2,5859.6,6022.2,300,560.6,0,200,260,240
10158,-2,-2,-2,-2,-2,-2,324.4,2589.2,0,0,352.2,3660.8,2603.2,0,0,352.2,3661.2,855
10159,1,-2,-2,-2,-1,0,0,0,0,0,2544.6,6000,0,0,0,2544.6,3600,6440
10160,1,2,2,-2,-2,-2,8142.4,5984,0,0,0,0,0,0,0,0,0,0
10161,0,0,-2,-2,-2,-2,20530,0,0,0,0,0,0,0,0,0,0,0
10162,0,0,0,0,0,-2,3039.6,3918,3702.8,6076.4,0,0,1000,400,200,1200,0,0
10163,-2,-2,-2,-2,-2,-2,5696.8,688,1759,2735.2,-256.4,-256.4,688,1759,2735.2,256.4,0,0
10164,-1,-1,-1,-2,-1,-1,226.8,122.2,0,0,141.2,0,122.6,0,0,141.2,0,0
10165,0,0,2,0,0,0,21033.8,21891.2,21162,19742.4,16971.2,14011.8,1600,600,820,800,720,400
10166,-1,-1,-1,0,0,-1,189.8,8,35102.4,14866.8,9397,10055.2,8,35107.8,274.4,0,10055.2,2692
10167,0,0,0,0,0,0,15890.6,12348.4,13013.6,14786.8,14950.4,16527.6,600,1000,2000,560,2000,1000
10168,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
10169,0,0,0,0,0,0,6256.6,6409,5794.8,4677.2,4791.6,4948,380,300,200,220,267.4,300
10170,0,0,0,-1,-1,-1,5008.6,3494.4,1784.4,786.4,580,0,274.8,205.2,788.8,641.6,0,0
10171,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
10172,2,4,3,2,2,2,67840.4,67499,65140,62797.6,65508.4,63425.8,1000,0,0,4760,0,2433
10173,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
10174,2,0,0,0,0,2,2306.6,2590.2,4467.8,4533.8,4824.2,4708,322.4,2000,200,364,0,139.2
10175,-1,-1,-1,0,0,-1,879.4,2768,2156,1640.2,1535,1130.6,2769.4,2156,0,400,1130.6,395.2
10176,0,0,0,0,0,0,9349.2,7387,5943.6,4565.6,3961.6,2521.2,373.6,336.6,300,1000,521.2,1000
10177,0,0,0,0,0,0,6042.2,9677.8,10446,3777.4,3538.6,3614.8,4238,1028.8,118.2,115.4,121.8,101
10178,2,2,2,0,0,0,3811.2,3717.2,3483.6,3000.8,3160.8,3488.6,200,200,200,200,804.8,400
10179,-2,-1,0,0,-2,-1,0,550.8,740,0,0,20419.4,550.8,200,0,0,20419.4,701.8
10180,1,-2,-1,-1,-1,-1,0,0,519.6,128,33.6,315.8,0,519.6,158,33.6,315.8,1440.6
10181,-1,-1,-1,-1,0,0,119.2,178.4,1536.2,2328.4,4606,4489.8,178.4,1536.2,4000,4000,0,0
10182,2,2,2,2,2,2,1135.6,1980,1918.4,2086.6,2104.2,2040.6,900,0,200,80,0,440
10183,0,0,0,0,0,0,9270.2,4011,3745,3569.6,2922,2262.8,275.4,233,104.4,200,97,85.2
10184,-1,-1,2,2,-2,-2,120,492.4,454.8,0,0,0,492.4,0,0,0,0,0
10185,0,0,-1,0,0,0,3402,-164,3994,3916,4036,4000,0,4298,120,120,120,0
10186,0,0,0,-2,-2,-2,6982.8,7000,0,0,0,0,200,3600,0,0,0,0
10187,-1,-1,-1,-1,-1,-1,63.2,63.2,63.2,63.2,93.2,63.2,63.2,63.2,63.2,93.2,63.2,126.4
10188,-1,2,2,-2,-2,-2,183.8,183.8,0,0,0,0,0,0,0,0,0,0
10189,1,2,2,0,0,2,8517.2,8762.6,8555.8,7636,8137,7532.4,440,0,320,660,0,320
10190,-1,-1,-1,-1,-1,-1,9563,1694.6,190,2681.6,763.8,221.4,1696,191.4,2681.6,763.8,221.4,4135.8
10191,0,0,0,0,0,0,1009.6,1359.4,1897.8,2269.8,2835.2,3123.2,400,600,400,600,600,600
10192,0,0,0,0,0,0,3555.8,3819.4,3963.2,3694.2,3261,0,400,300,200,168.2,0,206
10193,-1,-1,0,0,0,0,2078.8,17223,15591,9991,9540,9737.8,15580,738.8,338.8,290.8,299.8,342.2
10194,0,0,0,0,0,0,23411.8,23400,23391,21994.6,21738.6,20978,1005.2,908.2,820,820,800,800
10195,0,0,0,0,0,0,40527.6,41741.2,42028.6,15033.2,13671,13920.4,1527.6,1252.6,478.8,454.8,434.4,458.2
10196,-1,-1,0,0,0,-1,60.2,2211.4,11701.6,11571,26.8,2284.2,2212.6,9803.8,26.8,0,2284.2,0
10197,0,0,0,0,0,0,8744.8,9003.4,9221.2,5676.2,5909.2,5914.6,400,400,400,400,200,200
10198,0,0,2,0,0,0,4944,4196.4,4079.6,3977.6,4542.6,3881,600,0,1600,1000,600,0
10199,0,0,0,2,0,0,1459.6,1664.4,1965.2,1903.8,2072.4,2237.4,229.4,330.2,0,200,200,200
10200,0,0,0,-1,2,0,2958.4,4016.8,0,1369.8,1319.6,3241,2000,0,1369.8,0,2000,400
10201,0,0,0,0,0,0,5556.4,1117,5914.4,5277.4,2241.4,0,404.6,5577.4,400,200,0,0
10202,-1,-1,0,0,0,-1,1066.8,139.4,2558.2,2498,2798,60,713,2518.2,98,300,60,0
10203,0,0,0,0,0,0,5681,5927.8,6049.2,4754.8,4876.8,3171,800,311,126.2,153.8,63.4,0
10204,2,0,0,0,0,0,84921.2,83631.6,82164.2,80731.6,82449.6,91252.8,3002,2932,2900,3017.8,10200,5400
10205,3,2,2,2,2,2,6640.4,6874,6961.2,7086.6,7243.2,7393.8,400,260,300,300,300,220
10206,0,0,0,0,0,0,36178.2,33082.4,21644.6,21772,16151.4,15814.6,1650,1100,1000,700,600,800
10207,-1,-1,-1,0,0,0,2167.2,3950.2,14524.6,12291.8,8878,5954.6,3959.8,14741.2,338.4,204.6,152.2,13447
10208,0,0,0,0,0,0,25710.6,21846.8,17513.4,16743.2,13985,12821.6,752.4,761.6,835.4,518.8,488.4,463.8
10209,0,0,0,0,0,0,16753.6,15947.2,15233.4,13282,14230,15156.2,1000,1205.8,1600,1200,1200,600
10210,0,0,0,0,0,0,2843.6,2714.6,2827.4,2747.4,2536,2413.4,340,300,0,0,213.4,78.4
10211,-1,0,0,0,0,0,47943,84330.2,40756.8,36298,30895.6,27051.8,2093.8,1323.6,1033.6,1002.8,1079.6,547.6
10212,1,-1,-1,-2,-1,-1,-22,3278,0,0,132,0,3300,0,0,132,0,0
10213,0,0,0,0,0,0,11554.2,10666.8,0,8329,8366.6,8296.2,467.2,282.8,0,400,300.6,640
10214,0,0,0,0,0,0,5709.4,5879.6,5972.8,6023,3163.6,2762.6,340,300,202,200,200,240
10215,0,0,2,2,0,0,9694,10474.8,10577.8,10304,10148.2,10064.4,940,400,0,360,370,360
10216,0,0,0,0,0,0,5757.6,4297,3760,3454.4,2845.2,2998.2,275.4,300,100,400,200,400
10217,0,0,0,0,0,0,4023.2,3863.8,3271.2,2028.8,1619,2028,800,400,800,619,1028,824.4
10218,-1,5,4,3,2,2,841,800.6,760,719.4,679,837.4,0,0,0,0,200,0
10219,-2,-1,0,0,-2,-2,187.8,1637.6,7334,0,291,604.6,1637.6,6000,0,291,604.6,4933.6
10220,-2,-2,-2,-2,-2,-2,1472.6,5483,0,386,328.6,337.4,5494.8,0,386,328.6,337.4,0
10221,1,2,2,2,0,0,5925.6,6090.6,6016.4,5786.6,5051,5068.8,320,200,1.4,176,605.6,0
10222,0,0,0,0,0,0,8524.8,7988.6,1443.6,1389.2,1361.6,1308.4,434.6,249.6,73.2,100,76.8,100
10223,0,0,0,-1,0,0,14156,13548.2,8039,9713.6,9807.8,10077.4,617.6,357.4,10062.8,353.6,508.2,317.6
10224,0,0,0,0,0,0,12167.8,11863.2,11941.4,3698,3901,4039.4,680,341,240,260,200.6,200
10225,0,0,0,0,0,0,16313.6,16375.2,16523.4,16656.8,12904,10835.6,700,600,500,600,400,400
10226,0,0,2,0,0,0,18165,19448.4,18881.4,19024.8,19270.8,12833.6,1760,0,590.2,460,1434.8,540
10227,8,7,6,5,4,3,4833.2,4769,4642.8,4516.6,4332.4,4206.2,0,0,0,0,0,0
10228,-2,-2,-2,-2,-2,-2,76,76,76,76,76,76,76,76,76,76,76,76
10229,0,0,2,0,0,0,17512.2,18599.2,17973.2,9714.8,8349.2,7697.2,1709.6,0,305.4,323.4,298,131.8
10230,2,0,0,0,0,0,2399,2664.8,2805.8,2861.6,2925,3649,305.6,246.6,102.4,109.4,776,0
10231,2,2,0,0,0,-2,3878.6,3760.2,3815.4,2398.6,0,0,0,204.6,48,0,0,0
10232,0,0,0,0,0,0,551.4,755.2,957,1006.2,1026.8,1027.6,214,215.8,65,66.4,47.6,236
10233,-2,-2,-2,-2,-2,-2,566,4283.8,3111,1341,1341,1134.6,4283.8,0,1341,0,1134.6,1558.2
10234,0,0,0,0,0,0,9795.2,9480.8,9267.6,2846.8,3909,4034.6,404.6,621,623.8,2200,181.8,600
10235,0,0,0,0,0,0,28669,26868.8,23338.2,23244,22549.2,21730.6,1200,1000,1000,1000,1000,1007.6
10236,-1,2,-1,-1,-1,-1,66,33,33,0,33,0,0,33,0,33,0,0
