ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE
11552,94000,1,2,1,49
11553,32000,1,3,1,53
11554,64000,1,3,1,51
11555,26000,1,3,1,49
11556,108000,1,2,1,50
11557,10000,1,5,2,48
11558,28000,1,2,1,48
11559,72000,1,2,1,69
11560,84000,1,1,1,45
11561,72000,1,1,1,51
11562,34000,1,1,1,52
11563,70000,1,1,3,53
11564,48000,1,2,1,56
11565,16000,1,2,1,57
11566,12000,1,3,1,59
11567,44000,1,2,1,53
11568,4000,0,2,2,24
11569,72000,0,2,1,27
11570,60000,1,2,1,53
11571,72000,0,2,1,30
11572,10000,0,2,2,23
11573,26000,0,2,1,24
11574,30000,0,2,2,28
11575,6000,0,1,2,24
11576,70000,0,1,2,29
11577,4000,0,2,2,23
11578,4000,0,2,2,23
11579,36000,0,1,2,26
11580,30000,0,2,2,26
11581,24000,0,1,2,27
11582,4000,0,2,2,27
11583,16000,0,3,2,28
11584,10000,0,3,2,30
11585,10000,0,1,2,25
11586,4000,0,2,2,26
11587,10000,0,2,2,27
11588,30000,0,1,2,25
11589,100000,0,1,2,28
11590,24000,0,1,2,27
11591,52000,0,1,2,27
11592,4000,0,2,2,24
11593,40000,0,1,2,29
11594,16000,0,3,1,31
11595,40000,0,1,2,28
11596,18000,0,2,2,29
11597,4000,0,3,2,41
11598,98000,0,1,2,35
11599,58000,0,2,1,38
11600,32000,0,3,2,30
11601,58000,0,2,1,38
11602,72000,0,1,1,37
11603,24000,0,2,2,40
11604,16000,0,3,1,33
11605,84000,0,2,1,37
11606,72000,0,1,1,39
11607,10000,0,3,1,46
11608,12000,0,2,1,48
11609,40000,0,2,2,30
11610,72000,0,3,1,32
11611,20000,0,1,1,33
11612,30000,0,1,1,37
11613,100000,0,1,1,45
11614,36000,0,1,1,36
11615,46000,0,2,1,29
11616,12000,0,2,2,29
11617,40000,0,1,1,42
11618,6000,0,3,1,28
11619,22000,0,1,1,41
11620,16000,0,3,1,41
11621,32000,0,2,1,35
11622,6000,0,3,2,30
11623,6000,0,2,1,48
11624,30000,0,2,1,34
11625,10000,0,2,2,33
11626,10000,0,2,1,28
11627,56000,0,1,1,34
11628,42000,0,3,1,47
11629,72000,0,3,1,27
11630,10000,0,3,1,29
11631,54000,0,2,1,35
11632,10000,0,3,1,44
11633,16000,0,2,2,43
11634,40000,0,2,1,36
11635,6000,0,2,1,37
11636,52000,0,2,2,32
11637,28000,0,3,1,37
11638,4000,0,2,2,34
11639,10000,0,3,1,41
11640,34000,0,3,1,42
11641,36000,0,2,2,32
11642,72000,0,2,1,35
11643,100000,0,1,1,48
11644,16000,0,2,2,36
11645,30000,0,2,1,40
11646,38000,0,2,2,39
11647,40000,0,1,2,32
11648,52000,0,1,2,33
11649,48000,0,2,1,38
11650,28000,0,1,1,39
11651,40000,0,1,1,34
11652,100000,0,1,2,41
11653,10000,0,2,1,39
11654,26000,0,2,2,38
11655,52000,0,1,2,34
11656,52000,0,2,1,46
11657,32000,0,2,2,30
11658,36000,0,1,2,30
11659,4000,0,1,1,32
11660,54000,0,1,1,37
11661,6000,0,2,2,30
11662,90000,0,2,2,36
11663,72000,0,1,1,33
11664,40000,0,3,2,40
11665,100000,0,1,1,46
11666,40000,0,1,1,42
11667,4000,0,2,2,37
11668,100000,0,1,1,42
11669,52000,0,1,2,31
11670,2000,0,2,1,37
11671,48000,0,2,1,34
11672,96000,0,1,1,43
11673,4000,0,2,1,42
11674,36000,0,1,2,33
11675,58000,0,2,1,43
11676,100000,0,1,2,39
11677,20000,0,2,2,40
11678,60000,0,1,1,39
11679,100000,0,1,1,50
11680,44000,0,2,1,55
11681,52000,0,3,1,63
11682,22000,0,2,2,55
11683,70000,0,1,1,49
11684,36000,0,2,1,48
11685,92000,0,2,1,51
11686,50000,0,2,1,52
11687,10000,0,2,1,58
11688,4000,0,3,1,52
11689,58000,0,2,1,49
11690,100000,0,1,1,50
11691,10000,0,2,2,52
11692,36000,0,1,1,50
11693,100000,0,3,1,52
11694,100000,0,2,1,53
11695,6000,0,2,1,53
11696,120000,0,1,1,53
11697,54000,0,1,1,61
11698,6000,0,3,2,56
11699,4000,1,2,2,22
11700,18000,0,3,1,56
11701,32000,0,2,1,59
11702,18000,1,2,2,23
11703,4000,1,3,2,24
11704,24000,1,2,2,25
11705,4000,1,2,1,27
11706,18000,1,2,2,27
11707,86000,1,1,2,27
11708,72000,1,1,2,27
11709,42000,1,2,2,25
11710,24000,1,3,1,30
11711,24000,1,2,1,30
11712,12000,1,2,2,28
11713,4000,1,1,2,25
11714,40000,1,2,2,26
11715,44000,1,1,2,28
11716,36000,1,2,1,40
11717,64000,1,1,2,31
11718,26000,1,2,2,30
11719,56000,1,1,2,30
11720,10000,1,2,1,30
11721,64000,1,1,2,33
11722,18000,1,2,1,37
11723,36000,1,2,1,34
11724,66000,1,1,2,36
11725,18000,1,2,2,25
11726,36000,1,2,2,27
11727,54000,1,2,1,38
11728,12000,1,1,2,23
11729,16000,1,2,2,26
11730,54000,1,2,1,32
11731,34000,1,1,2,40
11732,50000,1,2,1,36
11733,62000,1,2,1,34
11734,40000,1,2,1,39
11735,26000,1,3,1,42
11736,40000,1,2,2,34
11737,38000,1,2,1,35
11738,42000,1,2,1,36
11739,18000,1,2,1,39
11740,58000,1,2,2,41
11741,40000,1,2,1,42
11742,26000,1,2,1,37
11743,30000,1,3,1,46
11744,44000,1,1,1,37
11745,24000,1,3,1,37
11746,40000,1,2,2,37
11747,20000,1,2,1,41
11748,2000,1,2,2,55
11749,30000,1,2,1,45
11750,12000,1,3,1,42
11751,10000,0,1,2,22
11752,82000,0,1,2,27
11753,42000,0,1,2,29
11754,16000,0,3,1,31
11755,6000,0,2,2,31
11756,40000,0,1,1,32
11757,16000,0,2,2,24
11758,10000,0,1,2,25
11759,6000,0,1,2,26
11760,14000,0,1,2,27
11761,44000,0,1,2,32
11762,6000,0,2,2,25
11763,4000,0,3,2,28
11764,42000,0,2,2,29
11765,72000,0,1,2,29
11766,2000,0,2,2,29
11767,56000,0,2,2,30
11768,6000,0,2,2,22
11769,2000,0,1,2,26
11770,16000,0,2,2,26
11771,72000,0,1,2,29
11772,34000,0,2,2,33
11773,16000,0,1,2,33
11774,26000,0,2,1,33
11775,4000,0,2,1,31
11776,80000,0,1,1,32
11777,44000,0,1,1,33
11778,2000,0,2,2,29
11779,100000,0,3,2,53
11780,10000,0,2,2,35
11781,74000,0,2,1,39
11782,72000,0,1,1,37
11783,46000,0,2,1,41
11784,30000,0,1,1,35
11785,34000,0,2,1,37
11786,2000,0,2,1,41
11787,54000,0,1,1,39
11788,10000,0,2,2,44
11789,50000,0,2,1,34
11790,56000,0,2,1,35
11791,42000,0,2,1,35
11792,72000,0,1,1,45
11793,34000,0,5,1,40
11794,28000,0,2,2,38
11795,6000,1,2,2,21
11796,10000,1,2,2,22
11797,10000,1,1,2,21
11798,12000,1,2,2,22
11799,44000,0,1,1,42
11800,10000,1,2,1,30
11801,4000,1,2,2,23
11802,10000,1,2,2,30
11803,32000,1,1,1,27
11804,80000,1,2,2,27
11805,16000,1,1,2,27
11806,28000,1,2,2,27
11807,68000,1,1,1,27
11808,26000,1,1,2,26
11809,6000,1,3,2,22
11810,18000,1,2,2,23
11811,20000,1,2,2,22
11812,4000,1,2,1,23
11813,6000,1,1,2,24
11814,4000,1,1,2,23
11815,6000,1,2,2,22
11816,16000,1,1,2,22
11817,12000,1,3,2,23
11818,12000,1,2,2,22
11819,16000,1,2,1,22
11820,26000,1,2,2,22
11821,4000,1,2,2,22
11822,10000,1,1,2,23
11823,20000,1,2,2,23
11824,14000,1,3,2,24
11825,6000,1,3,2,22
11826,2000,1,2,2,23
11827,10000,1,3,2,23
11828,6000,1,2,2,24
11829,20000,1,3,2,24
11830,6000,1,3,2,24
11831,18000,1,2,2,24
11832,10000,1,2,1,24
11833,14000,1,2,2,24
11834,2000,1,2,2,25
11835,20000,1,2,2,44
11836,26000,1,1,2,27
11837,26000,1,2,2,24
11838,10000,1,2,2,23
11839,10000,1,1,2,23
11840,30000,1,2,1,24
11841,14000,1,2,2,26
11842,6000,1,2,1,26
11843,78000,1,1,2,25
11844,14000,1,1,2,26
11845,6000,1,2,2,23
11846,12000,1,2,2,23
11847,14000,1,2,2,25
11848,40000,1,2,2,25
11849,10000,1,2,2,23
11850,4000,1,2,2,23
11851,10000,1,1,2,23
11852,18000,1,2,2,24
11853,14000,1,2,2,24
11854,18000,1,2,2,24
11855,6000,1,3,1,23
11856,56000,1,2,2,25
11857,20000,1,2,2,28
11858,28000,1,2,1,28
11859,10000,1,2,1,28
11860,24000,1,1,2,28
11861,4000,1,2,1,27
11862,26000,1,2,2,26
11863,30000,1,1,2,27
11864,36000,1,2,1,27
11865,60000,1,1,2,27
11866,6000,1,1,2,27
11867,26000,1,1,2,27
11868,10000,1,2,1,27
11869,16000,1,2,2,27
11870,4000,1,2,2,26
11871,16000,1,2,2,26
11872,68000,1,1,2,26
11873,6000,1,2,1,27
11874,10000,1,1,2,27
11875,10000,1,2,2,27
11876,100000,1,1,2,28
11877,12000,1,1,2,27
11878,10000,1,2,2,27
11879,26000,1,1,2,27
11880,32000,1,2,2,27
11881,72000,1,2,1,27
11882,42000,1,2,2,28
11883,14000,1,2,2,27
11884,10000,1,2,1,25
11885,16000,1,2,2,25
11886,40000,1,2,1,28
11887,14000,1,2,2,28
11888,22000,1,1,1,28
11889,10000,1,1,2,28
11890,14000,1,2,2,27
11891,12000,1,2,2,27
11892,30000,1,2,2,25
11893,6000,1,2,2,27
11894,40000,1,2,2,26
11895,52000,1,1,2,29
11896,72000,1,1,2,29
11897,6000,1,2,2,29
11898,16000,1,2,1,29
11899,6000,1,2,1,29
11900,80000,1,1,2,28
11901,22000,1,2,2,30
11902,44000,1,1,2,28
11903,40000,1,1,2,28
11904,6000,1,2,2,28
11905,22000,1,1,2,28
11906,16000,1,1,2,29
11907,20000,1,1,2,22
11908,10000,1,2,2,23
11909,70000,1,3,2,28
11910,18000,1,1,1,29
11911,24000,1,1,2,27
11912,10000,1,1,2,25
11913,18000,1,2,2,24
11914,14000,1,2,2,25
11915,2000,1,2,1,31
11916,72000,1,1,2,27
11917,16000,1,2,1,35
11918,14000,1,2,2,27
11919,16000,1,2,2,24
11920,16000,1,2,2,24
11921,30000,1,1,2,29
11922,4000,1,2,1,29
11923,4000,1,2,2,25
11924,40000,1,2,2,27
11925,32000,1,1,1,24
11926,4000,1,2,1,24
11927,22000,1,2,2,26
11928,10000,1,3,2,29
11929,68000,1,2,2,30
11930,44000,1,1,2,30
11931,22000,1,5,2,32
11932,10000,1,2,1,32
11933,10000,1,3,2,28
11934,40000,1,1,2,29
11935,18000,1,3,1,29
11936,4000,1,2,1,29
11937,58000,1,2,2,30
11938,4000,1,2,1,30
11939,40000,1,2,2,31
11940,2000,1,2,2,27
11941,42000,1,1,2,28
11942,26000,1,2,1,28
11943,82000,1,1,1,37
11944,12000,1,2,1,31
11945,6000,1,2,2,31
11946,16000,1,2,1,32
11947,42000,1,2,1,32
11948,12000,1,2,1,32
11949,26000,1,2,2,25
11950,12000,1,2,2,26
11951,6000,1,2,2,29
11952,6000,1,2,1,25
11953,26000,1,2,2,42
11954,10000,1,2,2,26
11955,6000,1,2,1,32
11956,50000,1,3,1,32
11957,22000,1,2,2,32
11958,68000,1,1,2,33
11959,20000,1,3,1,36
11960,46000,1,2,2,28
11961,6000,1,2,1,30
11962,24000,1,2,2,30
11963,24000,1,2,2,28
11964,4000,1,3,2,31
11965,100000,1,2,2,30
11966,20000,1,1,2,31
11967,42000,1,1,2,30
11968,10000,1,2,1,30
11969,40000,1,3,1,29
11970,10000,1,2,1,34
11971,60000,1,1,2,30
11972,24000,1,1,2,31
11973,14000,1,2,1,35
11974,10000,1,2,1,39
11975,10000,1,2,2,38
11976,6000,1,2,3,35
11977,28000,1,2,1,41
11978,4000,1,3,1,49
11979,52000,1,3,1,44
11980,6000,1,1,1,48
11981,10000,1,2,2,41
11982,12000,1,3,1,35
11983,10000,1,2,1,48
11984,16000,1,2,1,38
11985,20000,1,3,1,40
11986,6000,1,3,1,37
11987,6000,1,2,1,49
11988,10000,1,2,1,31
11989,48000,1,2,2,48
11990,6000,1,3,1,44
11991,10000,1,2,2,31
11992,14000,1,1,2,23
11993,16000,1,3,1,28
11994,20000,1,3,1,32
11995,10000,1,2,1,44
11996,64000,1,2,1,39
11997,28000,1,1,2,33
11998,28000,1,1,1,37
11999,10000,1,2,2,24
12000,18000,1,2,2,47
12001,4000,1,2,3,44
12002,26000,1,2,2,29
12003,46000,1,2,1,37
12004,36000,1,2,1,29
12005,4000,1,2,2,34
12006,14000,1,2,2,22
12007,10000,1,1,2,22
12008,28000,1,2,1,30
12009,16000,1,2,2,37
12010,60000,1,1,1,36
12011,40000,1,3,2,26
12012,10000,1,2,1,45
12013,28000,1,3,1,47
12014,10000,1,2,1,28
12015,72000,1,2,2,31
12016,48000,1,2,2,34
12017,40000,1,1,1,35
12018,66000,1,1,1,36
12019,20000,1,3,2,32
12020,6000,1,3,1,35
12021,6000,1,2,2,41
12022,10000,1,3,3,43
12023,16000,1,2,1,39
12024,4000,1,2,1,32
12025,18000,1,2,2,35
12026,30000,1,3,1,43
12027,34000,1,3,1,37
12028,18000,1,2,2,26
12029,22000,1,2,2,26
12030,40000,1,2,1,31
12031,10000,1,2,1,34
12032,10000,1,3,1,45
12033,10000,1,3,1,46
12034,16000,1,3,1,26
12035,32000,1,1,2,26
12036,4000,1,2,2,26
12037,14000,1,1,1,34
12038,22000,1,3,3,37
12039,100000,1,1,1,39
12040,6000,1,2,1,48
12041,32000,1,3,1,46
12042,40000,1,3,1,46
12043,10000,1,2,2,35
12044,16000,1,2,2,29
12045,12000,1,3,1,32
12046,10000,1,3,1,47
12047,6000,1,2,2,39
12048,10000,1,2,1,43
12049,18000,1,2,2,39
12050,24000,1,2,1,46
12051,16000,1,2,2,31
12052,32000,1,1,1,31
12053,28000,1,2,2,33
12054,10000,1,2,1,35
12055,10000,1,3,2,40
12056,72000,1,2,1,47
12057,32000,1,3,1,38
12058,20000,1,2,1,42
12059,22000,1,2,1,46
12060,22000,1,2,2,31
12061,44000,1,1,1,31
12062,20000,1,2,2,31
12063,28000,1,2,2,28
12064,10000,1,2,1,43
12065,6000,1,3,1,28
12066,52000,1,2,1,32
12067,58000,1,2,1,33
12068,16000,1,2,2,37
12069,20000,1,1,1,40
12070,8000,1,2,1,37
12071,58000,1,1,2,35
12072,28000,1,2,1,36
12073,16000,1,2,2,45
12074,6000,1,2,1,42
12075,6000,1,2,1,29
12076,10000,1,2,1,30
12077,114000,1,1,2,32
12078,2000,1,2,1,37
12079,12000,1,3,1,48
12080,44000,1,2,2,46
12081,56000,1,2,1,42
12082,2000,1,2,2,31
12083,40000,1,1,2,31
12084,44000,1,2,1,37
12085,74000,1,2,1,45
12086,20000,1,2,1,36
12087,4000,1,3,1,43
12088,40000,1,2,2,36
12089,22000,1,3,2,33
12090,20000,1,2,1,36
12091,10000,1,2,1,39
12092,4000,1,2,3,30
12093,32000,1,2,2,41
12094,16000,1,3,1,40
12095,6000,1,2,1,34
12096,12000,1,2,1,36
12097,40000,1,2,2,32
12098,10000,1,2,1,41
12099,54000,1,2,1,42
12100,6000,1,3,1,40
12101,12000,1,2,1,41
12102,10000,1,1,1,39
12103,44000,1,2,1,37
12104,10000,1,3,1,36
12105,56000,1,2,2,33
12106,24000,1,2,1,35
12107,24000,1,3,1,39
12108,110000,1,2,1,39
12109,44000,1,2,2,36
12110,68000,1,2,1,45
12111,28000,1,3,1,34
12112,72000,1,2,2,41
12113,58000,1,1,2,30
12114,12000,1,2,1,38
12115,8000,1,2,1,43
12116,24000,1,2,2,29
12117,60000,1,2,1,43
12118,4000,1,2,1,25
12119,6000,1,2,1,46
12120,22000,1,2,2,39
12121,50000,1,2,1,40
12122,28000,1,2,2,32
12123,4000,1,3,1,32
12124,10000,1,3,2,47
12125,18000,1,3,1,40
12126,30000,1,2,2,34
12127,30000,1,1,1,34
12128,10000,1,3,2,41
12129,70000,1,2,2,40
12130,6000,1,2,2,38
12131,30000,1,1,1,28
12132,68000,1,2,1,36
12133,10000,1,2,1,47
12134,10000,1,2,2,29
12135,46000,1,1,2,31
12136,80000,1,1,2,31
12137,38000,1,3,1,37
12138,30000,1,1,2,30
12139,28000,1,1,2,32
12140,22000,1,2,2,23
12141,6000,1,2,2,37
12142,26000,1,3,1,42
12143,38000,1,3,2,37
12144,6000,1,2,1,42
12145,60000,1,1,2,45
12146,40000,1,2,1,40
12147,80000,1,3,2,35
12148,44000,1,2,2,32
12149,20000,1,1,1,34
12150,10000,1,3,2,34
12151,40000,1,1,1,34
12152,80000,1,2,1,43
12153,28000,1,3,1,37
12154,2000,1,2,1,49
12155,16000,1,3,1,41
12156,16000,1,2,2,45
12157,72000,1,1,1,35
12158,4000,1,2,1,46
12159,4000,1,3,2,34
12160,14000,1,2,1,38
12161,42000,1,2,1,33
12162,10000,1,2,1,34
12163,10000,1,2,1,31
12164,46000,1,1,2,38
12165,36000,1,1,2,44
12166,58000,1,1,1,38
12167,32000,1,1,1,47
12168,10000,1,2,2,31
12169,4000,1,3,1,33
12170,10000,1,2,3,34
12171,6000,1,3,1,43
12172,2000,1,2,1,37
12173,40000,1,2,2,41
12174,96000,1,2,2,34
12175,52000,1,2,1,46
12176,40000,1,1,2,34
12177,14000,1,2,1,41
12178,10000,1,2,1,43
12179,4000,1,2,2,45
12180,40000,1,3,1,37
12181,42000,1,1,1,38
12182,42000,1,3,1,35
12183,16000,1,2,2,56
12184,10000,1,3,1,43
12185,4000,1,2,2,40
12186,10000,1,2,1,38
12187,34000,1,2,1,45
12188,62000,1,1,1,37
12189,6000,1,1,2,25
12190,40000,1,2,1,45
12191,52000,1,2,1,38
12192,36000,1,2,2,27
12193,26000,1,1,2,28
12194,38000,1,1,1,30
12195,12000,1,2,1,40
12196,8000,1,3,1,49
12197,16000,1,2,1,32
12198,80000,1,2,1,34
12199,14000,1,2,1,40
12200,100000,1,2,1,49
12201,40000,1,2,2,35
12202,42000,1,2,1,42
12203,68000,1,2,2,47
12204,22000,1,2,2,28
12205,16000,1,3,2,42
12206,6000,1,3,1,31
12207,16000,1,2,1,31
12208,60000,1,1,2,31
12209,56000,1,1,2,32
12210,26000,1,2,2,33
12211,100000,1,4,1,32
12212,30000,1,2,1,32
12213,46000,1,2,1,34
12214,16000,1,2,2,34
12215,52000,1,1,1,34
12216,10000,1,2,1,35
12217,6000,1,3,1,35
12218,20000,1,3,1,41
12219,26000,1,2,1,34
12220,6000,1,2,1,38
12221,6000,1,2,2,38
12222,24000,1,3,1,39
12223,6000,1,3,1,41
12224,6000,1,3,1,36
12225,2000,1,3,2,45
12226,80000,1,2,1,32
12227,4000,1,3,3,32
12228,100000,1,1,2,33
12229,6000,1,2,1,33
12230,10000,1,2,1,33
12231,6000,1,2,2,33
12232,22000,1,2,2,33
12233,20000,1,2,1,34
12234,22000,1,3,1,40
12235,28000,1,2,2,38
12236,14000,1,2,3,45
12237,6000,1,2,1,45
12238,32000,1,3,1,36
12239,10000,1,5,2,36
12240,10000,1,3,1,44
12241,10000,1,3,1,40
12242,36000,1,2,2,44
12243,84000,1,1,1,47
12244,28000,1,2,1,44
12245,4000,1,2,1,42
12246,36000,1,1,1,49
12247,24000,1,3,1,37
12248,42000,1,2,1,43
12249,16000,1,2,2,43
12250,22000,1,2,1,35
12251,12000,1,2,1,36
12252,28000,1,1,2,37
12253,12000,1,2,1,35
12254,100000,1,1,2,39
12255,6000,1,2,1,43
12256,34000,1,3,1,38
12257,40000,1,1,1,49
12258,40000,1,1,1,35
12259,4000,1,2,1,43
12260,38000,1,4,2,39
12261,44000,1,2,2,33
12262,100000,1,1,2,34
12263,42000,1,1,2,37
12264,32000,1,5,1,38
12265,4000,1,1,2,39
12266,14000,1,2,1,37
12267,40000,1,2,1,48
12268,26000,1,3,1,44
12269,6000,1,2,2,34
12270,46000,1,3,1,32
12271,48000,1,1,2,33
12272,52000,1,1,1,32
12273,52000,1,1,1,36
12274,46000,1,2,1,34
12275,60000,1,1,2,35
12276,76000,1,3,1,38
12277,38000,1,1,2,31
12278,100000,1,1,2,31
12279,62000,1,2,1,37
12280,6000,1,3,1,49
12281,56000,1,2,1,49
12282,30000,1,2,1,35
12283,6000,1,2,1,48
12284,34000,1,1,1,41
12285,6000,1,3,1,46
12286,18000,1,1,2,33
12287,10000,1,2,2,40
12288,4000,1,3,2,46
12289,44000,1,1,1,42
12290,46000,1,2,1,42
12291,90000,1,2,1,38
12292,78000,1,1,1,46
12293,18000,1,2,2,29
12294,36000,1,2,1,34
12295,16000,1,3,1,40
12296,36000,1,2,2,43
12297,64000,1,1,2,36
12298,20000,1,2,1,39
12299,4000,1,3,1,42
12300,20000,1,3,2,39
12301,2000,1,3,2,44
12302,6000,1,2,1,36
12303,4000,1,2,1,44
12304,40000,1,2,2,31
12305,64000,1,2,1,32
12306,40000,1,1,1,33
12307,28000,1,3,1,34
12308,84000,1,1,2,31
12309,40000,1,2,2,38
12310,46000,1,2,1,42
12311,6000,1,2,1,38
12312,10000,1,1,2,36
12313,82000,1,1,1,44
12314,56000,1,2,2,43
12315,54000,1,1,1,45
12316,64000,1,1,2,32
12317,12000,1,2,1,32
12318,6000,1,3,1,54
12319,40000,1,3,1,50
12320,34000,1,2,1,51
12321,100000,1,1,2,50
12322,10000,1,3,1,47
12323,18000,1,2,1,50
12324,22000,1,3,2,52
12325,24000,1,3,2,50
12326,6000,1,3,1,55
12327,50000,1,1,1,51
12328,10000,1,3,1,52
12329,32000,1,3,1,53
12330,16000,1,3,1,51
12331,2000,1,3,2,53
12332,60000,1,5,1,50
12333,4000,1,2,2,51
12334,6000,1,2,1,53
12335,16000,1,3,2,50
12336,4000,1,3,1,55
12337,10000,1,2,1,53
12338,24000,1,1,1,60
12339,6000,1,2,1,56
12340,16000,1,3,1,55
12341,10000,1,2,1,55
12342,20000,1,2,1,52
12343,6000,1,3,1,62
12344,26000,1,1,2,51
12345,16000,1,2,1,57
12346,20000,1,1,1,51
12347,4000,1,3,2,50
12348,10000,1,2,2,53
12349,16000,1,3,1,59
12350,18000,1,3,1,54
12351,20000,1,3,1,50
12352,10000,1,2,1,50
12353,6000,1,3,1,53
12354,40000,1,1,1,47
12355,26000,1,3,2,50
12356,22000,1,3,1,50
12357,4000,1,3,1,56
12358,10000,1,3,1,69
12359,16000,1,2,1,54
12360,4000,1,3,1,56
12361,6000,1,3,1,53
12362,48000,1,4,1,59
12363,16000,1,3,2,53
12364,36000,1,1,2,56
12365,48000,1,3,1,55
12366,4000,0,2,2,21
12367,20000,0,2,2,33
12368,6000,0,2,2,22
12369,10000,0,2,2,22
12370,20000,0,2,2,23
12371,16000,0,1,2,23
12372,24000,0,2,2,25
12373,4000,0,3,2,32
12374,4000,0,2,2,26
12375,10000,0,2,2,23
12376,10000,0,2,1,24
12377,2000,0,2,2,23
12378,6000,0,2,2,25
12379,2000,0,3,2,25
12380,2000,0,3,2,22
12381,16000,0,2,2,24
12382,4000,0,2,2,24
12383,24000,0,1,2,24
12384,4000,0,3,2,24
12385,20000,0,2,1,24
12386,32000,0,1,2,25
12387,12000,0,2,2,24
12388,30000,0,2,2,27
12389,8000,0,2,2,24
12390,84000,0,2,2,26
12391,4000,0,2,2,26
12392,10000,0,2,2,25
12393,4000,0,3,2,24
12394,4000,0,2,1,28
12395,60000,0,1,2,26
12396,28000,0,1,2,27
12397,4000,0,2,1,27
12398,78000,0,1,2,27
12399,10000,0,2,2,26
12400,10000,0,2,1,26
12401,64000,0,2,2,26
12402,10000,0,1,2,26
12403,100000,0,2,2,26
12404,40000,0,1,2,28
12405,60000,0,2,2,27
12406,6000,0,2,2,27
12407,10000,0,2,2,27
12408,4000,0,3,2,28
12409,10000,0,3,2,27
12410,6000,0,2,2,26
12411,26000,0,1,2,29
12412,4000,0,2,2,30
12413,30000,0,1,2,29
12414,20000,0,2,2,29
12415,26000,0,2,2,25
12416,8000,0,2,2,29
12417,58000,0,1,1,30
12418,36000,0,2,2,27
12419,56000,0,2,2,27
12420,62000,0,1,1,29
12421,14000,0,1,2,28
12422,24000,0,1,2,28
12423,10000,0,2,1,27
12424,64000,0,1,1,28
12425,16000,0,2,2,29
12426,16000,0,2,2,29
12427,72000,0,2,1,28
12428,10000,0,2,2,29
12429,2000,0,2,2,25
12430,20000,0,2,2,28
12431,10000,0,2,3,30
12432,4000,0,2,2,24
12433,14000,0,2,2,28
12434,98000,0,1,2,29
12435,4000,0,1,2,29
12436,58000,0,1,2,29
12437,4000,0,3,0,29
12438,20000,0,2,2,27
12439,6000,0,2,2,26
12440,94000,0,1,2,27
12441,80000,0,1,2,29
12442,80000,0,2,2,29
12443,10000,0,2,2,25
12444,16000,0,3,1,31
12445,14000,0,1,2,29
12446,4000,0,2,2,28
12447,86000,0,2,2,30
12448,8000,0,2,2,30
12449,90000,0,2,1,29
12450,2000,0,2,2,29
12451,2000,0,2,1,29
12452,16000,0,1,2,29
12453,48000,0,2,2,29
12454,56000,0,2,2,31
12455,10000,0,2,2,31
12456,4000,0,3,1,29
12457,18000,0,2,2,29
12458,40000,0,1,2,29
12459,10000,0,2,1,31
12460,26000,0,1,2,27
12461,16000,0,3,1,31
12462,30000,0,2,1,39
12463,74000,0,1,1,34
12464,62000,0,2,2,45
12465,64000,0,1,1,35
12466,10000,0,2,2,39
12467,10000,0,2,1,41
12468,16000,0,1,2,31
12469,84000,0,1,2,32
12470,10000,0,1,2,32
12471,26000,0,1,2,34
12472,34000,0,2,1,34
12473,34000,0,3,1,45
12474,6000,0,3,2,35
12475,44000,0,2,2,30
12476,10000,0,2,2,25
12477,50000,0,1,2,30
12478,4000,0,2,2,29
12479,2000,0,3,1,30
12480,6000,0,3,1,48
12481,4000,0,2,2,31
12482,40000,0,2,2,32
12483,24000,0,1,2,35
12484,42000,0,1,2,40
12485,36000,0,3,1,32
12486,14000,0,3,1,40
12487,40000,0,1,1,44
12488,10000,0,3,1,46
12489,6000,0,1,1,42
12490,6000,0,2,2,32
12491,30000,0,2,2,34
12492,30000,0,1,2,29
12493,72000,0,1,2,34
12494,68000,0,1,2,38
12495,6000,0,2,1,39
12496,72000,0,1,2,34
12497,30000,0,1,1,46
12498,6000,0,2,1,39
12499,96000,0,1,1,47
12500,40000,0,2,1,45
12501,4000,0,2,1,32
12502,12000,0,2,1,44
12503,40000,0,1,2,26
12504,88000,0,3,1,35
12505,20000,0,1,2,34
12506,20000,0,2,2,38
12507,46000,0,3,1,46
12508,10000,0,1,2,37
12509,10000,0,2,1,32
12510,28000,0,2,2,32
12511,12000,0,3,2,43
12512,10000,0,3,1,41
12513,4000,0,3,1,44
12514,4000,0,2,2,30
12515,10000,0,2,2,36
12516,22000,0,3,1,34
12517,40000,0,1,1,44
12518,52000,0,2,1,46
12519,10000,0,2,2,33
12520,30000,0,2,2,35
12521,50000,0,1,2,35
12522,10000,0,2,1,47
12523,10000,0,3,3,44
12524,16000,0,3,2,40
12525,44000,0,2,1,47
12526,24000,0,3,1,39
12527,40000,0,3,2,39
12528,10000,0,2,2,43
12529,10000,0,3,2,42
12530,46000,0,2,1,45
12531,14000,0,1,2,43
12532,24000,0,2,1,40
12533,34000,0,1,2,39
12534,4000,0,2,1,33
12535,4000,0,3,2,35
12536,44000,0,1,2,39
12537,60000,0,6,1,46
12538,86000,0,2,2,29
12539,6000,0,2,1,36
12540,42000,0,1,1,40
12541,16000,0,2,1,31
12542,6000,0,3,2,31
12543,16000,0,2,2,32
12544,96000,0,2,1,31
12545,30000,0,1,2,33
12546,16000,0,2,2,33
12547,10000,0,2,1,32
12548,10000,0,3,2,34
