ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,sumC
25716,10000,0,3,1,43,0,0,0,0,0,0,3422.6,3550.2,3666.4,3660.2,3727.8,3703.2,260.6,254.8,126.6,200.0,144.8,200.0,5,0.07340431524984509,0.06949596334278857,0.03458827386481613,0.053650946939213476,0.03910131777921798,1.0133765707336844,0.0
25717,4000,1,2,2,25,0,0,0,0,0,0,4039.0,3927.6,3439.6,2850.6,3695.0,2775.6,275.2,224.2,92.0,1200.0,124.8,400.0,5,0.0700682350544862,0.06518199790673333,0.032273907247596996,0.32476319350473615,0.04496325118893212,1.0437323870159692,1.0
25718,32000,0,1,2,27,-1,-1,-2,-2,-2,-2,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
25719,34000,1,2,1,38,0,0,0,0,0,0,29303.6,28590.8,26874.4,16911.6,17307.6,17659.8,1406.2,1205.2,640.0,700.0,640.0,800.0,5,0.04918365348293857,0.044845652368052866,0.03784384682702997,0.04044466014929858,0.03624050102492667,0.8711939713377184,0.0
25720,94000,1,1,1,47,0,0,0,0,0,2,89411.4,90014.0,90218.0,88447.4,90184.8,85647.8,3520.0,3480.0,3072.0,6200.0,0.0,5780.0,5,0.03910502810673895,0.038573233722760426,0.03473250768253222,0.06874772688967543,0.0,1.7760570304818093,0.0
25721,54000,1,2,1,34,0,0,0,0,0,0,32001.2,32667.6,33334.4,34000.0,34709.4,35402.6,1084.0,1106.4,1114.4,1152.6,1160.8,1199.2,5,0.033182725391519424,0.033190937889987525,0.032776470588235296,0.03320714273366868,0.03278855225322434,1.067245737068812,0.0
25722,40000,0,1,1,40,-1,-1,-1,-1,-1,-1,1350.0,900.2,1272.0,524.0,1180.0,7416.8,1001.4,1419.2,524.0,1200.0,3540.6,982.8,1,1.1124194623417019,1.1157232704402515,1.0,1.0169491525423728,0.4773756876280876,0.6394108155936085,5.0
25723,36000,1,1,2,29,0,0,0,0,0,0,26959.4,26808.2,26459.0,26033.2,25831.6,25592.6,1000.0,920.0,920.0,940.0,994.4,1000.0,5,0.037302019531337424,0.034770777429230126,0.03533948957485057,0.036389538394834234,0.03885498151809508,1.0472520107238608,0.0
25724,6000,1,2,2,27,2,-1,0,0,-1,-1,294.6,599.6,589.2,294.6,294.6,5611.6,599.6,294.6,0.0,294.6,5611.6,220.0,2,1.0,0.5,0.0,1.0,1.0,0.16175519087112522,4.0
25725,10000,0,2,2,31,2,0,0,0,-1,-1,9960.8,5732.4,5895.2,802.2,200.0,0.0,400.0,300.0,200.0,200.0,0.0,0.0,3,0.06977880120019539,0.05088885873252816,0.24931438544003987,1.0,10.0,0.0,10.0
25726,20000,1,1,1,41,0,-1,-1,-1,0,-1,19366.4,518.0,-2385.0,4257.8,3447.2,247.6,518.4,2.4,7705.0,0.0,247.6,0.0,1,1.0007722007722006,-0.0010062893081761006,1.8096199915449291,0.0,1.0,0.0,4.0
25727,50000,1,1,1,43,-2,-2,-2,-2,-2,-2,6840.0,0.0,22160.2,0.0,3761.0,0.0,0.0,22160.2,0.0,3761.0,0.0,0.0,0,10.0,1.0,10.0,1.0,10.0,0.0,10.0
25728,18000,1,2,2,23,0,0,0,0,0,0,16110.2,2213.2,481.6,11433.4,11540.0,11763.4,405.6,201.4,11422.6,418.4,480.0,360.0,5,0.18326405205132842,0.4181893687707641,0.9990553990938829,0.036256499133448875,0.04080452930275261,0.13923267326732675,2.0
25729,28000,0,3,2,33,-1,-1,-1,-1,-1,-1,94.6,-5.4,757.6,0.0,1877.2,144.4,0.0,763.0,0.0,1877.2,144.4,293.6,0,-0.0,1.0071277719112988,10.0,1.0,1.0,0.5271852330675861,10.0
25730,60000,0,1,1,39,0,0,2,-1,-1,2,5491.8,6881.0,656.6,792.2,4861.2,4528.8,1600.0,0.0,792.2,4861.2,0.0,1530.2,3,0.23252434239209419,0.0,1.0,1.0,0.0,1.0548156726500677,2.0
25731,18000,1,2,2,33,2,2,0,0,2,2,12273.4,11962.8,12363.2,13036.0,12795.8,12746.6,0.0,600.0,1002.0,0.0,1000.0,0.0,5,0.0,0.048531124627928045,0.0768640687327401,0.0,0.07845229316052908,0.0,0.0
25732,100000,1,1,1,33,-2,-2,-2,-2,-2,-2,72.6,417.8,964.4,9748.2,18595.6,0.0,417.8,964.4,9748.2,18595.6,0.0,7807.4,0,1.0,1.0,1.0,1.0,10.0,1.3132274776290114,10.0
25733,10000,0,1,2,24,0,0,2,2,2,2,5919.0,6359.6,6595.8,6430.4,6933.6,6792.2,600.0,400.0,0.0,640.0,0.0,320.0,5,0.09434555632429711,0.0606446526577519,0.0,0.0923041421483789,0.0,0.975609756097561,0.0
25734,46000,0,1,1,41,-2,-2,-2,-2,-2,-2,310.4,158.4,3854.4,234.4,234.4,449.2,158.4,3854.4,234.4,234.4,449.2,234.4,0,1.0,1.0,1.0,1.0,1.0,0.23768962440171984,5.0
25735,40000,1,2,2,29,0,0,0,0,0,0,36003.2,33335.6,25664.8,25666.8,26220.8,26752.4,1214.6,1220.0,1000.0,1000.0,1000.0,1020.0,5,0.03643552238447786,0.047535924690626855,0.03896083656708277,0.03813766170368563,0.03737982386626994,0.9384315312994517,0.0
25736,48000,0,1,1,38,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,138.0,0.0,0,10.0,10.0,10.0,10.0,1.0,0.0,10.0
25737,28000,0,1,2,34,2,2,2,2,2,2,24928.0,26206.4,26413.0,25861.4,26230.8,26894.0,1980.0,940.0,160.0,802.4,1960.0,0.2,5,0.07555406312961718,0.03558853594820732,0.00618682669925062,0.03058999344282294,0.07287870900572618,0.00017116253594413256,0.0
25738,10000,1,2,2,30,-1,-1,-1,-1,-1,-1,833.2,571.8,290.4,238.0,108.6,184.0,571.8,290.4,238.0,108.6,184.0,106.8,0,1.0,1.0,1.0,1.0,1.0,0.3834003446295233,5.0
25739,30000,1,1,2,29,-1,-1,-1,0,-1,-1,112.0,58.0,109.8,40.8,3209.6,0.0,78.0,129.8,29.0,3209.6,0.0,0.0,1,1.3448275862068966,1.1821493624772315,0.7107843137254902,1.0,10.0,0.0,10.0
25740,10000,0,3,2,23,2,0,0,0,0,0,2348.8,2187.0,2332.8,2174.4,1878.4,1891.2,301.4,300.0,60.0,100.0,100.0,23.6,5,0.13781435756744398,0.1286008230452675,0.02759381898454746,0.05323679727427598,0.05287648054145516,0.13698630136986303,0.0
25741,4000,1,2,1,28,2,-1,-1,-1,-1,-1,78.0,78.0,78.0,78.0,78.0,0.0,78.0,78.0,78.0,78.0,0.0,156.0,0,1.0,1.0,1.0,1.0,10.0,2.5,10.0
25742,80000,0,2,1,40,7,6,5,4,3,2,81073.2,79550.8,77980.6,76996.2,76372.6,71862.8,0.0,0.0,0.0,21.2,456.2,8523.4,5,0.0,0.0,0.0,0.0002775864642555052,0.006348207974083949,89.268956849602,0.0
25743,56000,1,2,1,44,0,0,0,0,0,0,57341.2,54448.6,40748.8,40704.0,41575.6,42362.4,2096.0,1608.2,1440.0,1500.0,1418.6,1140.4,5,0.03849502099227529,0.039466192869483274,0.03537735849056604,0.03607885394317821,0.03348724340452854,0.7071984918390635,0.0
25744,30000,1,1,3,55,-1,-1,-1,-1,-1,2,56.0,56.0,151.8,150.8,96.0,33.0,56.0,151.8,150.8,96.0,0.0,247.0,1,1.0,1.0,1.0,1.0,0.0,2.7166739991201054,4.0
25745,20000,0,2,1,44,0,0,2,0,0,-1,2223.8,2475.2,883.8,589.2,294.6,646.0,600.0,0.0,0.0,0.0,646.0,0.0,4,0.24240465416936008,0.0,0.0,0.0,1.0,0.0,1.0
25746,36000,1,1,2,28,1,2,2,0,0,0,755.0,1114.0,944.4,1728.6,1556.6,2479.6,401.0,6.2,1000.0,200.0,1000.0,1000.0,5,0.3599640933572711,0.006565014824227023,0.5785028346638899,0.12848515996402415,0.4032908533634457,1.9177661859466095,1.0
25747,16000,0,2,2,26,2,0,0,0,0,0,16253.6,15662.2,15983.0,16274.2,15983.2,15845.4,690.0,701.6,681.0,671.8,621.6,680.0,5,0.04405511358557546,0.04389664018019145,0.04184537488785931,0.042031633214875616,0.03922905070241206,1.0101010101010102,0.0
25748,12000,1,3,1,36,1,2,2,2,0,0,11457.0,12223.6,12389.4,12070.6,996.0,432.0,1067.2,510.0,3.2,0.0,0.0,0.0,5,0.08730652181026866,0.04116422102765267,0.00026510695408678937,0.0,0.0,0.0,0.0
25749,22000,0,1,2,29,0,0,0,0,0,0,21848.2,21966.6,21755.6,14938.4,15582.4,9852.8,1041.8,601.8,298.8,644.0,400.8,14535.4,5,0.047426547576775654,0.027661843387449668,0.02000214213034863,0.041328678509087176,0.04067879181552452,24.329472415640065,0.0
25750,30000,1,2,2,26,0,0,-1,-1,-2,-1,1837.8,871.8,976.0,0.0,0.0,450.0,400.0,976.0,0.0,0.0,450.0,0.0,1,0.45882083046570316,1.0,10.0,10.0,1.0,0.0,10.0
25751,16000,0,1,2,26,0,0,0,0,0,0,13445.8,4954.4,4000.0,4000.0,4000.0,0.0,417.8,1200.0,40.0,0.0,0.0,0.0,4,0.0843290812207331,0.3,0.01,0.0,10.0,0.0,10.0
25752,16000,1,1,2,24,-1,-1,-1,-1,-1,-1,78.0,212.6,78.0,148.2,78.0,153.0,212.6,78.0,148.2,78.0,153.0,78.0,0,1.0,1.0,1.0,1.0,1.0,0.5822633621976709,5.0
25753,12000,0,2,2,26,-1,-1,2,0,-1,2,279.2,330.6,78.4,100.4,192.4,84.4,340.0,0.0,100.0,200.0,0.0,4083.4,3,1.02843315184513,0.0,0.99601593625498,1.0395010395010396,0.0,31.901562500000004,3.0
25754,10000,1,2,2,23,0,0,0,0,0,0,9519.6,8142.8,7624.8,3978.6,4062.8,3762.0,511.8,393.8,136.8,142.6,134.4,134.0,5,0.06285307265314143,0.051647256321477285,0.034383954154727794,0.03509894653933248,0.03572567783094099,0.5078065787479157,0.0
25755,40000,1,2,2,27,0,0,0,0,0,0,13097.8,8282.6,8080.0,5114.0,2012.0,1723.8,802.6,536.8,1125.0,204.0,608.8,7955.4,5,0.09690193900466038,0.06643564356435643,0.21998435666797028,0.10139165009940358,0.35317322195150247,12.137495422922006,1.0
25756,36000,0,2,1,41,-1,-1,-1,-1,-1,-1,171.8,362.2,267.0,73.2,362.2,365.6,362.2,267.0,73.2,362.2,365.6,73.2,0,1.0,1.0,1.0,1.0,1.0,0.2559082645783806,5.0
25757,16000,1,1,1,40,1,-1,-1,-1,-1,-2,0.0,205.4,254.6,34.8,-31.2,-31.2,410.8,254.6,34.8,0.0,0.0,200.0,0,2.0,1.0,1.0,-0.0,-0.0,1.4281633818908883,4.0
25758,26000,1,2,2,31,0,0,0,0,0,0,19508.8,19841.6,20589.2,20750.0,21163.6,19680.2,800.0,1060.0,740.0,720.0,740.0,700.0,5,0.04031932908636401,0.051483301925281215,0.03566265060240964,0.03402067701147253,0.03760124388979787,0.8620689655172414,0.0
25759,16000,1,1,2,32,0,0,0,0,0,0,12108.4,12343.0,12116.4,12290.6,12371.6,12220.8,600.0,420.0,469.8,440.0,440.0,440.0,5,0.04861054848902212,0.03466376151332079,0.03822433404390347,0.035565327039348185,0.036004189578423676,0.928348383829859,0.0
25760,38000,0,2,2,33,0,0,0,0,0,0,35205.6,33267.2,32420.0,31116.8,31597.6,30873.2,1412.6,1600.8,1100.0,1400.0,1200.0,1000.0,5,0.04246224509426703,0.04937692782233189,0.035350678733031674,0.04430716256930906,0.03886866278843787,0.7447790985193792,0.0
25761,56000,1,2,2,30,0,0,0,0,-1,-1,12256.4,10678.8,3528.8,0.0,1093.6,0.0,1580.0,831.4,0.0,1093.6,0.0,66.0,2,0.1479566992545979,0.23560417138970752,10.0,1.0,10.0,0.09415121255349501,10.0
25762,132000,0,1,2,40,0,0,0,0,2,0,28483.4,24424.4,20856.8,22669.0,22284.6,23869.8,1300.0,1200.0,3000.0,0.0,2000.0,1200.0,5,0.05322546306152863,0.057535192359326456,0.13233931801138119,0.0,0.08378788259641891,0.8,0.0
25763,4000,0,2,1,43,2,0,0,0,0,0,3781.6,3846.4,4017.4,3974.8,3992.6,2975.8,340.0,306.0,140.0,140.0,120.0,200.0,5,0.08839434276206323,0.07616866630158808,0.03522189795712992,0.03506487000951761,0.04032529067813697,0.9560229445506692,0.0
25764,16000,1,1,2,27,-1,-1,-1,-2,-1,2,230.4,1580.0,0.0,0.0,66.6,36.6,1580.0,0.0,0.0,66.6,0.0,300.0,1,1.0,10.0,10.0,1.0,0.0,0.9109680553868578,10.0
25765,10000,1,2,2,26,2,0,0,2,2,0,5204.6,5410.8,5891.6,5947.4,5824.6,5970.8,290.6,571.4,211.6,0.0,243.2,219.4,5,0.053707400014785245,0.09698553873311154,0.03557857214917443,0.0,0.040731560259931666,0.8330801944106926,0.0
25766,10000,1,3,2,48,0,0,0,0,0,0,9032.6,5174.0,5605.4,5601.4,5754.0,5785.8,300.0,600.0,240.0,240.0,232.4,200.0,5,0.05798221878623889,0.10703964034680845,0.042846431249330526,0.04171011470281543,0.04016730616336548,0.6201935003721161,0.0
25767,4000,0,2,2,31,1,-1,2,0,0,0,0.0,36.8,36.8,1186.4,1545.0,1535.8,36.8,0.0,1184.8,400.0,490.2,0.0,4,1.0,0.0,0.9986513823331085,0.2588996763754045,0.319182185180362,0.0,3.0
25768,100000,1,1,1,38,1,-2,-1,-1,-2,-1,0.0,0.0,466.2,0.0,0.0,439.8,0.0,466.2,0.0,0.0,439.8,0.0,0,10.0,1.0,10.0,10.0,1.0,0.0,10.0
25769,98000,1,1,1,37,-1,-1,-1,0,0,-1,7303.6,15599.2,54888.4,46758.6,9892.2,2441.4,15599.2,54905.2,938.6,197.8,2441.4,18741.4,2,1.0,1.0003060756006732,0.02007331271680504,0.019995552051110976,1.0,1.2649057398403396,3.0
25770,40000,1,1,1,58,-1,-1,-1,-1,-1,-2,56.6,1072.2,1261.8,77.0,0.0,0.0,1072.2,1261.8,77.0,0.0,0.0,678.0,0,1.0,1.0,1.0,10.0,10.0,1.4060555785980922,10.0
25771,42000,1,2,1,46,-1,-1,-1,0,-1,-1,619.0,553.6,1107.2,553.6,215.0,401.2,553.6,1107.2,0.0,215.0,401.2,268.8,1,1.0,1.0,0.0,1.0,1.0,0.5902503293807642,4.0
25772,4000,0,3,2,51,-2,-2,-2,-2,-2,-2,4270.6,4147.2,4000.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,2,0.0,0.0019,10.0,10.0,10.0,0.0,10.0
25773,38000,1,1,2,40,0,0,0,0,0,0,15677.6,16148.0,16626.8,19262.0,19682.2,21478.2,720.0,800.0,2800.0,600.0,2000.0,800.0,5,0.044587565023532325,0.04811509129838574,0.14536392897933756,0.030484397069433292,0.0931176728031213,0.5780346820809248,0.0
25774,4000,0,3,1,55,1,2,0,0,0,0,3884.0,3962.0,4007.4,3928.0,3075.6,1456.8,200.0,280.0,78.6,61.6,200.0,0.0,5,0.05047955577990914,0.06987073913260468,0.020010183299389,0.020028612303290415,0.1372872048325096,0.0,0.0
25775,92000,0,2,2,30,0,0,0,0,0,0,79231.0,73500.2,51567.2,77611.6,64895.6,62709.4,3059.8,1504.8,64819.4,2407.8,2401.2,2454.4,5,0.04162981869437091,0.029181340076637863,0.8351767003901478,0.03710266951842652,0.03829091013468475,0.1654064399606432,1.0
25776,18000,1,2,1,28,-1,0,0,0,0,0,2192.4,2648.8,1419.4,1324.8,1361.2,1253.2,902.4,500.0,479.4,430.0,141.8,4400.0,5,0.3406825732407127,0.3522615189516697,0.3618659420289855,0.3158977372906259,0.11315033514203639,8.966416693837626,1.0
25777,72000,1,1,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
25778,42000,1,2,1,28,-2,-2,-2,-2,-2,-2,282.4,238.8,80.8,570.2,591.8,138.6,238.8,80.8,570.2,591.8,156.4,531.4,0,1.0,1.0,1.0,1.0,1.1284271284271286,1.622100122100122,5.0
25779,18000,1,3,1,45,-1,0,0,-1,-1,-1,515.8,503.2,0.0,59.6,131.8,127.2,502.8,0.0,59.6,131.8,127.2,202.4,1,0.9992050874403816,10.0,1.0,1.0,1.0,1.2320428536644752,10.0
25780,28000,1,1,1,47,0,0,0,0,0,0,28306.0,26049.6,26709.4,26869.2,26786.6,27517.0,1400.0,1400.8,1002.6,1000.0,1200.0,1000.0,5,0.05374362754130582,0.05244595535654114,0.037314099414943507,0.03733209888526353,0.04360940509503216,0.8328613785521538,0.0
25781,34000,1,1,2,30,0,0,0,0,0,0,9868.2,9845.4,10359.6,10666.4,11260.6,11839.6,800.0,800.0,600.0,800.0,800.0,800.0,5,0.08125622117943405,0.07722305880535928,0.05625140628515713,0.07104417171376302,0.06756985033278151,1.0526315789473684,0.0
25782,100000,1,2,1,31,0,0,0,0,0,0,4201.6,3572.6,3043.8,2808.8,2838.2,2730.0,300.0,400.0,220.0,101.0,140.0,400.0,5,0.08397245703409283,0.13141467901964649,0.07832526345770435,0.0355859347473751,0.05128205128205128,1.7226528854435832,0.0
25783,16000,1,2,1,36,-1,-1,-1,-1,-1,-1,548.2,1853.2,225.0,876.0,442.0,230.0,1853.2,225.0,880.2,442.0,230.0,78.0,0,1.0,1.0,1.0047945205479452,1.0,1.0,0.10742617893345087,5.0
25784,52000,1,2,1,39,0,0,0,0,0,0,51134.8,52155.6,24947.8,25378.4,26232.0,26680.0,2132.6,904.0,907.4,1261.6,1200.0,0.0,5,0.04088918543742187,0.03623566005820152,0.03575481511836837,0.048093931076547726,0.044977511244377814,0.0,0.0
25785,28000,1,1,1,32,0,0,0,0,0,0,25874.2,26205.0,7901.0,8178.8,7845.8,8135.8,1130.0,330.0,401.4,300.0,420.0,300.0,5,0.04312154169051708,0.041766864953803315,0.04907810436738885,0.03823701853220832,0.05162368789793259,0.5810800340900286,0.0
25786,36000,1,2,1,29,0,0,-1,0,0,0,756.6,562.6,167.8,311.4,10336.0,10623.0,400.0,167.8,143.6,10164.8,448.4,220.0,4,0.7109847138286527,1.0,0.4611432241490045,0.9834365325077399,0.0422102984091123,0.0971336735955354,3.0
25787,28000,1,2,2,32,-1,-1,-1,-2,-1,-1,600.6,626.8,0.0,0.0,237.2,0.0,626.8,0.0,0.0,237.2,0.0,209.4,0,1.0,10.0,10.0,1.0,10.0,1.2118055555555556,10.0
25788,64000,0,1,1,41,0,0,0,0,0,0,64256.2,64889.8,50858.6,41304.2,40539.4,40666.4,5400.0,3400.0,1406.0,1400.0,2000.0,6000.0,5,0.08321800961013903,0.06685201716130605,0.034040121827804436,0.03453430489844447,0.04918065036492043,2.204909598706453,0.0
25789,16000,0,2,2,27,1,-2,-2,-1,0,0,0.0,0.0,0.0,4674.8,4967.2,5282.4,0.0,0.0,4674.8,400.0,400.0,2600.0,2,10.0,10.0,1.0,0.08052826542116283,0.07572315614114797,2.374515964053481,10.0
25790,10000,1,3,2,45,0,0,-2,-2,-2,-2,10280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
25791,4000,1,2,1,48,-1,2,2,-1,0,-1,156.0,156.0,78.0,156.0,78.0,347.0,78.0,0.0,156.0,0.0,347.0,0.0,3,0.5,0.0,1.0,0.0,1.0,0.0,2.0
25792,40000,1,1,1,64,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,13410.4,0.0,0.0,0.0,0.0,13410.4,0.0,0.0,0,10.0,10.0,10.0,1.0,10.0,0.0,10.0
25793,10000,0,2,2,38,0,0,0,0,0,0,8924.0,9928.2,9279.2,3934.6,3416.6,3538.8,2000.0,402.8,200.0,200.0,600.0,800.0,5,0.20144638504462037,0.043408914561600134,0.05083108829360037,0.05853772756541591,0.169548999660902,1.1755025273304338,1.0
25794,40000,1,2,2,25,0,0,0,0,0,0,38840.4,39444.0,26186.0,26155.0,25750.4,24539.0,1600.0,900.0,906.4,1090.2,1000.0,900.0,5,0.04056383733901227,0.034369510425418165,0.0346549416937488,0.04233720641232758,0.04075145686458291,0.8186879161663574,0.0
25795,42000,0,1,2,32,-1,2,2,-1,-1,-1,573.8,527.8,0.0,1259.8,0.0,39.4,0.0,0.0,1259.8,0.0,39.4,0.0,1,0.0,10.0,1.0,10.0,1.0,0.0,10.0
25796,40000,0,1,2,30,-1,-1,0,0,-1,-1,305.6,835.8,337.8,370.2,6961.6,-6179.0,838.2,240.0,378.6,8560.8,2.0,17164.0,1,1.0028715003589377,0.7104795737122558,1.0226904376012966,1.2297173063663525,-0.0003236769703835572,8.565212184119128,4.0
25797,150000,1,1,2,28,1,-1,-1,0,0,-1,1900.0,1931.0,80200.6,79898.6,80198.6,81896.6,50000.0,80200.6,1598.0,2200.0,83598.0,616.0,2,25.89331952356292,1.0,0.020000350444188006,0.027431900307486663,1.0207749772273818,0.014154632930845425,28.0
25798,10000,0,2,2,28,0,0,0,0,0,0,4302.0,4671.4,6439.4,2519.0,2689.0,2760.6,440.0,2000.0,600.0,200.0,300.0,0.0,5,0.09419017853320205,0.3105879429760537,0.23818975784041285,0.07437709185570844,0.10867202782003912,0.0,1.0
25799,44000,0,2,1,43,0,0,0,0,0,0,16893.2,16871.2,16830.2,16718.2,16757.8,16777.0,800.0,800.0,700.0,700.0,700.0,700.0,5,0.04741808525771729,0.04753360031372176,0.041870536301754975,0.04177159292985953,0.04172378851999762,0.945945945945946,0.0
25800,80000,1,2,1,46,-1,-1,-1,-1,-1,-1,6003.6,3947.0,5236.2,26993.4,10598.2,32767.4,3950.6,5249.0,27000.0,10600.0,32767.4,7469.0,0,1.0009120851279452,1.0024445208357207,1.0002445042121406,1.0001698401615369,1.0,0.469352872421984,5.0
25801,10000,1,2,1,50,0,0,0,0,0,0,1785.0,1841.6,2047.6,2140.0,2152.4,2317.4,240.0,240.0,200.0,200.0,200.0,200.0,5,0.13032145960034752,0.11721039265481539,0.09345794392523364,0.0929195316855603,0.08630361612151549,0.9259259259259258,1.0
25802,52000,1,2,1,40,-1,-1,-1,-1,-1,-1,29.6,71.8,79.4,41.6,158.0,557.6,72.0,79.6,41.6,158.4,557.6,735.0,0,1.0027855153203342,1.0025188916876573,1.0,1.0025316455696203,1.0,4.042014958205015,5.0
25803,10000,1,2,2,23,0,0,-2,-1,-1,-2,1192.2,0.0,0.0,140.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0,10.0,10.0,1.0,10.0,10.0,0.0,10.0
25804,26000,1,3,1,35,0,0,0,-1,-1,-1,13148.6,12744.8,12632.6,77.2,354.0,76.8,521.2,634.8,77.2,355.6,76.8,289.2,2,0.04089511016257612,0.050250938049174354,1.0,1.0045197740112994,1.0,0.8681556195965417,3.0
25805,4000,0,1,2,23,2,0,0,2,2,2,641.2,818.6,1102.8,1055.4,1158.2,1110.0,220.0,300.0,0.0,120.0,0.0,120.0,5,0.2687515269973125,0.2720348204570185,0.0,0.10360904852357106,0.0,0.9375,1.0
25806,10000,0,2,2,41,0,0,0,0,0,0,8141.8,7500.6,3617.2,3709.0,3090.6,3169.4,600.0,400.0,200.0,200.0,160.0,600.0,5,0.07999360051195904,0.11058277120424638,0.05392289026691831,0.0647123535883,0.050482741212847855,1.9230769230769231,0.0
25807,4000,1,3,3,53,0,0,0,-1,-1,0,1935.4,1915.6,2420.4,294.6,3635.4,3609.2,915.6,559.0,294.6,3635.4,409.2,523.0,3,0.47797034871580707,0.23095356139481077,1.0,1.0,0.11337692563448964,0.4497918745054869,3.0
25808,18000,1,2,2,23,0,0,0,0,0,0,8421.0,8783.8,9362.4,8995.2,9281.2,9525.0,500.0,794.0,500.0,500.0,500.0,340.0,5,0.056922971834513544,0.08480731436383833,0.0555852009960868,0.05387234409343619,0.05249343832020997,0.6084466714387974,0.0
25809,26000,1,2,2,35,0,0,0,0,0,2,8590.0,8858.6,9000.8,9251.4,9862.4,10050.4,407.2,349.4,400.0,760.0,380.0,380.0,5,0.0459666312961416,0.03881877166474091,0.043236699310374646,0.07706035042180402,0.03780944042028178,0.8273099364277627,0.0
25810,4000,0,1,2,22,1,2,2,0,0,0,3887.6,4105.6,3892.8,3720.8,3634.4,2888.8,340.0,0.0,140.0,124.0,160.0,60.0,5,0.08281371784879189,0.0,0.03762631692109224,0.03411842394893242,0.05538631957906397,0.39267015706806285,0.0
25811,34000,1,1,2,29,0,0,0,0,0,0,18090.0,16516.2,16340.6,13299.2,7200.0,5033.4,720.0,600.0,942.0,300.0,200.0,200.0,5,0.04359356268391034,0.03671835795503225,0.07083132820019249,0.041666666666666664,0.039734573052012556,0.36205648081100655,0.0
25812,72000,0,1,2,29,0,0,0,0,0,0,18014.2,16640.8,15173.8,11643.8,9121.0,6449.0,606.4,462.2,314.0,300.0,196.6,600.0,5,0.03644055574251238,0.03046039884537822,0.026967141311255778,0.03289113035851332,0.030485346565358968,1.5964240102171137,0.0
25813,36000,0,1,2,28,0,-1,2,0,0,0,513.8,566.8,78.8,180.8,502.8,810.8,566.8,0.0,180.0,400.0,800.0,400.0,4,1.0,0.0,0.9955752212389379,0.7955449482895783,0.9866798223976321,1.027326895418122,4.0
25814,4000,0,2,2,25,1,2,2,5,4,3,2103.0,2309.6,2772.6,2673.8,2516.4,2417.6,300.0,560.0,0.0,0.0,0.0,0.0,5,0.12989262209906477,0.20197648416648634,0.0,0.0,0.0,0.0,0.0
25815,40000,0,2,1,55,1,2,2,2,2,0,36267.8,35446.6,37692.2,38272.6,37736.6,39211.4,0.0,2800.0,1400.0,0.0,2000.0,1000.0,5,0.0,0.07428592653121867,0.036579694089244004,0.0,0.05100557490933759,0.8064516129032258,0.0
25816,8000,1,2,1,24,2,0,0,2,2,2,5123.6,5340.2,6084.2,5926.6,6309.6,6177.8,360.0,900.0,0.0,480.0,0.0,600.0,5,0.06741320549792143,0.14792413135662866,0.0,0.07607455306200075,0.0,1.7241379310344829,0.0
25817,22000,0,3,2,29,0,0,0,0,0,2,12870.2,12947.8,15139.4,17296.6,19410.8,21110.6,283.0,2436.4,2440.2,2480.6,2070.0,600.0,5,0.021856995010735417,0.1609310804919614,0.14107974977741292,0.12779483586457024,0.09805500554223945,0.3089534716071759,1.0
25818,36000,1,2,1,35,0,0,-2,-2,-2,-2,8613.6,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,62.8,0,1.0,1.0,1.0,1.0,1.0,0.9936708860759493,5.0
25819,10000,1,2,2,23,0,0,0,0,0,0,6999.4,7206.0,7348.0,7493.8,7650.8,7802.8,380.0,322.0,267.8,277.4,279.0,290.4,5,0.0527338329170136,0.04382144801306478,0.035736208599108595,0.03625764625921472,0.03575639514020608,0.9513825186738305,0.0
25820,42000,1,3,1,52,-1,-1,-1,-1,-1,-1,13053.0,7725.4,28457.0,4418.4,7028.2,11237.6,7800.0,30021.8,36.0,11600.0,11240.0,4000.0,1,1.0096564579180367,1.0549882278525495,0.008147745790331342,1.650493725278165,1.0002135687335374,0.3295012339821213,5.0
