,ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
10730,10731,0,0,0,0,0,0,41481.2,41495.8,42301.6,44732.0,45602.8,44788.0,3000.0,2000.0,4732.0,4000.0,2788.0,5308.4
10731,10732,-2,-1,-2,-2,-1,0,48185.4,3735.2,1878.0,-754.4,56555.4,57787.4,218.6,1885.8,684.6,58245.4,1802.2,1806.0
10732,10733,-1,0,0,0,0,0,9021.4,6123.4,4464.8,3717.4,4063.2,3654.2,400.0,400.0,200.0,400.0,200.0,590.0
10733,10734,-1,-1,-1,-1,-1,-1,78.0,78.0,78.0,78.0,78.0,30.0,78.0,78.0,78.0,78.0,30.0,156.0
10734,10735,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10735,10736,0,0,0,0,0,0,11153.0,11323.8,10927.2,3658.6,3621.4,3760.6,520.0,300.0,200.0,200.0,200.0,600.0
10736,10737,-1,0,0,0,0,0,10179.8,10105.4,10075.0,9390.4,10068.6,9766.2,400.0,400.0,400.0,1000.2,1000.0,1004.2
10737,10738,0,0,0,0,0,0,4293.6,3100.6,3562.4,2865.6,2222.0,1513.4,600.0,600.0,576.0,61.2,400.0,400.0
10738,10739,-1,-1,0,0,0,2,398.8,1061.0,992.0,1045.6,1310.4,765.4,1063.4,201.4,401.2,512.4,2.6,597.8
10739,10740,0,0,0,0,0,0,38140.8,38822.2,28971.0,29829.2,39605.4,40458.6,1557.4,1200.0,1400.0,15118.6,1400.0,1400.0
10740,10741,0,0,2,0,0,0,2882.6,3294.8,3302.0,3313.2,3474.0,3981.0,600.0,200.0,200.0,400.0,600.0,0.0
10741,10742,0,0,0,0,0,0,9321.0,7159.4,7323.0,5670.8,3618.6,1344.6,456.2,336.6,185.8,200.0,26.8,0.0
10742,10743,0,0,0,0,0,0,3484.2,3753.8,3482.6,3553.8,3627.6,2757.6,330.0,240.0,102.0,104.8,133.6,60.0
10743,10744,0,0,0,0,0,0,5972.0,6115.2,6392.4,6488.8,6594.2,6744.2,300.0,380.0,262.0,240.0,260.0,300.0
10744,10745,0,0,0,0,0,0,7768.4,7794.6,7541.6,858.6,861.0,1025.6,460.0,240.0,200.0,200.0,177.6,12000.0
10745,10746,1,2,2,2,2,2,2887.4,3101.8,3099.6,2990.4,3196.6,3115.2,320.0,107.0,0.0,254.4,0.0,292.6
10746,10747,-1,-1,-1,-1,-1,-1,98.6,217.2,146.2,112.2,123.6,198.2,217.2,146.2,112.2,123.6,198.2,186.6
10747,10748,2,2,2,2,-1,2,30.0,30.0,30.0,230.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
10748,10749,-1,-1,-1,0,-1,-1,3167.6,2271.2,5081.8,3185.2,1720.8,1788.2,2280.8,5091.6,17.2,1742.2,1006.8,269.0
10749,10750,0,0,0,0,0,0,21743.4,13926.4,11307.4,22715.2,27683.8,20290.4,1618.4,4024.2,20014.2,10024.4,1293.6,55662.2
10750,10751,1,2,2,-1,-1,2,447.6,611.4,375.8,177.8,479.8,245.0,400.0,0.0,0.0,500.0,0.0,260.0
10751,10752,-1,-1,-1,-1,-1,-1,1356.4,293.2,654.6,1393.0,978.6,1555.4,293.2,654.6,1393.0,978.6,1555.4,1454.2
10752,10753,0,0,0,0,0,0,15819.8,16165.6,16516.6,16937.4,16966.4,16915.2,600.0,620.0,700.0,700.0,640.0,600.0
10753,10754,-1,-2,-1,-1,-2,-2,-54.0,-54.0,19946.0,-5.4,-5.4,-5.4,0.0,20000.0,0.0,0.0,0.0,0.0
10754,10755,-1,-1,-1,-1,-1,-1,0.0,50.0,15.8,15.8,58.0,21.2,50.0,15.8,0.0,58.0,21.2,13.2
10755,10756,2,2,2,2,2,2,4043.6,3921.4,4355.6,4424.8,4524.4,4600.4,0.0,500.0,200.0,200.0,180.0,180.0
10756,10757,-1,-1,-1,-2,-1,-1,88.0,90.4,0.0,0.0,685.4,219.6,90.4,0.0,0.0,685.4,219.6,0.0
10757,10758,0,0,0,0,0,0,48316.8,49937.4,50045.4,24629.2,20297.2,18740.0,24980.0,1370.0,825.8,1000.0,558.0,400.0
10758,10759,0,0,0,0,2,0,1167.6,1273.8,1358.0,1634.2,1479.2,1551.4,260.0,240.0,400.0,0.0,200.0,400.0
10759,10760,1,2,2,2,0,0,5110.8,5606.2,5669.0,5518.2,5643.6,5976.0,640.8,213.6,0.0,213.6,427.2,120.0
10760,10761,2,0,0,0,0,0,3880.2,3934.0,3967.8,4047.2,3961.4,3968.6,266.2,400.0,137.6,200.0,300.0,140.0
10761,10762,-1,-1,-1,-1,-1,-1,301.6,1237.2,441.6,364.6,303.2,675.6,1237.2,441.6,364.6,303.2,675.6,686.2
10762,10763,-1,-2,-2,-2,-2,-2,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
10763,10764,-1,-1,2,-1,-1,-1,155.0,310.0,155.0,155.0,185.0,155.0,310.2,0.2,155.2,185.2,155.2,155.2
10764,10765,-1,-1,-1,-1,-1,-1,78.0,78.0,74.0,-4.0,156.0,0.0,78.0,74.0,0.0,160.0,0.0,0.0
10765,10766,0,0,0,-1,-1,-1,5070.8,4965.2,5082.4,4331.6,196.0,11.0,330.0,240.0,200.0,200.0,11.0,0.0
10766,10767,1,2,2,-1,-1,0,60743.8,53632.6,45744.0,46835.4,40298.0,38144.2,1026.6,0.0,1171.4,40415.2,1345.2,1069.2
10767,10768,0,0,0,0,0,0,33520.8,32554.8,29792.2,15604.8,14597.8,15090.8,1389.8,1300.4,604.4,600.0,604.4,400.0
10768,10769,-1,-1,-1,0,0,-2,4652.8,2714.6,2775.2,2757.8,145.0,0.0,2714.6,2775.2,55.2,145.0,0.0,0.0
10769,10770,0,0,0,0,0,0,18936.2,19384.0,19712.4,20065.8,20739.4,18281.6,753.2,701.4,666.8,944.6,683.6,536.4
10770,10771,0,0,2,0,0,0,38138.2,41200.0,38986.0,26187.6,26932.8,28047.6,4000.0,0.0,1000.0,1200.0,1600.0,1000.0
10771,10772,2,0,0,0,0,2,36672.0,37527.4,38369.2,38897.0,41349.4,40677.6,1720.0,1740.0,1440.0,3100.0,0.0,1600.0
10772,10773,0,-1,0,-2,-2,-2,3880.2,4130.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0
10773,10774,-1,-1,-1,-1,-1,2,2799.8,3565.8,1321.6,3417.4,3598.6,1732.4,835.2,13.0,3417.4,402.6,4.6,6570.4
10774,10775,2,0,0,0,0,0,17905.2,17829.8,17060.2,13092.6,13184.6,13453.8,680.0,665.0,460.0,480.0,480.0,480.0
10775,10776,2,2,2,2,2,2,17520.6,18692.2,19004.4,19194.4,19656.6,19563.8,1640.0,800.0,680.0,800.0,320.0,400.0
10776,10777,-1,-2,-2,-1,-1,-1,-47.4,-480.0,-480.0,798.0,6010.0,1998.6,0.0,0.0,1278.0,6010.0,1998.6,0.0
10777,10778,0,0,0,0,0,0,17699.6,33787.6,15997.8,13960.0,10851.2,9651.2,711.0,450.6,280.8,217.0,330.4,1119.0
10778,10779,0,0,2,-1,2,-1,4049.2,7270.0,3782.0,6700.0,-3061.2,4000.0,600.0,600.0,58.0,1000.0,7061.2,0.0
10779,10780,0,0,0,0,0,2,10215.2,10163.2,9595.4,6956.6,4114.0,4009.4,444.6,314.4,340.0,347.8,0.0,45.0
10780,10781,-1,-1,-1,-1,-1,-1,270.8,210.0,-0.2,1599.8,-13.2,1356.8,210.8,0.0,1600.0,0.0,1370.0,2200.0
10781,10782,-1,-1,-1,-1,-1,-1,-0.8,193.8,445.2,375.6,-5.0,1005.8,194.6,448.6,447.2,0.0,1010.8,78.4
10782,10783,2,2,2,2,-1,2,3830.0,3829.8,4777.6,4867.4,4745.0,0.0,120.0,1045.8,200.0,0.0,0.0,0.0
10783,10784,0,0,0,0,0,0,42838.0,35638.8,28136.2,20971.0,15448.4,14833.0,1800.0,1201.0,1003.4,600.0,800.0,600.0
10784,10785,0,0,0,0,0,0,7697.2,7843.4,8107.4,8206.0,8378.2,8639.2,330.4,394.4,293.0,303.8,400.0,318.4
10785,10786,-1,-1,-1,-1,0,-1,191.8,379.6,170.0,1278.0,391.6,269.2,382.2,170.0,1278.0,1.0,271.6,40.4
10786,10787,-1,-1,0,0,-1,0,3142.8,2634.2,4917.8,6222.2,12112.4,1993.6,2634.2,4003.0,2200.0,12112.4,1600.0,1211.8
10787,10788,-2,-1,-2,-2,-1,0,12899.6,11652.2,80.2,8618.2,5968.4,6120.2,69.8,119.0,10812.2,6476.8,246.8,300.0
10788,10789,-2,-2,-2,-2,-2,-2,15382.0,4594.4,5667.2,6056.2,7667.8,16158.4,398.8,3600.4,600.2,1800.8,9023.4,8031.6
10789,10790,1,2,0,0,0,0,9755.4,9466.2,9602.0,4866.2,5110.6,5346.6,0.0,400.0,200.0,400.0,400.0,400.0
10790,10791,-1,-2,-2,-2,-2,-2,42.2,14.0,0.0,320.0,0.0,220.2,14.0,0.0,320.0,0.0,220.2,0.0
10791,10792,0,0,0,0,0,0,9160.6,9339.2,3057.4,1538.8,1584.2,1608.2,480.0,224.6,100.0,100.0,80.0,100.0
10792,10793,0,-1,-1,0,0,0,3947.8,3575.0,3834.8,3831.6,3752.4,3844.6,200.0,5259.8,134.6,136.0,154.4,170.2
10793,10794,0,-1,-2,-2,-2,-1,1514.2,712.6,557.2,-2.8,-2.8,2414.8,200.0,557.2,2.8,0.0,2417.6,404.2
10794,10795,3,2,2,2,2,0,1573.2,1757.6,1699.6,1831.0,1772.8,1843.0,240.0,0.0,160.0,0.0,100.0,180.0
10795,10796,1,2,0,0,0,0,2669.4,2568.6,2770.0,2825.0,2884.6,2903.2,0.0,245.4,100.4,104.4,104.2,104.2
10796,10797,-1,-1,-1,0,0,0,7400.6,221.0,498.0,3489.0,359.0,55.6,261.0,538.0,3130.0,0.0,55.6,500.0
10797,10798,0,0,0,2,0,0,6712.2,7780.2,7742.0,7604.4,4051.2,4548.6,1180.0,180.0,20.2,600.0,600.0,1000.0
10798,10799,2,2,2,0,0,0,2578.8,3089.8,2981.8,2983.0,3076.4,3274.8,616.8,0.0,110.0,141.4,280.0,40.0
10799,10800,-1,-1,-1,-1,-1,-1,6153.0,2776.6,3829.2,5527.8,7717.2,-52.0,2790.6,3888.2,5555.6,7756.0,0.0,0.0
10800,10801,0,0,0,0,0,0,6247.2,6399.2,6540.8,6670.2,6810.0,7236.8,367.6,309.2,238.6,247.2,540.0,204.4
10801,10802,-1,-1,2,-1,2,-1,78.0,156.0,78.0,216.0,108.0,78.0,156.0,0.0,216.0,0.0,78.0,78.0
10802,10803,-2,-1,-1,0,0,0,34164.6,34930.0,24702.8,25194.6,25721.6,25595.2,1610.0,24702.8,854.8,885.2,971.8,1081.4
10803,10804,0,0,-1,0,-2,-1,10030.0,8948.4,6646.2,-264.0,-132.0,191.2,1013.8,561.0,0.0,0.0,323.2,0.0
10804,10805,0,0,-1,-1,-1,2,4891.8,5345.2,5133.8,176.2,11508.0,11007.6,600.0,203.2,401.4,11500.0,400.0,0.0
10805,10806,2,0,0,0,0,0,2909.2,3114.0,3376.4,3382.2,3483.2,3521.6,253.0,315.4,121.2,155.6,126.0,130.6
10806,10807,0,0,0,0,0,0,6791.8,7081.8,7224.0,7398.2,7548.8,7823.0,400.0,320.2,294.4,300.0,400.0,1000.0
10807,10808,-1,-1,-1,-1,-1,-1,888.6,713.8,347.4,486.6,623.0,779.8,713.8,347.4,486.6,623.0,779.8,492.0
10808,10809,-1,-2,-1,-1,-1,-2,3676.2,549.8,1057.0,1827.6,237.4,247.0,549.8,1134.8,1905.4,237.4,247.0,535.6
10809,10810,-1,-1,0,0,0,0,0.0,543.2,729.6,1329.6,1596.4,1840.6,543.2,200.0,600.0,800.0,400.0,200.0
10810,10811,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10811,10812,0,0,0,0,0,0,16087.0,14965.2,14897.0,14387.0,14351.4,14368.8,669.8,640.0,540.0,542.2,560.0,312.2
10812,10813,0,0,0,0,2,0,1172.2,1345.6,1547.8,1667.8,1612.2,1644.2,223.8,226.0,146.0,0.0,58.8,61.0
10813,10814,-1,-1,-1,-1,-1,-1,383.8,1476.2,538.2,356.2,1424.6,294.0,1477.8,538.2,356.2,1424.6,294.0,7509.2
10814,10815,-1,-1,-1,3,2,2,120.0,-84.0,83.4,443.4,264.2,1775.8,0.0,387.4,360.0,0.0,1696.0,0.0
10815,10816,-1,-1,-1,-1,-1,-1,287.8,252.2,78.0,108.0,108.0,108.0,252.2,78.0,108.0,108.0,108.0,156.0
10816,10817,-1,-1,-1,-1,-1,-1,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2
10817,10818,-1,-1,2,-1,-1,-1,3793.0,4329.4,4146.2,2711.0,467.6,8238.2,600.0,3.0,117.4,467.6,8238.2,3791.4
10818,10819,0,0,0,2,2,0,22151.4,22627.8,23962.4,24152.6,23744.4,24249.8,1130.0,2020.0,880.0,0.0,900.0,900.0
10819,10820,-1,-1,-1,-1,0,-1,476.6,1982.2,2429.8,2954.8,430.8,13416.2,1982.2,2429.8,3385.6,0.0,13416.2,20640.4
10820,10821,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10821,10822,2,2,3,3,3,3,210.0,210.0,210.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0
10822,10823,0,0,0,0,0,0,36000.8,36880.2,34301.2,26641.2,19777.0,17620.2,1800.0,1500.0,1100.6,837.0,900.0,775.0
10823,10824,0,0,0,0,0,0,25568.6,26270.4,26176.8,26428.4,23616.8,22856.2,1315.8,946.8,873.6,836.6,845.4,813.2
10824,10825,0,0,0,0,0,0,16461.8,18536.4,20653.0,23437.6,22673.6,23838.8,2536.4,2653.0,3437.6,2000.0,3000.0,0.0
10825,10826,0,0,0,0,-1,0,9086.2,9037.4,6850.0,6055.2,6178.8,0.0,362.2,280.0,121.2,123.6,0.0,0.0
10826,10827,0,0,0,0,0,0,23344.0,24317.6,24370.8,18126.8,16870.6,11535.4,1400.0,1000.0,800.0,1000.0,2000.0,4000.0
10827,10828,0,0,0,0,0,0,9634.6,5646.6,5722.0,5761.6,5880.6,4052.0,447.0,322.4,240.0,211.4,174.2,179.4
10828,10829,0,0,0,0,0,0,3244.2,3793.0,3920.4,4431.2,4546.4,2275.6,600.0,300.0,920.0,200.0,120.0,51.6
10829,10830,3,3,4,3,2,5,5433.2,6038.0,5884.2,5730.4,6806.4,6582.6,753.8,0.0,0.0,1200.0,0.0,0.0
10830,10831,-1,-2,-1,0,0,-1,0.0,0.0,2498.6,5673.0,1260.0,199.8,0.0,2498.6,3200.0,0.0,199.8,0.0
10831,10832,0,0,0,0,0,0,50759.0,50625.2,50643.6,49954.0,48655.4,48115.2,1853.8,1818.0,1806.8,1704.2,2013.4,1620.0
10832,10833,-1,-1,-1,-1,-1,-1,127.8,1671.6,524.0,414.6,946.4,226.2,1671.6,524.0,415.4,946.4,226.2,422.8
10833,10834,0,0,0,0,0,0,84496.6,86107.6,78534.0,78006.2,79337.4,80977.0,3071.6,3009.8,2900.0,2800.0,3004.2,2132.8
10834,10835,1,2,0,0,0,0,12085.0,11557.2,11054.4,11185.0,11412.6,9645.6,5.6,500.0,400.0,406.0,420.0,700.0
10835,10836,0,0,0,0,0,0,10306.6,9029.4,9184.2,9325.8,9531.0,9699.2,360.0,360.0,338.0,350.0,377.4,360.0
10836,10837,0,0,0,0,0,0,32423.6,30073.2,29789.8,28342.2,24551.0,43227.6,1200.0,1200.0,1000.0,2000.0,20000.0,1536.2
10837,10838,0,0,0,0,0,0,20890.2,21192.0,20108.4,20617.4,20796.6,21127.6,894.0,837.6,1000.0,735.8,740.6,730.4
10838,10839,-1,-1,-1,-1,-1,-1,582.4,78.0,156.0,156.0,156.0,78.0,78.0,156.0,156.0,156.0,78.0,156.0
10839,10840,0,0,0,0,2,0,9709.6,9915.8,5499.2,4082.8,3995.6,3709.4,406.4,260.8,300.0,0.0,173.6,200.0
10840,10841,-1,-1,2,2,2,2,192.6,2.2,2.2,2.2,2.2,2.2,100.8,0.0,0.0,0.0,0.0,0.0
10841,10842,0,0,0,0,0,0,19347.8,19670.2,20073.8,20207.0,20396.4,20794.0,800.0,900.0,800.0,800.0,1000.0,1000.0
10842,10843,0,0,0,0,0,0,16277.4,16535.8,16802.8,16873.0,17303.4,17459.2,776.6,800.0,601.6,700.0,627.8,674.6
10843,10844,0,0,0,0,0,0,1151.4,1361.0,1532.4,1606.8,1651.2,1791.4,260.0,225.6,100.0,100.0,200.0,100.0
10844,10845,0,0,0,0,0,0,28077.4,25969.2,17569.8,16891.0,17457.4,16284.6,1101.8,1424.8,573.2,806.6,1190.8,624.0
10845,10846,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806.6
10846,10847,-1,-1,-1,-1,-1,-1,350.0,200.6,0.0,88.0,273.4,178.0,200.6,0.0,88.0,273.4,178.0,0.0
10847,10848,-1,0,0,0,-1,-1,273.8,1227.6,4084.8,1568.0,169.2,158.0,953.8,3925.8,31.4,0.0,158.0,172.0
10848,10849,0,0,0,0,0,0,14003.2,14167.4,12697.6,6410.0,9278.6,7041.4,513.6,400.0,257.0,3000.0,304.0,1398.8
10849,10850,-1,-1,-1,-1,-1,-1,288.4,252.2,78.0,78.0,78.0,186.0,252.2,78.0,78.0,78.0,186.0,0.0
10850,10851,1,2,3,4,4,3,4401.4,4872.0,5329.4,5582.4,5377.8,5828.0,600.0,600.0,400.0,0.0,600.0,600.0
10851,10852,0,0,0,0,0,2,6002.0,6833.8,7710.2,8584.4,9449.0,8841.6,1000.0,1000.0,1000.0,1000.0,0.0,2000.0
10852,10853,0,0,0,0,0,0,31672.0,22740.4,19042.8,19142.6,19415.8,19531.8,960.0,860.0,720.0,740.0,800.0,720.0
10853,10854,2,2,2,2,2,2,17354.8,17740.4,17931.0,18118.6,17805.0,18901.8,840.0,660.0,660.0,0.0,1400.0,460.0
10854,10855,-1,-1,-1,-1,-1,-1,260.0,0.0,100.0,200.0,688.2,483.0,0.0,100.0,200.0,688.2,483.0,328.6
10855,10856,2,0,0,0,0,0,10021.0,10160.4,9997.6,3857.4,3939.6,4045.6,460.0,261.0,200.0,171.0,200.0,200.0
10856,10857,-1,-2,-2,-2,-2,-2,426.4,304.0,708.6,670.2,-0.8,653.4,306.2,710.6,670.2,0.8,654.2,929.8
10857,10858,-1,-1,-2,-2,-2,-2,3248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10858,10859,0,0,0,0,0,0,1427.2,1703.0,1949.8,2837.6,3320.4,3915.0,300.0,300.0,900.0,1000.0,1000.0,1000.0
10859,10860,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10860,10861,0,0,0,0,0,0,9932.0,9471.8,9103.4,5939.8,5775.4,5906.2,400.0,300.0,400.0,220.0,400.0,2400.0
10861,10862,-1,-1,-1,-2,-2,-2,-38.0,1301.8,0.0,0.0,0.0,0.0,1339.8,0.0,0.0,0.0,0.0,0.0
10862,10863,1,2,0,0,-1,0,1766.8,1499.8,1629.4,1449.4,923.4,0.0,200.0,200.0,260.0,300.0,336.0,0.0
10863,10864,0,0,0,0,0,0,40179.6,39487.6,40182.4,29131.6,29270.2,29933.4,2000.0,1800.0,1200.0,1200.0,1200.0,1200.0
10864,10865,1,2,2,2,2,2,3474.8,3361.2,3753.6,3633.8,3936.4,3844.0,0.0,450.2,0.0,361.4,0.0,2000.0
10865,10866,0,0,0,0,0,2,11690.4,10489.0,10594.8,10917.8,11903.6,12098.2,500.0,400.0,500.0,1200.0,420.0,0.0
10866,10867,0,0,0,-1,-1,-1,7528.4,7989.4,8754.6,6366.0,1569.6,78.0,800.0,1000.0,1100.0,1569.6,78.0,156.0
10867,10868,1,2,2,0,0,0,17115.8,15798.6,13884.8,12840.2,11622.0,11467.4,604.6,4.6,804.6,504.6,1585.2,20.4
10868,10869,0,0,0,0,0,0,21844.2,22334.8,22373.4,22307.0,22374.0,22195.8,846.0,846.0,840.0,860.0,830.0,844.0
10869,10870,0,0,0,0,0,0,10057.2,22176.8,22630.4,23219.4,23700.0,24179.2,12220.2,642.0,782.2,670.8,680.0,700.0
10870,10871,0,0,0,0,0,0,20960.2,20100.4,17295.6,16380.4,15723.2,16061.4,800.0,592.0,766.6,571.0,600.0,600.0
10871,10872,-1,-1,-1,-1,-1,-1,1830.4,1265.8,4366.0,1093.8,1811.4,62.4,1272.2,4447.2,1136.4,1829.4,62.6,1309.6
10872,10873,0,0,0,0,0,0,5268.8,5276.4,5409.2,5437.4,5474.4,5509.8,289.2,300.0,192.0,200.0,205.4,172.0
10873,10874,0,0,0,0,0,0,13802.2,13968.4,14371.4,13334.6,13040.0,13102.2,600.0,600.0,419.2,423.0,417.8,441.4
10874,10875,1,2,3,3,2,2,8847.6,9415.2,9774.2,9533.8,9627.0,10011.2,800.0,600.0,0.0,300.0,600.0,550.0
10875,10876,0,0,2,2,2,0,39625.6,42283.4,41277.2,43822.2,42274.6,42243.0,3300.0,0.0,3201.4,1.4,1645.8,1524.2
10876,10877,0,-1,0,-2,-2,-2,683.0,866.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0
10877,10878,0,0,0,2,0,0,3274.0,3074.6,2413.0,2039.8,1852.2,1363.2,304.8,517.6,0.0,56.8,200.0,200.0
10878,10879,0,0,0,0,0,0,18293.4,13749.4,13274.4,12970.8,13286.4,9383.8,649.4,674.4,470.8,486.4,583.8,385.2
10879,10880,2,0,0,0,2,2,4755.6,4901.4,5178.4,5473.2,5359.6,5664.2,283.0,360.0,440.0,0.0,500.0,0.0
10880,10881,0,0,0,0,0,0,10365.2,1339.8,1305.8,20865.4,21173.4,21361.2,300.0,400.0,20000.0,900.0,1008.2,400.0
10881,10882,0,0,0,0,0,0,2872.2,3098.2,3238.0,2369.8,2365.2,1249.6,273.8,213.6,61.2,91.4,69.6,100.0
10882,10883,1,2,0,0,2,0,5737.2,5524.0,5632.8,6088.8,5977.4,5830.6,0.0,400.0,600.0,0.0,200.0,200.0
10883,10884,-1,-1,-1,0,0,-1,217.8,11733.0,33610.4,50914.2,11917.4,2679.6,11733.0,34023.8,31200.0,400.0,2679.6,105428.6
10884,10885,-1,-1,2,2,-2,-2,0.0,200.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0
10885,10886,-2,-1,-1,0,0,0,64681.6,52288.8,61924.4,59407.8,51611.2,37616.6,1045.8,116092.8,16003.4,6203.4,5.4,7740.0
10886,10887,0,0,0,0,0,0,9622.8,8514.6,11070.0,18428.2,11592.2,9056.4,4018.2,6025.6,12036.6,414.2,409.0,558.2
10887,10888,0,0,0,0,0,0,8749.8,9266.0,8626.8,7602.0,7702.0,7685.4,671.2,640.8,403.4,703.0,501.2,403.0
10888,10889,0,0,0,0,0,0,17516.0,16828.0,17280.0,17455.0,17816.4,18206.0,660.0,776.2,500.0,503.8,540.0,600.8
10889,10890,-1,-1,-1,0,0,-1,74.8,337.0,297.0,198.0,99.0,99.0,400.0,297.0,0.0,0.0,99.0,99.0
10890,10891,-1,-1,0,0,0,-1,487.2,2275.2,4270.8,5661.6,4669.2,2156.8,2275.6,2200.8,1800.6,669.8,2157.0,1796.8
10891,10892,-1,-1,2,0,0,-1,-15.4,319.6,219.4,154.4,89.4,159.4,400.0,0.0,0.0,0.0,200.0,0.0
10892,10893,-1,-1,-1,-1,-1,-1,840.6,1947.8,3125.6,733.2,819.6,847.4,1947.8,3550.2,733.2,819.6,847.4,601.4
10893,10894,-1,-2,-2,-1,0,0,55.2,55.2,0.0,39210.0,40425.8,59178.2,55.2,0.0,40425.8,1900.0,19700.0,3400.0
10894,10895,0,0,0,0,0,0,32844.4,33814.6,34364.0,32003.6,32943.4,30247.0,1500.0,1180.0,1200.0,1400.0,1400.0,1000.0
10895,10896,-1,-1,2,2,-1,2,52.6,102.2,49.6,-3.0,705.2,52.6,102.4,0.2,0.2,761.0,0.2,105.4
10896,10897,0,0,0,0,0,0,24116.6,19468.2,17554.6,17909.4,18327.8,18798.2,701.4,640.2,640.0,700.0,800.0,740.8
10897,10898,0,0,0,0,0,0,46026.2,43364.8,43897.4,30259.0,45655.2,46615.8,1700.0,1380.0,1200.0,16000.0,1720.0,1800.0
10898,10899,0,0,0,0,0,0,4065.8,2848.8,6116.0,3073.0,3117.4,3188.0,320.0,320.0,200.0,200.0,200.0,200.0
10899,10900,-1,-1,-1,-1,-1,0,1564.6,1909.8,393.6,360.0,1639.6,102.2,1909.8,393.6,360.0,1639.6,0.0,168.8
10900,10901,-1,0,0,0,-1,-1,122.0,2644.4,2697.6,2363.6,2485.6,1193.0,2600.4,600.0,0.0,200.0,1193.0,0.0
10901,10902,-1,-1,-2,-1,-1,-1,45.8,-33.4,-112.6,50.8,-28.4,68.8,0.0,0.0,242.6,0.0,206.4,0.0
10902,10903,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10903,10904,0,0,0,0,0,0,902.2,1105.8,1308.8,1418.6,1594.6,1807.6,219.2,222.2,132.0,200.0,240.0,0.0
10904,10905,-1,-2,-1,-1,0,-1,0.0,0.0,485.6,198.0,99.0,170.8,0.0,485.6,198.0,0.0,170.8,99.0
10905,10906,0,0,0,0,0,0,6707.2,6031.0,5210.8,4583.6,4643.2,2874.2,600.0,400.0,600.0,1200.0,468.0,22.2
10906,10907,2,2,3,2,0,0,9780.6,10799.4,10459.6,10155.6,9611.0,9140.8,1300.0,0.0,0.0,626.0,506.4,340.0
10907,10908,0,0,0,0,0,0,27815.8,28763.2,26894.4,26025.8,26606.2,27383.8,1400.0,960.0,931.8,1000.0,1220.0,1200.0
10908,10909,0,0,0,0,0,0,16256.6,16078.0,15816.0,15570.0,16066.0,16000.0,578.4,600.0,1078.0,821.2,600.0,0.0
10909,10910,0,0,0,0,0,0,9477.0,9758.0,3861.2,3971.4,4072.2,4010.2,494.4,246.8,157.0,180.0,560.0,300.0
10910,10911,0,0,-1,-1,-1,-1,1144.6,677.2,1792.8,448.2,448.2,448.2,247.4,896.4,0.0,448.2,448.2,448.2
10911,10912,0,0,-1,0,-2,-2,1602.0,1186.4,990.0,-498.0,-7518.8,-4259.0,300.0,202.4,0.0,0.0,0.0,16000.0
10912,10913,-1,-1,-1,-1,-1,-1,827.6,158.0,246.0,78.0,78.0,78.0,158.0,246.0,78.0,78.0,78.0,78.0
10913,10914,2,2,0,0,0,2,21451.4,20824.4,20948.4,21525.2,22926.6,23380.8,0.0,768.4,925.2,1786.6,860.0,0.0
10914,10915,-1,-1,-1,-1,-1,-1,78.0,78.0,78.0,78.0,108.0,186.0,78.0,78.0,78.0,108.0,156.0,0.0
10915,10916,0,0,0,0,0,0,122144.6,111017.2,99426.4,102849.8,92533.2,94496.0,4040.0,3600.0,5027.0,86426.0,3400.0,4000.0
10916,10917,0,0,0,0,0,0,31730.2,28760.2,27629.0,25099.8,24841.0,24788.0,1085.6,941.4,880.0,890.0,930.0,900.0
