ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
10029,100000,0,1,1,69,-1,-1,-1,-1,-1,-1,240.0,1130.4,54.2,246.8,203.0,715.8,1130.4,54.2,246.8,203.0,715.8,410.6,0
6695,4000,0,3,1,51,0,0,0,0,2,2,2868.2,3074.2,3275.0,3781.0,3892.4,3793.4,253.2,254.0,560.0,200.0,0.0,102.4,1
2166,100000,1,1,1,36,-1,-1,-1,0,0,0,4834.0,1610.2,15581.6,10059.4,8735.8,9949.8,1618.2,15638.4,13.0,6753.2,7589.0,7589.4,0
688,70000,0,1,1,48,0,0,0,0,0,0,10993.8,9595.6,9726.2,9670.2,9587.8,6765.4,417.4,397.8,318.2,293.2,400.0,300.0,0
3634,46000,0,1,2,33,0,0,0,0,0,0,11434.2,11230.0,11414.8,10134.0,10130.4,10253.4,420.0,460.0,400.0,400.0,400.0,400.0,0
20049,14000,0,1,2,24,0,0,0,0,0,0,3372.2,1510.6,1734.0,1952.8,1990.8,2028.8,260.0,280.0,280.0,100.0,100.0,200.0,0
19167,14000,1,2,2,42,1,2,0,0,0,0,14160.6,13468.8,11803.6,9606.6,9766.6,9947.2,2.0,440.0,420.0,380.0,368.2,389.0,0
11220,4000,0,2,2,28,0,0,0,0,0,0,1762.8,2033.4,4354.8,2141.4,2107.8,2151.4,300.0,240.0,75.6,77.8,80.0,120.0,0
7898,12000,1,3,2,42,0,0,0,0,0,0,10843.2,5519.2,5754.4,3813.4,3893.4,1849.4,800.0,400.0,200.0,200.0,66.2,68.6,0
14110,52000,1,2,2,27,-1,-1,-1,-1,-1,-1,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,41.6,1
10794,52000,1,3,2,33,0,0,-2,-2,-2,-1,1514.2,712.6,557.2,-2.8,-2.8,2414.8,200.0,557.2,2.8,0.0,2417.6,404.2,0
17002,32000,1,2,1,41,-2,-2,-2,-2,-2,-2,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0
17921,124000,0,2,2,29,0,0,0,0,0,0,104838.2,104911.0,89108.6,88639.8,90208.0,86263.2,3861.2,3133.8,3202.2,3200.0,3100.0,3400.4,0
7099,16000,1,2,1,39,0,0,0,0,0,0,10328.8,10635.4,10489.2,9999.8,8282.2,8465.6,600.0,407.4,400.0,299.8,400.0,324.6,0
15344,20000,0,1,2,25,-1,-1,-1,-1,-1,-1,304.4,58.2,358.2,473.4,917.8,58.2,58.2,358.2,473.4,922.6,58.2,58.2,0
19203,32000,1,1,2,32,-2,-2,-2,-2,-2,-2,32.4,-0.4,-0.4,99.8,56.8,249.6,0.0,0.0,100.2,57.0,250.8,19.8,0
10499,18000,0,3,1,31,1,2,2,3,5,5,12655.2,12338.6,15134.0,16754.4,16680.2,16297.4,0.0,3000.0,2000.0,300.0,0.0,300.0,1
19624,22000,1,1,2,28,0,0,2,2,-2,-2,20227.6,13889.8,6996.6,-3.6,-3.6,-3.6,680.0,0.0,0.0,0.0,0.0,0.0,1
662,42000,1,2,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4882,100000,1,2,2,36,0,0,0,0,-2,-1,4273.6,4218.8,2535.0,1160.6,1168.2,445.4,813.2,1000.8,5.6,406.6,626.0,18918.6,0
19989,2000,0,2,2,24,1,2,2,2,2,2,1299.2,1249.2,1793.0,1734.4,1905.0,1845.6,0.0,600.0,0.0,200.0,0.0,160.0,1
3986,16000,1,1,1,50,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6619,38000,0,2,2,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8300,4000,0,2,2,34,0,0,0,0,-1,0,3098.8,2390.0,2258.4,2158.0,156.0,156.0,297.6,244.0,121.6,156.0,0.0,0.0,0
10711,28000,0,3,1,38,2,2,2,2,2,2,22134.8,26261.2,25540.2,27110.2,27171.8,26937.4,4500.0,0.0,2000.0,520.0,460.0,1060.0,1
5239,4000,0,3,2,43,-1,0,0,-1,0,0,1217.0,1321.4,560.0,2210.4,2104.4,1830.0,209.0,205.6,2210.4,62.2,36.6,0.0,1
7254,34000,0,1,2,48,2,2,7,7,7,7,480.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18217,30000,0,2,2,29,0,0,-1,-1,0,0,20560.4,22434.8,1252.6,1364.8,2164.8,2926.2,2437.2,1252.6,1364.8,2000.0,2000.0,2000.0,0
14476,34000,1,2,1,39,-1,-1,-1,2,-1,-1,589.4,826.4,793.4,118.4,172.8,347.6,826.8,793.4,0.0,172.8,347.6,357.6,0
8875,36000,1,2,2,32,0,0,0,0,0,0,10959.4,11381.8,11493.2,11721.8,11965.6,11968.4,600.0,420.0,420.0,432.6,200.0,440.6,0
12493,72000,0,1,2,34,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,146.6,0.0,261.4,0.0,0.0,146.6,0.0,261.4,0.0,0
3733,42000,1,1,2,31,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1738,36000,1,1,1,47,1,-2,-1,-1,-1,-2,0.0,0.0,230.8,400.0,0.0,0.0,0.0,230.8,400.0,0.0,0.0,83.0,0
17498,48000,1,1,2,35,-2,-2,-2,-2,-2,-2,1151.4,580.8,4934.2,449.8,901.0,2371.8,648.4,4937.0,707.0,901.0,2371.8,2400.0,0
410,78000,1,1,2,31,0,0,0,0,0,0,10124.0,8644.0,8847.4,9299.0,9550.2,10388.2,1000.0,600.0,600.0,400.0,1000.0,1000.0,0
20637,28000,0,3,1,59,-1,-1,-1,-1,-1,-1,571.8,689.4,0.0,412.2,0.0,607.0,689.4,0.0,412.2,0.0,607.0,460.4,0
503,4000,1,1,1,30,2,2,2,0,0,0,1153.2,1502.2,1535.6,1463.6,1491.6,1519.6,400.0,100.0,0.0,100.0,100.0,0.0,1
3712,4000,0,1,2,24,-2,-2,-2,-2,-2,-2,59.8,-0.2,-0.2,98.8,456.8,98.0,0.0,0.0,99.0,458.0,98.2,339.0,0
22373,20000,0,2,2,32,0,0,0,0,0,0,17073.2,17412.8,17880.2,18094.0,8922.0,9161.2,622.8,747.6,611.8,290.0,353.0,294.6,0
9345,58000,0,2,2,43,0,0,0,0,-1,-1,24872.4,22318.8,11607.8,763.6,263.6,0.0,1020.0,501.4,300.0,400.0,0.0,266.6,0
7579,6000,1,2,1,51,0,0,0,0,0,0,3376.6,3581.8,3784.0,3859.4,3939.8,4018.2,260.6,262.8,138.2,142.6,143.6,148.4,0
8118,10000,1,3,2,22,0,0,0,0,0,-1,2373.4,2517.6,2617.8,2746.2,2778.2,353.8,261.8,240.0,246.4,178.2,887.0,367.2,0
8763,10000,0,2,1,50,-2,-2,-2,-2,-2,-2,705.2,-0.8,294.6,503.4,243.4,891.8,0.0,295.4,504.8,264.0,914.4,441.2,1
18025,10000,0,2,2,25,0,0,2,2,4,3,5730.2,8379.4,8606.4,9448.4,9242.4,9041.0,2840.0,420.0,1043.0,0.0,0.0,0.0,1
9084,36000,1,2,2,27,0,0,0,0,0,0,5795.6,5054.2,3983.4,4531.8,3222.8,3117.4,1005.8,2400.0,2531.8,2000.0,1800.0,1800.0,0
21784,30000,1,2,1,50,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4046,6000,1,1,2,24,-1,-1,-1,-1,-1,0,156.8,78.0,1496.0,0.0,360.6,204.6,78.0,1496.0,0.0,360.6,0.0,0.0,0
10219,56000,1,1,1,41,-2,-1,0,0,-2,-2,187.8,1637.6,7334.0,0.0,291.0,604.6,1637.6,6000.0,0.0,291.0,604.6,4933.6,0
14203,12000,1,2,1,28,1,2,2,2,2,2,12294.8,11824.2,12677.8,12183.8,11560.0,11739.6,0.0,1045.8,3.6,755.8,352.8,0.0,0
11690,100000,0,1,1,50,2,2,2,2,2,2,14028.8,14970.0,15292.6,15522.2,15747.0,16086.0,1300.0,680.0,600.0,600.0,620.0,622.0,1
7862,84000,1,1,2,41,-1,-1,-1,-1,0,0,4437.2,3051.6,2702.6,16166.2,7866.6,5366.2,3052.4,2704.6,16170.8,157.4,170.0,15068.2,0
1172,30000,1,1,2,34,-2,-1,2,0,0,-2,0.0,2641.2,2045.4,79.6,0.0,0.0,2641.2,0.0,0.0,0.0,0.0,0.0,0
18354,26000,0,2,1,44,1,2,2,2,2,2,1046.0,999.6,1579.6,1404.2,9286.2,9178.2,0.0,600.0,0.0,8040.0,0.0,156.0,1
2356,4000,1,2,2,49,1,2,2,2,0,0,3743.6,3626.4,3906.0,3790.0,3302.0,3877.2,0.0,600.0,0.0,200.0,600.0,400.0,1
1527,24000,1,2,1,39,0,0,0,0,0,0,6322.2,6452.8,6557.2,6603.6,5422.8,5257.4,312.4,300.0,211.8,197.6,184.4,165.2,0
2794,10000,1,2,2,29,-2,-2,-2,-2,-2,-2,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13159,4000,1,2,1,35,2,0,0,2,2,2,1178.0,1456.4,1891.0,1830.8,2000.2,2009.2,300.0,490.8,0.0,200.0,70.0,0.0,1
19131,76000,1,2,1,30,0,0,0,0,0,0,59123.6,46597.4,21160.0,10459.2,39289.6,33681.0,2687.4,1213.6,492.4,33631.8,1049.6,1108.0,0
21282,26000,1,2,2,37,0,0,0,0,0,0,16346.2,16876.6,17503.6,17872.0,18096.2,18571.6,800.0,900.0,838.0,700.0,800.0,800.0,0
20091,72000,0,1,2,28,-2,-2,-2,-2,-2,-2,1768.0,990.2,-3.4,363.0,207.0,92.0,990.2,0.0,366.4,207.0,92.0,127.0,0
13145,22000,1,2,1,41,2,2,2,2,2,2,4615.6,5176.6,5036.4,5789.0,5636.6,5973.8,640.0,0.0,840.0,0.0,460.0,0.0,1
14549,48000,1,1,1,33,0,0,0,0,0,0,19167.0,18077.0,17002.2,15465.8,10134.6,9744.6,812.0,636.2,600.0,300.0,608.4,275.4,0
3892,28000,0,1,2,28,2,2,2,2,2,2,22756.0,23059.4,22889.6,22930.6,23144.0,23338.0,1160.0,700.0,900.0,800.0,800.0,900.0,0
21362,22000,1,1,2,31,2,2,2,2,2,2,18354.6,18778.4,18930.4,19419.4,19619.4,20072.2,910.0,630.0,980.0,700.0,800.0,780.0,1
19761,48000,1,2,2,28,2,2,2,2,0,0,58836.0,55393.6,55317.0,50735.8,46460.0,42549.8,0.0,4510.0,0.0,1690.0,1560.0,1395.0,0
12653,4000,0,2,2,36,1,4,3,3,2,3,3111.4,3003.0,3215.8,3105.6,3295.4,3186.0,0.0,320.0,0.0,300.0,0.0,0.0,1
7957,6000,0,3,2,27,0,0,0,0,0,2,5412.2,5625.8,5875.4,5925.0,6026.8,5743.2,300.8,350.4,200.0,451.4,0.0,457.4,0
9856,46000,0,2,1,39,-1,-1,-1,-1,-1,-1,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,64.8,0
11410,72000,1,1,2,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12792,10000,1,3,1,22,2,2,2,2,2,2,8049.4,8037.8,8686.8,8863.2,9037.8,9242.8,180.0,780.0,380.0,380.0,380.0,720.0,0
13734,36000,1,2,2,24,-1,-1,-1,-1,-1,-1,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,1
15002,20000,1,1,2,38,3,2,-1,-1,0,0,431.2,230.2,230.2,7099.8,6610.2,7325.4,0.0,230.2,7099.8,2000.0,1325.4,1400.0,0
1197,96000,1,2,1,35,-1,2,-1,-1,2,0,3642.8,2206.2,36424.6,37791.2,35835.8,36349.2,0.0,36424.6,2592.0,0.0,1800.0,10000.0,0
1115,4000,1,2,3,44,2,2,7,7,7,6,480.0,480.0,480.0,480.0,480.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4366,16000,1,2,1,45,0,0,-2,-2,-2,-2,16430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8301,24000,1,2,1,34,-1,-1,-1,-1,0,0,65.2,99.8,374.0,130.4,65.2,0.0,99.8,374.0,130.4,0.0,0.0,341.0,0
6901,96000,0,1,1,37,0,0,0,0,0,2,94063.4,93934.6,90034.4,74363.8,78035.6,76764.4,3701.4,3861.4,2706.8,5600.2,2.8,2313.6,0
6340,4000,0,2,1,45,1,2,0,0,0,-2,4002.2,2150.6,2170.6,2134.0,-24.0,-24.0,0.0,2120.0,160.0,0.0,0.0,0.0,1
9626,58000,1,2,2,29,0,0,0,0,0,0,52985.8,52335.0,52640.8,52722.4,51957.2,41600.0,2464.8,2101.6,1706.0,1755.4,1484.2,1600.4,0
3799,4000,0,2,1,53,0,0,2,2,2,2,3207.8,3950.4,3822.4,4044.6,3761.2,4000.2,800.0,0.0,276.4,0.0,600.0,0.0,1
10142,92000,0,1,1,44,-1,-1,-1,-1,-1,-1,3052.8,10274.4,20623.8,13708.2,5653.8,15188.4,10276.6,20628.4,13708.2,5653.8,15211.2,10428.6,0
12318,6000,1,3,1,54,0,0,0,0,2,0,4857.0,5075.8,5392.8,5861.4,5707.4,6075.6,300.0,400.0,560.0,0.0,460.0,500.0,1
4258,32000,0,2,2,43,0,0,-2,-2,-2,-2,1692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5410,36000,0,2,1,43,-1,0,0,0,0,0,885.0,1109.2,1272.6,1472.6,744.6,529.0,240.0,200.0,200.0,200.0,100.0,200.0,1
17081,2000,1,2,1,43,0,0,0,0,0,0,966.8,360.6,563.8,765.6,781.0,804.6,207.6,210.8,212.6,28.0,36.2,16.0,1
8962,72000,0,1,1,30,0,0,0,-1,-1,-1,19609.6,13913.6,4406.0,99.6,630.0,214.8,800.0,1000.0,99.6,630.0,214.8,483.2,0
3333,36000,0,2,1,47,0,0,0,0,0,0,16994.6,17997.8,18979.0,19747.6,25476.4,31094.0,1200.0,1200.0,1000.0,6000.0,6000.0,4000.0,0
20588,4000,0,1,1,33,0,0,0,0,0,0,4055.2,4026.8,4059.6,3853.8,3850.8,3896.8,265.2,265.2,257.4,132.4,180.6,100.0,0
17856,42000,1,1,1,53,0,0,0,0,0,0,36045.4,37284.6,33922.8,34459.4,35485.4,36479.8,2200.0,1600.0,1400.0,1600.0,1600.0,1800.0,0
12732,6000,1,3,2,26,0,0,0,0,0,0,6048.8,5928.0,6090.2,5878.2,6008.4,5687.2,340.2,320.0,300.0,219.0,300.0,400.0,0
13472,28000,0,1,2,32,0,0,0,0,0,0,26026.8,26295.0,27447.2,24382.8,14242.0,14555.6,1000.0,1600.0,1097.0,1000.0,600.0,400.0,1
20256,86000,0,1,2,35,-1,-1,-1,-1,-1,0,1090.8,463.2,2491.4,5304.4,5790.2,2211.4,465.6,2559.8,5577.6,5804.6,2.4,585.8,0
12552,10000,0,2,1,30,0,0,0,0,0,0,9718.2,7588.8,10027.0,9905.2,3937.2,3874.8,2400.0,2600.0,1000.0,802.0,1200.0,600.0,0
10270,10000,0,1,1,47,0,0,0,0,0,0,9910.0,10327.2,10712.2,10656.6,10611.4,10581.6,548.6,533.6,342.4,352.4,378.8,334.0,0
21925,10000,0,2,2,24,0,0,0,0,0,-1,9882.2,10077.0,10041.4,9794.8,3818.0,156.0,420.0,436.6,242.2,272.4,78.0,156.0,0
21890,10000,1,3,2,55,2,0,0,0,0,0,2748.2,2950.0,3154.8,3417.4,3423.8,3520.4,248.6,253.4,316.0,122.4,151.6,140.0,0
16658,40000,1,2,2,31,-1,-1,-1,-1,-1,-1,543.6,118.0,1794.2,1701.8,5929.0,1460.0,118.2,1796.2,1705.0,5942.6,1461.0,4182.8,0
4540,10000,0,2,1,55,1,2,0,0,-1,-1,8861.2,8664.2,8690.8,8850.8,430.0,337.8,0.0,240.0,200.0,430.0,337.8,0.0,0
17224,40000,1,1,2,33,0,0,0,0,0,0,3914.4,5771.6,10502.4,14384.6,3984.6,-15.4,2000.0,5000.0,4080.0,0.0,0.0,15.4,0
8481,52000,0,2,1,38,-1,-1,-1,-1,-1,-1,3589.8,1138.6,5733.8,241.4,530.8,288.2,1144.4,5762.2,262.6,533.4,289.4,517.6,0
4553,54000,0,2,2,27,0,0,0,0,0,0,28875.2,18274.6,3003.2,2818.4,2863.0,22291.6,1200.0,400.0,200.0,400.0,20000.0,20000.0,0
3945,28000,0,1,2,29,0,0,0,0,0,0,27541.6,28160.8,27527.0,19585.6,19926.8,20204.0,1146.0,1040.0,620.0,640.0,680.0,660.0,0
3730,10000,1,2,2,26,0,0,0,0,0,0,9944.4,9810.4,9848.6,1752.0,1759.2,1835.2,440.0,265.0,98.0,60.0,100.0,100.0,0
6564,40000,0,1,2,28,-1,2,-1,-1,-2,-2,884.0,92.0,19833.0,0.0,0.0,0.0,0.0,19833.0,0.0,0.0,0.0,618.0,0
10056,40000,1,1,2,39,0,0,0,0,0,0,31138.6,31742.0,26649.0,26381.2,27106.6,27561.8,1200.0,1000.0,974.2,1181.0,1098.2,1000.0,0
5388,4000,1,2,2,21,0,0,0,-2,-2,-2,2743.4,1811.6,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0
7084,26000,1,2,1,53,0,0,0,0,0,0,25350.0,23999.4,21747.6,14367.0,12507.8,12381.2,1199.2,829.6,495.4,469.2,528.0,6000.0,0
13249,24000,1,2,1,47,0,0,0,0,0,0,19597.8,20291.6,20768.0,21129.2,17225.4,13453.8,1020.0,1100.0,1034.0,708.6,600.0,647.6,0
4674,100000,1,1,2,28,0,0,0,0,0,0,11615.2,11906.8,10201.2,8872.0,6845.8,7576.0,400.2,1324.0,1203.0,2000.2,827.4,1000.0,0
16573,52000,1,2,2,29,0,0,0,0,0,0,30141.8,30305.4,31016.2,31227.6,29050.2,27956.8,1382.2,1502.8,1351.2,1035.2,1040.0,1140.0,0
12491,30000,0,2,2,34,-1,0,0,0,-1,-1,40837.4,44462.8,1010.2,881.6,346.2,392.0,4000.0,218.6,200.0,346.2,433.8,281.6,0
5795,42000,0,2,1,41,1,2,0,0,0,0,29868.6,29063.8,17267.0,13934.0,11900.4,23898.8,0.0,1000.0,720.0,400.0,400.0,1000.0,0
12587,12000,0,2,1,31,1,2,2,2,0,0,3250.6,3139.0,3688.0,3567.6,3483.4,4420.4,0.0,600.0,0.0,200.0,1000.0,200.0,0
18810,6000,0,1,1,59,-1,-1,-1,-1,-1,0,78.0,78.0,78.0,277.8,736.8,548.8,78.0,78.0,277.8,736.8,0.0,958.8,0
12742,2000,1,1,2,21,0,0,0,2,0,0,1655.6,1577.6,2016.8,1939.8,1939.8,0.0,260.8,500.0,1.2,0.0,0.0,0.0,0
12851,4000,1,3,1,27,3,2,0,0,0,0,3200.8,3090.0,3378.4,3479.2,2803.4,0.0,0.0,339.2,240.0,4.4,0.0,0.0,1
2878,48000,1,2,2,27,-2,-2,-1,2,0,0,880.0,0.0,225.8,225.8,394.2,411.8,0.0,225.8,0.0,200.0,99.2,200.0,1
4608,94000,0,1,2,35,0,0,0,0,0,0,78756.0,74302.2,63605.0,49656.2,50835.0,51322.6,3021.4,2622.2,2000.0,2002.8,1919.6,2008.8,0
18458,40000,0,1,2,32,-2,-2,-2,-2,-2,-2,220.0,148.0,981.6,148.0,1044.2,148.0,148.0,981.6,148.0,1044.2,148.0,178.0,0
12499,96000,0,1,1,47,-1,-1,-1,-1,0,0,2133.6,-0.4,90.8,30039.6,28677.6,31551.6,0.0,91.2,30048.8,583.0,4910.0,20.0,0
21717,76000,1,1,2,33,0,0,0,0,0,0,17968.4,17779.6,12640.6,8977.8,8855.2,6359.8,1600.0,1601.8,1400.0,1200.0,2100.0,1700.0,0
21904,10000,0,2,2,23,0,0,0,0,0,0,9968.4,9966.0,10023.2,9836.8,3836.8,3604.2,400.0,420.0,300.0,200.0,200.0,200.0,0
10807,10000,1,1,2,23,0,0,0,0,0,0,6791.8,7081.8,7224.0,7398.2,7548.8,7823.0,400.0,320.2,294.4,300.0,400.0,1000.0,0
2767,56000,1,2,2,27,1,2,0,0,0,0,59438.4,56892.4,56674.8,47607.8,46803.4,29026.4,0.0,2228.6,1460.0,1204.8,1200.0,700.0,0
10538,20000,1,1,1,45,1,-1,-1,-2,-2,-2,0.0,1044.0,0.0,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,1
16650,20000,1,2,1,31,0,0,0,0,0,-1,18238.4,18261.0,20643.2,17756.4,7029.2,7969.8,800.0,3014.8,3239.4,2622.4,8624.4,8600.0,0
21582,24000,1,1,1,42,-1,-1,-1,-1,-1,-1,68.8,176.2,355.6,377.0,121.4,137.4,176.2,356.2,377.0,121.4,137.4,240.6,1
1801,36000,0,2,1,30,-1,-1,-1,-1,-1,-1,44.0,936.0,0.0,1500.0,820.0,0.0,937.2,0.0,1500.0,820.0,0.0,900.0,0
16391,26000,1,2,2,26,0,0,0,0,-1,0,26063.6,26270.2,26270.4,24386.2,12351.0,12290.6,940.0,1021.6,772.0,16473.4,608.2,400.0,1
9381,16000,1,2,1,24,0,0,0,2,2,2,9715.6,10157.8,10987.2,11147.0,11339.8,11126.4,600.0,1000.0,460.0,400.0,0.0,500.0,0
8217,68000,1,1,2,36,0,0,0,-1,0,0,18387.6,17185.4,14341.4,18539.0,17248.8,14307.6,782.2,1020.8,18539.0,622.8,522.6,473.2,0
11256,48000,0,1,2,36,0,0,0,0,0,0,26295.4,25388.2,12475.6,4031.2,31478.2,31798.2,1201.8,603.4,209.6,30000.8,1122.6,1161.8,0
7040,2000,1,3,1,42,2,0,0,0,0,0,1793.0,1728.0,1882.4,1920.8,1960.0,0.0,245.6,200.0,38.4,39.2,0.0,1627.6,1
19541,104000,1,1,1,43,0,0,0,0,0,0,29224.8,29157.0,29594.4,31423.0,39360.8,4310.0,1204.8,3613.8,6000.0,9361.0,4310.0,257.4,0
7245,28000,1,1,2,29,1,2,0,0,0,0,28984.4,28257.8,27475.4,18652.2,19073.6,19412.6,3.4,1109.4,648.4,702.4,666.6,876.6,0
3935,48000,1,2,1,34,-2,-2,-2,-2,-2,-2,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9354,26000,0,1,2,30,0,0,2,0,0,2,25450.6,27164.4,25586.0,25552.4,26802.0,26709.6,2441.4,0.0,1000.0,2020.0,900.0,0.0,0
9541,4000,0,2,1,32,0,0,0,0,0,0,2932.4,2061.0,2225.4,2585.6,2744.2,2898.4,300.0,260.0,400.0,200.0,200.0,200.0,0
7831,40000,0,1,1,38,-1,-1,-1,-1,-2,-2,609.6,0.0,20000.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0
22459,16000,0,2,2,39,3,2,0,0,0,0,15127.0,14766.0,14993.6,4773.4,4626.0,0.0,0.0,593.6,373.4,92.6,0.0,0.0,1
3055,72000,0,1,1,35,-1,-1,-1,-1,-1,-1,2387.2,4373.0,673.2,1042.0,2661.6,1417.8,4396.6,913.4,1047.2,2674.6,1424.6,1102.0,0
16710,10000,1,2,1,30,0,0,0,0,0,0,9360.0,7479.0,7718.2,8007.4,6452.0,5529.8,320.8,360.0,440.0,280.0,220.0,260.0,1
13954,12000,1,1,2,24,-1,-1,-1,-1,-1,-1,1337.2,209.8,2804.0,976.0,406.8,195.6,209.8,2804.0,976.0,446.6,593.6,1613.4,0
13630,36000,0,2,1,46,0,0,0,0,0,0,19532.0,19040.0,19876.0,15575.2,13098.8,13311.8,1200.0,1401.4,1000.0,600.0,1000.0,500.0,0
6523,10000,0,3,1,43,2,2,2,0,0,0,2082.6,2584.6,2406.0,2530.0,2681.0,2758.6,600.0,0.0,300.0,300.0,200.0,300.0,0
21998,18000,0,4,2,26,-2,-2,-2,-2,-2,-2,572.4,0.0,0.0,200.0,65.2,65.2,0.0,0.0,200.0,65.2,65.2,235.6,1
17206,20000,1,1,2,28,0,0,0,0,0,0,4013.6,4245.2,4514.6,4719.2,4813.6,4935.8,360.0,400.0,280.0,172.6,200.0,400.0,0
16668,80000,1,2,1,30,0,0,0,0,0,0,6133.4,6232.0,4610.8,1690.6,2077.4,1844.4,1006.8,417.2,405.0,1001.2,108.6,342.2,0
9606,40000,1,2,2,36,0,0,0,0,0,0,26338.8,24469.8,22543.0,20508.4,18467.0,16333.4,853.8,778.2,697.6,650.0,551.0,506.0,0
11144,20000,1,1,2,30,-1,2,0,0,-1,-1,2945.8,1138.2,2288.0,1494.0,8819.4,11265.6,0.0,1200.0,0.0,8819.4,3000.0,0.0,0
8845,16000,1,3,1,40,0,0,-1,-1,-1,-2,4549.4,3252.0,1300.0,3105.0,0.0,0.0,600.4,1300.0,3105.0,0.0,0.0,0.0,0
5644,54000,1,2,1,32,-2,-2,-1,0,0,-2,795.8,102.2,2013.8,1842.8,39.8,0.0,102.2,2013.8,37.2,39.8,0.0,0.0,0
12678,20000,0,3,2,45,-1,-1,0,0,0,0,2076.0,14388.8,14497.2,14743.4,14880.4,14637.4,14404.8,805.6,1201.2,603.6,600.0,601.6,0
14047,24000,1,2,2,28,0,0,0,0,0,0,24030.8,24534.8,24631.0,24053.4,24294.2,23731.2,1202.0,1221.6,1166.2,940.0,897.2,974.2,0
9152,10000,0,2,1,25,0,0,2,2,2,2,4279.4,4846.6,4710.2,4969.6,5259.6,5622.4,700.0,0.0,400.0,400.0,480.0,0.0,1
10301,52000,1,1,2,32,-1,-1,-1,-1,-1,0,338.8,1099.8,276.8,417.0,1070.2,635.8,1105.0,278.0,419.0,1072.2,3.0,378.8,0
6325,30000,1,1,2,27,0,0,0,0,0,2,27613.2,28104.4,27744.4,26098.8,29570.2,29107.0,1153.4,1220.0,6000.0,3845.4,0.0,521.2,0
17975,4000,0,2,2,23,0,0,0,0,0,0,4086.4,3388.2,3613.2,3851.8,4014.2,3960.0,256.0,281.0,319.6,282.0,204.2,0.0,0
7673,64000,0,1,1,42,0,0,0,0,0,0,3850.4,4270.2,4163.8,4198.6,3817.8,3212.4,805.4,1009.6,2005.8,2094.0,1405.4,2011.6,0
19544,10000,1,3,1,27,2,0,0,0,2,0,2255.0,7530.2,7699.6,8128.8,7946.2,7131.4,5446.8,350.8,580.0,0.0,253.0,166.4,1
5359,20000,1,2,2,30,2,2,2,2,2,2,19327.6,19698.2,19996.6,20111.0,20660.0,20294.2,860.0,800.0,620.0,900.0,0.0,769.0,1
4311,32000,1,4,1,42,-2,-2,-2,-1,0,0,-316.4,619.4,0.0,407.8,206.6,0.0,1124.8,0.0,407.8,0.0,0.0,0.0,0
8263,58000,0,5,1,38,-2,-2,-2,-2,-2,-2,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21009,34000,1,5,2,30,0,0,0,0,0,0,13361.0,10270.2,7763.2,6495.0,4921.2,4397.6,1029.6,600.0,395.6,940.0,200.0,400.0,0
6750,56000,1,2,1,35,1,-1,2,-1,-1,0,-0.6,29.2,29.2,319.2,334.4,319.2,29.8,0.0,320.0,334.4,312.4,65.2,0
