ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default,result1,xgbresult,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,P1
20718,1,1,1,2,20,2,2,2,0.5,0.5,0.5,16810.4,16957.4,15514.4,15424.6,9964.6,10136,1420,0,700,500,400,400,1,1,1,5,0.2,0,0.2,0.2,0.2,0.7,1
14903,5,1,1,2,30,0.0001,0,0.0001,0.0001,0.0001,0.0001,298.8,107.6,643.6,0,85.8,33.6,107.6,643.6,0,85.8,33.6,33.6,0,0,0,0,1,1,1,1,1,0.2,0
8090,2,1,1,1,35,0,0,0.5,0.5,0.5,0.1,1317.8,580.2,2167.2,5245.4,3718,157,580.2,2167.2,3718,0,157,1740,0,0,0,2,1,1,1,0,1,1,2
9535,4,0,1,2,30,0.0001,2,0.5,0.5,2,0.5,1194.2,1146.4,1293,1893,1858,841.8,0,200,600,0,1000,756,0,0,0,4,0,0.2,0.5,0,1,1,1
6161,1,0,2,1,50,0,0.5,0.5,0.5,0.5,0.5,17163.6,17797.6,10156,10185.8,9747,9949.2,1020,440,440,388.8,440,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
4388,3,1,3,1,60,0,0.5,0.5,0.5,0.5,0.5,32546.8,29398,29840.2,30475.4,31152.8,29660.4,1400,1200,1100,1160,1040,1200,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,2
21173,4,1,2,2,30,2,0.5,0.5,0.5,0.5,0.5,12249,21988.6,44417,44670,42766.2,42112.6,10003.2,24003.6,2014.2,1607.4,1603.6,1761.8,1,0,1,5,0.5,0.7,0.2,0.2,0.2,0.5,3
19704,0,1,3,2,40,0,0.5,0.5,2,0.5,0.5,5260,5259,5233.4,5082.6,5024.4,4089.6,340,620.4,200,203,140,200,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0
2961,2,0,3,1,40,1,0,0.0001,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
16318,3,1,2,1,20,0,0.5,0.5,0.5,0.5,0.5,36912,35718.4,34045,31343.8,30343.2,30703.8,1212.2,1216.2,1014.4,1001.8,1050.8,813.8,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
3560,2,0,2,2,25,1,2,2,2,2,2,32552.2,32938.4,31989.6,32293.8,32425.8,30940.8,1200,2.8,2400,1200,0,2263.6,0,1,1,5,0.2,0.01,0.2,0.2,0,1,3
20052,1,0,1,2,25,0,0.5,0.5,0.5,0.5,0.5,26181,24478,24404.8,22473.4,13564,13319,1213.4,1344.6,813.8,1000,640,600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
10529,2,1,2,2,40,0,0.5,0.5,0.5,0.5,0.5,25654.4,26343.6,27015,26941,28776.6,29128.6,1100,1200.8,600,2100,800,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,1
12465,3,0,1,1,30,0,0.5,2,2,2,2,21359.8,23203,23535.6,23849,24158.8,24759.2,2200.6,1000,1000,1000,1020,1060,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,2
18447,4,0,1,2,30,0,0.5,0.5,0.5,0.5,0.5,15598.8,15819.8,16165.6,16516.6,16937.4,16966.4,600,600,620,700,700,640,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
13531,1,0,3,1,40,0.0001,0.5,0.5,0,0.5,0.5,568,504.4,1100,4341.8,4211.2,4012.2,200,1100,4341.8,183.2,232.2,376.8,0,0,0,3,0.5,1,1,0.2,0.2,0.5,1
16342,4,1,1,2,25,0.0001,0,0.0001,0.0001,0.0001,0.0001,548.2,0.0001,0.0001,2373.6,0.0001,90,0,0,2385.4,0,90.4,763.6,0,0,0,0,0,0,1,0,1,1,1
17670,2,1,2,2,30,0,0.5,0.5,0.5,0.5,0.5,14683,15237.6,15655.2,16249.2,15794.2,16071.8,800.4,800,864.6,700.2,600,540,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
9597,2,1,1,1,40,0.0001,0,0.5,0,0,0.1,964.8,200.2,2682.6,1715.4,1719.2,4859.4,200.2,2682.6,1715.4,1719.2,4859.4,5226.8,0,0,0,0,1,1,1,1,1,1,7
22152,0,0,2,1,30,1,2,2,0.5,0.5,0.5,3222.4,3370.2,3258.4,3602,3682.2,3891,260,0,400,200,300,202,0,1,0,5,0.2,0,0.2,0.2,0.2,1,0
20984,2,1,1,1,25,0.0001,0,0.5,0,0,0.1,72.8,2932.4,0,0,372.2,0.0001,2932.4,0,0,372.2,0,66.8,0,0,0,0,1,1,1,1,0,0.2,0
15079,2,1,2,1,25,0,0.5,0.5,0.5,0.5,0.5,10020.8,6595.6,2355.8,15972.4,7923.4,6818.2,400,401.8,15683.4,1600,600,600,0,0,0,5,0.2,0.2,1,0.5,0.2,0.2,1
4709,1,1,1,2,30,1,2,0.5,0.5,0.5,2,11735.8,11374.2,11255.8,4854.2,10408,5090.6,242,411.2,240,460,0,200,1,1,0,5,0.2,0.2,0.2,0.2,0,1,0
21147,2,1,3,1,40,0.0001,0,0.0001,0.0001,0.0001,0.0001,23827.8,1168.8,733.2,7401,9475.2,258.4,1168.8,738.8,7435.4,9475.2,258.4,9325.2,0,0,0,0,1,1,1,1,1,1,13
15170,1,1,2,2,50,0,0.5,0.5,0.5,0.5,0.5,7659.6,7859,8066.2,8269.2,8402.6,8578,387,394.2,397.2,330.6,341.2,342.8,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,0
5313,4,1,2,1,25,0.0001,0,0.0001,0,0,0.5,1352.8,1300,1352.8,348.6,29830.6,29119.4,1300,1352.8,708.4,32212.8,1014.4,978.2,0,0,0,1,1,1,1,1,0.2,0.2,1
21558,5,1,2,2,25,0.0001,0,0.5,0,0.5,0.5,4629.4,17769.6,8409,80064.2,45936,53080.8,14110.8,9042.6,80194.4,1091.2,20053.4,1506,0,0,0,3,1,1,1,0.2,0.5,0.2,2
1372,4,1,2,1,35,0.0001,0,0.5,0.5,0.5,0.5,3852.2,16392.2,12237.8,7775,3575.2,2662.6,16395,296,600,200,600,2004.8,0,0,0,4,1,0.2,0.2,0.2,0.5,0.7,3
3022,1,1,2,2,25,0,0.5,0.5,0.5,0.5,0.5,3644.8,3985.6,4187.8,4258.2,4346.8,4436.8,400,329.6,200,187.2,192.4,602.6,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
69,3,1,1,2,35,0.0001,0,0.5,0.5,0.5,0.1,1504.8,0,793.6,773.6,0,0,0,793.6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
2504,1,0,2,2,20,0,0.5,0.5,2,0.5,0.5,9627.2,14579.6,7220.6,5876.8,5871.2,5817.8,740,1079.2,1.2,200.6,289.8,204.4,0,0,0,5,0.2,0.2,0.01,0.2,0.2,0.5,0
13480,3,0,2,2,30,0,0.5,0.5,0,0.0001,0.0001,964.2,693.8,0,0,0,209.4,203.4,0,0,0,209.4,11394,0,0,0,1,0.5,1,1,1,1,2,16
209,1,1,1,2,25,0.0001,0,0.5,0,0,0.1,231.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0,0,0,0,1,1,1,1,1,1,0
21896,0,0,3,1,25,0,0.5,0.5,0.5,0.5,0.5,3213.2,3495.4,3408.2,3647.8,3583.8,3479.6,400,280,300,200,200,200,1,0,0,5,0.2,0.2,0.2,0.2,0.2,1,0
22100,4,0,1,2,30,0.0001,0.5,0.5,0.5,0,0.1,6213,5183.6,4179.8,2993.2,1135.2,26807.6,400.8,600,208.2,1135.2,27137.4,838.4,0,0,0,3,0.2,0.2,0.2,1,1,0.2,1
20932,4,1,2,1,25,0.0001,0,0.0001,0.0001,0.0001,0.0001,2119.6,289.2,408.2,916.4,414,0,314.2,408.2,916.4,414,0,620,0,0,0,0,1,1,1,1,1,1,1
11459,3,1,2,1,30,0,0.5,0.5,0.5,0.5,0.5,20943.4,20431.8,20473.8,16097.6,16430,16963.6,1060,700,600,600,800,800,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
7742,2,1,2,2,25,1,2,0.5,0.5,0.5,0.5,3247.4,3138.4,3424,3567.2,3679.2,3787,0,400,200,200,200,200,0,1,0,5,0,0.2,0.2,0.2,0.2,1,0
14394,1,1,2,1,35,0,0.5,0.5,0,0.5,0.5,4121.2,3750,0,6257.6,5467,6125.2,400,0,19000,200,740,3.2,0,0,0,3,0.2,1,1,0.2,0.2,0.01,0
13487,2,0,3,2,40,0,0.5,0.5,0.5,0.5,0.5,33415.4,34193,34508.2,31909.2,27482,27336,2455,2000,1601.8,1200,6000,1064.4,0,0,0,5,0.2,0.2,0.2,0.2,0.5,0.5,2
4858,4,0,1,2,25,0,0.5,0.5,0,0,2,8211.4,2230,1259.6,27661.4,29909.6,29726.4,260,200.2,27661.4,3399.2,1002,19.2,0,0,0,4,0.2,0.2,1,0.2,0.2,0.01,0
3985,1,1,2,2,20,0,0.5,2,0.5,0.5,0.5,3640.2,5305,2593.8,2751.6,2878,3314.2,2962.6,200,200,200,600,200,0,0,0,5,0.7,0.2,0.2,0.2,0.2,0.5,0
8808,1,0,2,2,30,0,0.5,2,2,3,2,1188.4,1635.2,1778.2,1904.4,1816.8,1758.4,500,200,184.6,0,0,80,0,1,0,5,0.5,0.2,0.2,0,0,0.5,0
17486,2,1,1,2,30,0.0001,0,0.5,0.0001,0.0001,0.1,46.4,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,1,1,1,1,1,0,0
8530,0,1,4,2,20,0,0.5,0.5,0.5,0.5,0.5,3515.2,3526.4,3677,3731.4,1707.8,0,300,240,200,200,0,0,0,0,0,4,0.2,0.2,0.2,0.2,1,0,0
13428,1,0,2,1,25,3,2,2,4,4,4,80,80,80,80,80,80,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0
20126,1,0,1,2,30,0,0.5,0.5,0.5,0,0.1,11959.2,12144.4,6204.6,0.0001,0.0001,6946.4,1000,2803.2,0,400,7600,1200,0,0,0,2,0.2,0.5,0,0,1,0.7,2
18221,0,0,2,2,40,0,0.5,0.5,0.5,0.5,0.5,5823.8,5965.4,5916.6,5833.2,5813.2,5801.6,300,403.8,280,120,116,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0,0
17198,1,1,1,2,30,0.0001,0,0.5,0,0,0.1,1113.2,1156.6,1202.2,1156.6,451.4,1651.4,1200,1202.2,1156.6,451.4,1200,0,0,0,0,1,1,1,1,1,1,0,0
9041,1,0,3,1,50,2,0.5,0.5,0.5,0.5,0.5,8433.2,8737.4,8824.2,8672,8111,6261.8,440,326.4,222.6,267.2,628.4,425.2,1,1,1,5,0.2,0.2,0.2,0.2,0.2,1,1
16455,1,1,2,2,25,0,0.5,0.5,0,0,0.1,10586.8,10843.4,10478.8,426.2,148.8,151.6,600,212.8,500,200,200,200,0,0,0,2,0.2,0.2,1,1,1,0.7,0
20659,0,0,2,1,60,1,2,2,0.5,0.5,0.5,3507.8,3712.6,3596.4,3731.8,3807,4047.2,322.4,0,257.8,133,298.2,0,0,1,0,5,0.2,0,0.2,0.2,0.2,0,0
5894,3,1,1,2,30,1,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,40,0,0,40,17.2,0,0,0,0,0,0,0,0,0,1,0
4113,0,1,2,2,20,0,0,0.5,0,0.0001,0.0001,4000,337,0,0,0,0,337,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
837,1,0,1,2,25,0.0001,0,0.0001,0.0001,0,0.1,2372.4,371.2,0.0001,967.8,1913.4,2281.4,372.2,0,970.6,1913.4,400,0,0,0,0,1,1,0,1,1,0.2,0,0
12398,4,0,1,2,25,0,0.5,0.5,0.5,0.5,0.5,74548.6,75538.4,67578.4,59745.8,48633.8,26795.4,4001.6,3011.4,2020,2000,2000,3000,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,4
8923,3,1,3,2,25,0,0.5,0.5,0.5,0.5,0.5,37705.2,37690.8,35326.8,31931,27854.6,23597.2,1400.4,1300,1200,1100,800,769.4,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
564,1,1,1,2,20,2,0.5,0.5,0.5,0.5,0.1,16942,17466.8,17572.4,3777.8,0.0001,14713.6,800,651.6,200,0,15500,0,0,1,1,3,0.2,0.2,0.2,0,1,0,0
19265,2,1,3,1,40,1,0,0.5,0.5,0,0.0001,0.0001,9981.8,9364.8,0.0001,28764.8,30300,10354.4,460,435.2,29200,1900,0,0,0,0,2,1,0.2,0,1,0.2,0,0
9102,3,1,2,2,20,1,0,0.0001,0,0,0.1,0,0,0,377.6,955.4,950.4,0,0,377.6,955.4,950.4,377.6,0,0,0,0,1,1,1,1,1,1,1
14012,0,1,1,2,25,0.0001,0,0.5,0.0001,0.0001,0.0001,946.8,0,0,0,0,0,0,0,0,0,0,637.4,1,0,0,0,1,1,1,1,1,1,1
18897,0,1,2,2,20,1,0,2,0.5,0.5,0.5,3334.8,3832.4,3706.8,3660.8,3694.6,0,4472.4,0,1640,73.8,0,0,0,1,0,3,1,0,0.5,0.2,1,0,0
340,3,0,2,2,35,0,0.5,0.5,0,0.5,0.5,51138.2,52547.2,7327.6,24477.6,25480.4,26214.8,2800,1004.4,26000,1400,1200,1200,0,0,0,4,0.2,0.2,1,0.2,0.2,0.2,2
4957,0,1,2,2,20,0,0.5,0.5,0.5,0.5,2,1192.8,1429,1628.8,1772.2,2020.8,1960.6,256.8,256.6,200,307,0,200,0,0,0,5,0.2,0.2,0.2,0.2,0,1,0
12073,1,1,2,2,40,1,0,0.5,0,0.0001,0.0001,0.0001,16430,0,0,0,0,16750,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
22447,0,0,2,2,40,0,0.5,2,0.5,0.5,0.5,2138,3005.4,2900.6,3047.6,2967.6,3028.2,970.8,0,280,0,60.6,0,0,1,0,5,0.5,0,0.2,0,0.2,0,0
21375,3,1,2,2,30,0.0001,0,0.0001,0,0.5,0.5,1676.6,595.2,2247.4,5500,5500,6776,597,2249.4,5500,0,4276,0,0,0,0,2,1,1,1,0,0.7,0,0
21999,1,0,1,2,25,0.0001,0,0.5,0,0,0.1,374.4,898,811.2,2156.4,637.4,3703,900.6,813.2,2180,639.2,3708.6,643,0,0,0,0,1,1,1,1,1,0.5,1
14733,5,1,1,2,25,0,0.5,0.5,0.5,0.5,0.5,16463,34178.8,32044.6,32178.8,33049.2,33996.6,18030,1403.6,1400,1400.4,1601.4,1607.6,0,0,0,5,0.7,0.2,0.2,0.2,0.2,0.5,2
600,2,1,2,1,30,0,0.5,0.5,0.5,0.5,0.5,7429.6,7150.8,6846.4,6466.2,6067.4,5602.4,400,400,488.8,268.4,207.6,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
18242,4,0,1,2,30,0,0.5,0.5,0.5,0.5,0.5,82615.2,82802.6,83417.2,69669,57430,52243.8,3009.6,3215.6,2527.6,10140,4002.8,2025.4,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,3
10271,3,0,2,2,40,0,0.5,0.5,0.5,0.5,0.5,54922,54974,51751.8,45090.8,45006.4,45139.6,2111.2,2010,1674,1702,1650,2134.2,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,3
8748,1,1,3,1,25,2,2,2,2,2,2,5471.6,5684.4,5771.6,5857.8,5737,6169.4,360,240,240,0,560,240,0,1,1,5,0.2,0.2,0.2,0,0.2,1,0
11052,4,1,2,2,40,0.0001,0,0.5,0,0,0.1,997.6,597.2,19373.6,6749,1028.6,320.2,600.6,19470.6,6782.6,1033.6,322.2,0,0,0,0,0,1,1,1,1,1,0,0
21110,4,1,2,1,40,0.0001,0.5,0.5,0,0,0.1,14201.2,7413.2,9803.6,6552,6297.8,4463.2,7289.6,9766.6,6585.6,6329.2,4485.6,7596.8,0,0,0,2,1,1,1,1,1,1,11
14635,3,1,1,2,30,0,0.5,0.5,0.5,0.5,0.5,13868.6,14117,14286,14767.4,14654.2,14853.2,800,800,801.4,2798,411.2,524.6,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,1
4640,1,0,1,2,40,0,0.5,0.5,0.5,0.5,0.5,10708,10664.2,9852.6,5812.6,5328.8,5440.2,213.2,10009,198.4,200,200,201.6,0,0,0,4,0.2,1,0.2,0.2,0.2,0.2,0
15053,4,1,1,2,35,1,2,0.5,0.5,0.5,0.5,948.2,906.8,1298.2,1684.4,1733,0,0,400,400,48.6,0,0,1,1,0,4,0,0.5,0.5,0.2,1,0,0
22223,2,0,1,2,25,0.0001,0,0.5,0,0,0.1,224.8,3642.6,878,203.2,949,0,3642.6,878,203.2,949,0,0,0,0,0,0,1,1,1,1,1,0,0
19426,5,1,2,2,25,0,0.5,0.5,0.5,0.5,0.5,46991.4,43091.8,40343,28235.4,26070.4,25284.4,1617.2,1482.4,944.2,770.8,724.4,686.6,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
399,1,0,2,3,25,0,0.5,0.5,0.5,0.5,0.5,19507.6,9837.4,3503.6,3542,3615.8,3660.4,490.8,317.6,156,160.6,134.6,127.4,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0
6054,0,0,2,2,30,0,0,0.5,0.5,0.5,0.5,5914.8,5332.6,5546.2,11271.8,5769.4,2606,5600,467.2,400,509.2,200,0,0,0,0,4,1,0.2,0.2,0.2,0.2,0,0
15327,0,0,2,2,25,0.0001,0,0.5,0,0,0.1,332.6,332.4,294.6,324.6,324.6,332.6,332.4,294.6,324.6,324.6,332.6,324.6,0,0,0,0,1,1,1,1,1,1,0
18550,2,0,1,1,35,1,2,0.5,0.5,0.5,0.5,2892,2565,2762,2963,3269.4,3506.2,0,300.4,400,400,302.6,300.8,0,1,0,5,0,0.2,0.2,0.2,0.2,1,0
5279,1,0,1,1,50,2,2,2,2,3,2,22518.6,22524.6,23051.6,23924,23785.6,24323.8,660,1200,1560,300,960,0,0,1,1,5,0.2,0.2,0.2,0.2,0.2,0,0
9692,2,0,2,2,25,2,2,0.5,0.5,0.5,0.5,7518.8,6086.4,4069.2,3889.4,1684,1726.2,0,230,132.8,100,100,200,0,1,1,5,0,0.2,0.2,0.2,0.2,1,0
980,2,0,2,1,40,0.0001,0,0.5,0,0,0.5,87,87,127,416.8,32222,29988.2,87,127,416.8,32222,1160,827.6,0,0,0,1,1,1,1,1,0.2,0.2,1
17557,1,1,2,2,40,1,4,3,2,2,2,2004.8,1944.6,1885.4,1815,2007.4,2500.6,0,0,0,200,0,52.8,0,1,1,5,0,0,0,0.2,0,1,0
16527,2,1,2,2,25,0.0001,0,0.5,0,0,0.1,1507.8,1300,1300,9182.8,293,120,1300,1300,9182.8,293,120,191.6,0,0,0,0,1,1,1,1,1,0.2,0
16628,2,1,2,2,25,0,0.5,0.5,2,0.5,0.5,928.8,1134,1621.4,1504.6,1669,3806,252.6,540,0,200,2200,141.4,0,0,0,5,0.5,0.5,0,0.2,0.7,0.5,0
6755,1,1,3,2,40,0,0,0.5,0,0,0.5,300,400,276.4,0.0001,2731.2,2785.4,400,276.4,0,2785,99.6,103.2,0,0,0,1,1,1,0,1,0.2,0.2,0
5737,1,1,3,1,40,0,0.5,0.5,0.5,0.5,0.5,2875.2,3074.8,2239,1789.6,1828.6,1200.6,255.6,217.2,116.2,54.6,45.4,32.4,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0
8886,5,1,2,1,30,0,0.5,0.5,0.5,0.5,0.5,43735,45103.8,46002.2,46927.8,47900.4,48865.6,1743.4,1600,1334.2,1376.4,1392,1750.2,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,3
14634,2,1,1,2,25,0,0.5,0.5,0.5,0.5,0.5,39850.2,41028.6,38452,33702.2,28996,30741.2,1805,1701.4,1148,1025.6,2200,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0,0
1854,0,0,1,2,25,2,2,3,2,2,2,2102.4,2408.8,2312.4,2216,2340,2471.4,400,0,0,160,200,100,1,1,1,5,0.2,0,0,0.2,0.2,0.7,0
20171,2,0,1,2,25,0,0.5,0.5,2,0,0.1,1845.6,1506.4,1449.2,701.2,475.2,24737.4,420,664,0,480,25437.4,437.4,0,0,0,3,0.5,0.5,0,1,1,0.2,1
21659,3,1,3,1,40,0,0.5,0.5,0.5,0.5,0.5,33265,33016.2,33898.4,34587.2,27236.4,27872.4,1337.2,1407.4,1271.6,983.6,1084,893.2,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
22197,3,0,5,1,35,0,0.5,0.5,0.5,0.5,0.5,3700.6,3923.2,4145,4361.4,4243.2,4466.2,600,600,600,200,400,1000,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
16556,4,1,2,2,25,0,0,0.5,0,0.5,0.1,10575,11108.8,198.8,1006,913.6,100,11108.8,198.8,1006,0,100,30,0,0,0,1,1,1,1,0,1,0.2,0
8806,0,0,2,2,35,0,0.5,0.5,0.0001,0.0001,0.0001,3680,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
12873,0,1,3,2,25,0,0.5,0.5,0.5,0.5,0.5,4057.6,4058.6,4039.2,3955.4,4026,3870,300,280,400,600,200,200,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0
3239,0,0,2,2,30,0,0.5,0.5,0.5,0.5,0.1,5602.8,5849.6,5850.8,3967.4,2958.6,80.8,338.8,240,1739.4,400,200,551.8,0,0,0,4,0.2,0.2,0.5,0.2,1,1,1
5820,0,0,2,2,30,1,2,0.5,0.5,0.5,0.1,3487.8,3374.4,3496.6,1830.4,0,0,0,200,36.6,0,0,0,0,1,1,3,0,0.2,0.2,1,1,0,0
9768,1,0,1,1,25,0,0.5,0.5,0.0001,0.0001,0.0001,15685.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
221,0,0,2,2,25,0,0.5,2,0.5,0.5,0.5,1403,2045.4,1912,1980.2,1992.6,2036.4,701.4,0,100,74,78.6,140,1,1,0,5,0.5,0,0.2,0.2,0.2,1,0
21723,4,1,2,1,30,0,0.5,0.5,0.5,0.5,0.1,31694.2,8826.2,6484.6,3764.8,0,4216.4,328.8,287.2,200,0,4216.4,45709.6,1,0,0,3,0.2,0.2,0.2,1,1,1,65
20393,1,0,2,2,25,1,0,0.5,0,0.5,0.1,0,65.2,65.2,130.4,65.2,65.2,130.4,65.2,130.4,0,65.2,65.2,1,0,0,1,1,1,1,0,1,1,0
11427,1,1,3,1,40,0,0.5,0.5,0.5,0.5,0.5,11252.2,11154.6,11190.6,11112.4,11012.6,10963.8,398.6,525.4,540,500,460,600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
15548,3,0,3,1,40,0.0001,0,0.5,0.5,0.5,0.5,2837.2,550.4,8334.6,6743,3391,2700,567.2,8344.2,418,71.2,13.4,1632.4,0,0,0,3,1,1,0.2,0.2,0.01,1,2
12424,3,0,1,1,25,0,0.5,0.5,0.5,0.5,0.5,15963.8,12970.2,7552.4,3285,2435.4,9129.6,704.8,588.2,402.6,54,8531.8,20000.4,0,0,0,5,0.2,0.2,0.2,0.2,1,1,29
20160,2,0,2,2,30,1,2,2,2,2,2,26680.2,27140.6,28455,28885.4,29340.4,30129.4,1200,2055,1200,1200,1220,0,0,1,1,5,0.2,0.2,0.2,0.2,0.2,0,0
7395,2,1,1,1,25,0.0001,0,0.5,0.0001,0.0001,0.0001,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
9698,2,0,2,2,35,0,0.5,0.5,0.5,0.5,0.5,3127.4,3512,3353,3728.2,3730.8,3245.8,603.4,604.6,1002.8,1002.4,402.4,402,0,0,0,5,0.2,0.2,0.5,0.5,0.2,0.7,1
16640,3,1,2,2,25,0,0.5,0.5,0.5,0.5,0.1,3008.4,5765.4,9182.6,8931.2,4938.4,1441.6,3000,4000,7418.4,4000,1441.6,6800,0,0,0,4,0.7,0.5,1,1,1,1,10
21411,1,1,1,2,30,0.0001,0,0.5,0.5,0.5,0.1,2034.8,1730.2,3880.8,3899.6,1954.2,221.2,1730.2,3880.8,2000,400,221.2,735,0,0,0,2,1,1,0.7,0.5,1,0.5,1
18655,2,0,2,2,35,0.0001,0,0.5,0,0,0.1,147,147,147,147,147,147,147,147,147,147,147,147,0,0,0,0,1,1,1,1,1,1,0
653,3,1,2,2,30,0,0.5,0.5,0.5,0.5,0.5,62080.6,63009.6,62817,63526.2,63164,61099.6,2402.4,2402.4,2203.2,2217.6,2406.2,2406.2,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,3
12906,1,1,1,2,25,2,3,2,2,2,2,6808.8,6640.4,6874,6961.2,7086.6,7243.2,0,400,260,300,300,300,1,1,1,5,0,0.2,0.2,0.2,0.2,1,0
9719,1,0,2,1,30,2,0.5,0.5,0.5,0.5,0.5,13278.6,13565.4,13840.4,14030.6,14293.6,14586,620,620,540,520,530,560,1,1,1,5,0.2,0.2,0.2,0.2,0.2,1,1
1172,2,1,1,2,30,0.0001,0,2,0.5,0.5,0.1,0,2641.2,2045.4,79.6,0,0,2641.2,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0
2427,4,1,3,1,40,2,0,0.5,0,0,0.1,1104.6,1606.6,0,110,0,0,1607.4,0,110,0,0,0,1,0,0,0,1,1,1,1,1,0,0
20267,1,0,1,2,30,0,0.5,0.5,0.5,2,0.5,19914.6,31896,11253.4,2357.6,2280,2283.8,557.4,270.6,347.8,0,200,229.4,0,0,0,5,0.2,0.2,0.2,0,0.2,1,0
8248,1,0,3,1,35,0,0.5,0.5,0,0,0.1,2169.8,740.2,920,460,0,0,220.2,200,460,0,0,0,0,0,0,2,0.5,0.5,1,1,1,0,0
9584,1,1,3,2,40,0,0.5,0.5,0.5,0.5,0.5,16787.8,17316.6,17402.8,9258.6,9515.2,9332.6,800,500,400,400,400,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
16306,1,1,1,2,20,2,2,2,2,0.5,0.5,9009.8,8675.8,9219.4,8837.4,8633,7593.4,0,725.6,1.6,300,298,260.6,1,1,1,5,0,0.2,0.01,0.2,0.2,1,0
13296,5,1,1,2,50,0,0,0.5,0,0,0.5,5221.2,1799.8,0,0,2192.2,2269.8,1799.8,0,0,2192.2,100.6,89.6,0,0,0,1,1,1,1,1,0.2,0.2,0
21932,0,0,1,2,20,0,0.5,0.5,2,2,2,2363.8,2568,3083.2,3113.4,3004.4,3371,304.8,620,139.2,0,447.4,0,0,0,0,5,0.2,0.5,0.2,0,0.2,0,0
18066,1,0,1,2,25,0,0.5,0.5,2,0.5,0.5,16880.8,17221.8,18428,17659.2,17671.4,17101.2,620,1620,0,640,600,700,0,0,0,5,0.2,0.2,0,0.2,0.2,1,1
7898,1,1,3,2,40,0,0.5,0.5,0.5,0.5,0.5,10843.2,5519.2,5754.4,3813.4,3893.4,1849.4,800,400,200,200,66.2,68.6,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0
11048,2,0,2,1,35,0,0.5,0.5,0.5,0.5,0.5,18740,19198.2,3008,2814.8,2951.6,3088.4,902.4,402,200,200,200,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0,0
