ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,Default,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,c00,c04,c05,xgbresult
5887,6.0,1,1,2,25,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.0,6,7,8,0.0
9365,4.0,1,2,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.0,1.0,7,9,10,0.0
2944,44.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,4,1,1,0.0
7139,10.0,0,2,2,20,1,2,2,2,2,1,5,0.0,0.2,0.2,0.2,0.2,1.0,6,6,8,1.0
12198,80.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2,2,2,0.0
1971,10.0,1,2,2,20,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
6185,40.0,1,1,2,30,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
20492,20.0,0,1,1,30,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,0,2,2,0.0
8303,16.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,5,5,0.0
18678,56.0,0,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2,3,4,0.0
19342,40.0,1,1,2,30,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
17217,84.0,1,2,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,4,4,0.0
12194,38.0,1,1,1,25,0,0,2,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.7,9,4,4,0.0
15164,30.0,1,1,1,50,1,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
19218,28.0,1,3,1,40,0,0,-1,0,0,0,3,1.0,1.0,0.2,0.2,0.2,0.2,9,6,6,0.0
21292,78.0,1,1,1,40,0,0,0,0,0,0,4,0.2,0.2,0.5,0.7,0.0,1.0,7,0,-2147483648,0.0
9490,20.0,0,3,2,25,0,0,0,0,0,0,3,0.2,0.2,0.2,10.0,0.0,0.0,4,-2147483648,-2147483648,0.0
8968,26.0,0,3,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,6,6,0.0
10182,8.0,1,2,2,25,2,2,2,2,2,1,5,0.5,0.0,0.2,0.2,0.0,1.0,0,2,2,1.0
14386,34.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,8,6,4,0.0
16717,16.0,1,1,2,25,3,2,0,0,0,1,5,0.0,0.2,0.2,0.2,0.2,1.0,10,5,6,1.0
19622,42.0,1,1,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,5,5,4,0.0
16781,84.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,2,1,0.0
21718,100.0,1,1,2,40,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
9616,56.0,0,1,1,50,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
1582,32.0,1,2,1,40,1,2,2,2,2,0,5,0.2,0.2,0.0,0.2,0.0,1.0,3,3,3,1.0
3054,16.0,1,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,5,4,4,0.0
68,4.0,0,3,2,40,2,2,0,0,0,0,5,0.0,0.2,0.2,0.2,0.0,1.0,3,5,5,1.0
4651,6.0,1,3,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,8,9,11,0.0
5670,26.0,1,2,1,35,-1,-1,-1,0,-1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
17536,26.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,8,9,0.0
16906,52.0,1,2,1,40,0,0,0,2,2,0,5,0.2,0.2,0.0,0.5,0.0,1.0,0,0,0,0.0
14298,14.0,1,1,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,8,6,5,0.0
1292,18.0,0,1,2,25,0,0,0,2,2,0,5,0.2,0.2,0.2,0.2,0.2,0.7,6,7,8,0.0
20355,40.0,0,1,1,40,2,2,2,2,2,1,5,0.2,0.2,0.0,0.2,0.2,0.7,3,3,3,1.0
13784,28.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2,1,1,0.0
9118,6.0,0,3,2,50,0,0,0,0,2,0,5,0.2,0.2,0.2,0.2,0.2,0.0,8,9,10,0.0
3902,46.0,0,1,2,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.5,0.2,0.5,9,4,10,0.0
8628,52.0,1,1,1,35,1,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
705,40.0,1,2,1,30,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
12093,32.0,1,2,2,40,0,0,-1,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,4,-2147483648,-2147483648,0.0
1804,4.0,0,2,2,35,-1,-1,-1,0,0,0,2,1.0,1.0,0.2,0.0,1.0,0.0,5,4,-2147483648,0.0
845,60.0,0,1,1,35,-1,-1,-1,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
598,46.0,1,1,2,25,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
9149,48.0,1,2,1,40,1,2,0,0,0,1,5,0.0,0.2,0.2,0.2,0.5,1.0,5,5,0,0.0
4717,80.0,0,1,1,40,-1,-1,-1,-1,-1,0,0,0.0,1.0,1.0,1.0,1.0,0.5,0,-2147483648,-2147483648,0.0
4198,80.0,1,1,2,40,-1,-1,-1,0,0,0,2,1.0,1.0,0.7,0.0,1.0,0.0,0,0,-2147483648,0.0
16780,36.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.5,0.2,1.0,5,1,2,0.0
6147,32.0,1,2,2,40,-1,2,-1,0,-1,0,3,0.0,1.0,0.0,1.0,0.0,0.0,0,-2147483648,0,0.0
22106,30.0,0,2,1,30,-1,-1,-1,0,-1,0,2,1.0,1.0,0.7,1.0,0.0,1.0,-2147483648,-2147483648,0,0.0
8013,4.0,0,3,1,50,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,8,9,4,0.0
9748,46.0,1,2,1,40,2,2,2,0,0,1,5,0.2,0.01,0.2,0.2,0.2,1.0,9,8,9,1.0
19350,60.0,1,5,2,35,-2,-1,-1,-1,0,0,2,1.0,1.0,1.0,0.5,0.2,0.2,-2147483648,0,0,0.0
14505,22.0,1,3,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,4,1,1,0.0
12002,26.0,1,2,2,25,0,0,2,0,0,0,5,0.5,0.0,0.2,0.5,0.5,1.0,1,2,2,0.0
15311,6.0,0,2,2,25,0,0,0,0,0,0,4,0.2,0.2,0.2,0.2,0.0,1.0,0,7,-2147483648,0.0
21908,4.0,0,2,2,20,0,-1,-1,-1,0,0,2,1.0,1.0,1.0,0.2,0.2,0.2,2,9,10,0.0
6993,100.0,0,2,1,35,0,0,0,0,0,1,5,0.2,0.2,1.0,0.2,0.2,0.2,6,4,4,0.0
15283,30.0,0,2,1,20,0,0,-1,-1,-1,0,1,1.0,1.0,1.0,1.0,0.2,0.2,9,-2147483648,5,0.0
21737,22.0,1,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.5,0.5,4,3,3,0.0
19847,56.0,1,3,2,40,-2,-1,-2,-1,-1,0,1,1.0,1.0,1.0,1.0,0.2,0.5,-2147483648,-2147483648,4,0.0
10974,70.0,1,0,2,50,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.2,0,-2147483648,-2147483648,0.0
19455,30.0,1,2,1,35,0,0,0,0,0,0,4,0.2,0.2,0.2,0.2,1.0,1.0,7,1,-2147483648,0.0
1829,6.0,0,2,2,20,2,0,0,0,2,1,5,0.2,0.2,0.2,0.0,0.2,0.0,8,9,10,1.0
2299,86.0,1,2,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,2,2,0.0
19421,52.0,1,2,2,30,-2,-1,-2,-2,-2,0,0,0.0,1.0,1.0,1.0,1.0,0.7,-2147483648,-2147483648,-2147483648,0.0
21027,86.0,1,3,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,6,5,4,0.0
4071,10.0,1,3,1,40,0,0,2,0,0,0,5,0.2,0.0,0.2,0.2,0.2,0.7,6,4,4,0.0
20115,56.0,0,1,2,25,-2,-1,-2,-2,-2,0,0,0.0,1.0,1.0,1.0,1.0,0.7,0,-2147483648,-2147483648,0.0
9465,6.0,1,2,1,40,2,2,0,0,0,1,5,0.0,0.2,0.5,0.2,1.0,0.7,8,7,0,1.0
7131,56.0,1,1,2,30,-1,2,2,-1,2,0,2,0.0,0.0,1.0,0.0,1.0,1.0,-2147483648,0,-2147483648,0.0
14797,34.0,1,1,2,30,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.7,0,-2147483648,-2147483648,0.0
1731,6.0,1,1,2,25,1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
9456,10.0,1,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,1,1,0.0
15017,4.0,1,3,2,30,1,-1,3,2,2,0,2,1.0,0.0,0.0,0.0,0.0,1.0,-2147483648,-2147483648,-2147483648,0.0
3545,20.0,0,2,2,30,-1,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,9,9,0.0
1741,10.0,0,2,1,20,-1,-1,-1,0,0,0,3,1.0,1.0,0.2,0.2,0.2,0.5,-2147483648,3,3,0.0
4237,10.0,0,3,1,30,0,0,0,2,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,3,3,3,0.0
20015,12.0,0,2,2,20,2,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.0,10,6,6,1.0
18812,54.0,0,1,1,50,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.2,-2147483648,-2147483648,-2147483648,0.0
19569,32.0,1,2,1,35,-1,-1,-1,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
15858,12.0,0,2,1,35,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,5,4,4,0.0
19359,40.0,1,1,1,35,-2,-1,-2,-2,-2,0,1,1.0,1.0,1.0,0.5,1.0,0.0,0,0,-2147483648,0.0
14820,62.0,1,1,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,4,3,3,0.0
14411,40.0,1,1,2,30,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.7,0,-2147483648,-2147483648,0.0
2957,82.0,1,1,2,30,1,-1,-1,-1,-2,1,0,1.0,1.0,1.0,1.0,1.0,0.0,-2147483648,-2147483648,-2147483648,0.0
14967,20.0,1,2,1,30,1,-1,-2,-2,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,-2147483648,-2147483648,-2147483648,0.0
203,10.0,0,2,2,25,3,2,2,0,0,1,4,0.2,0.0,0.2,0.2,1.0,1.0,2,2,-2147483648,1.0
20969,10.0,1,1,2,25,2,2,2,2,2,0,5,0.0,0.2,0.2,0.0,0.2,1.0,5,6,6,1.0
14186,10.0,1,2,2,25,1,3,3,2,2,1,5,0.2,0.0,0.0,0.2,0.2,1.0,8,8,10,0.0
4973,6.0,1,3,1,40,2,2,2,2,2,1,5,0.2,0.0,0.2,0.2,0.0,1.0,5,6,8,1.0
7408,16.0,1,2,1,25,1,2,2,0,0,0,5,0.2,0.0,0.2,0.2,0.2,1.0,6,6,6,0.0
21562,30.0,1,1,2,30,2,2,2,2,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,7,7,9,1.0
14685,46.0,1,2,1,40,-1,-1,-1,-1,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,-2147483648,0,-2147483648,0.0
10689,20.0,1,2,1,25,2,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,9,2,2,1.0
10687,100.0,1,1,1,35,-1,-1,-1,-1,0,0,2,1.0,1.0,1.0,0.2,0.2,0.2,-2147483648,3,3,0.0
440,4.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.0,1.0,6,8,9,0.0
13490,46.0,0,1,1,30,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.7,9,5,10,0.0
16213,6.0,1,2,2,20,-1,0,0,0,0,0,5,1.0,0.2,0.2,0.2,0.2,0.5,-2147483648,9,10,0.0
17379,46.0,1,1,2,30,1,-1,-1,-1,0,0,2,1.0,1.0,1.0,0.2,0.0,0.2,-2147483648,0,0,0.0
1456,36.0,1,1,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.2,0,-2147483648,-2147483648,0.0
14122,56.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,5,5,5,0.0
16260,42.0,1,2,1,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0,0,0,0.0
2802,16.0,0,2,2,30,1,2,0,0,0,0,5,0.5,1.0,0.2,0.2,0.2,0.2,2,6,6,0.0
10256,6.0,1,2,2,20,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.0,10,6,4,0.0
5271,54.0,1,1,2,25,-1,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.0,0.5,5,1,0,0.0
10511,30.0,0,2,1,35,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,1,2,2,0.0
13124,30.0,1,2,2,25,-1,-1,-1,-1,-1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,-2147483648,-2147483648,0,0.0
16256,12.0,1,3,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,4,4,4,0.0
17013,28.0,1,2,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,3,3,0.0
2107,100.0,0,1,1,40,0,0,0,0,0,0,4,0.5,0.2,0.01,0.01,1.0,0.2,1,1,-2147483648,0.0
1935,4.0,1,3,2,20,1,2,0,0,2,1,5,0.0,0.2,0.2,0.2,0.0,1.0,8,9,11,1.0
13886,12.0,1,2,1,20,2,2,0,0,0,1,5,0.0,0.2,0.2,0.2,0.2,1.0,4,4,4,1.0
2670,40.0,1,1,2,30,-1,-1,-1,-1,0,0,1,1.0,0.0,1.0,0.0,1.0,1.0,-2147483648,0,-2147483648,0.0
17447,30.0,1,2,2,35,0,0,2,2,0,0,5,0.2,0.2,0.0,0.2,0.2,0.0,1,1,1,0.0
7008,42.0,0,2,2,30,2,2,0,0,2,1,5,0.0,0.2,0.2,0.2,0.2,1.0,9,5,5,1.0
9675,28.0,1,1,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,-2147483648,-2147483648,0.0
20269,20.0,0,2,2,30,2,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,6,8,1.0
5932,28.0,1,1,1,40,-2,-1,-2,-2,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
20699,30.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,1,1,0.0
12648,56.0,0,1,1,40,1,-1,-1,-1,-1,1,0,1.0,1.0,1.0,1.0,1.0,0.5,-2147483648,-2147483648,-2147483648,0.0
8951,10.0,1,1,1,40,0,0,0,0,2,0,5,0.2,0.2,0.2,0.0,0.2,0.7,9,5,5,0.0
12951,10.0,1,2,1,35,0,0,0,0,0,0,4,0.2,0.2,0.5,1.0,0.0,1.0,2,-2147483648,0,0.0
6034,76.0,1,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,8,8,8,0.0
12266,14.0,1,2,1,35,0,0,0,0,2,1,5,0.2,0.2,0.2,0.2,0.0,0.7,9,4,4,0.0
17166,42.0,1,1,2,35,-2,-1,-2,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.5,0,-2147483648,-2147483648,0.0
20968,32.0,1,1,2,25,-1,-1,0,0,0,0,4,1.0,0.7,0.2,0.5,0.0,0.0,1,0,0,0.0
4662,40.0,0,2,1,40,1,2,2,2,2,0,4,1.0,0.0,0.5,0.0,1.0,1.0,0,0,-2147483648,0.0
5378,4.0,0,2,1,50,0,0,-1,-2,-2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,5,-2147483648,-2147483648,0.0
20404,26.0,0,3,1,35,0,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,3,-2147483648,-2147483648,0.0
4891,46.0,1,1,2,35,0,0,2,0,0,1,3,0.5,0.2,0.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
4274,26.0,1,1,2,20,1,2,-1,-1,-1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
20926,22.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,4,2,2,0.0
3485,72.0,0,1,2,25,-1,0,0,0,-1,0,3,0.2,0.7,0.01,1.0,1.0,0.7,1,-2147483648,-2147483648,0.0
321,34.0,1,1,2,30,-1,-1,-1,-1,0,1,1,1.0,1.0,1.0,0.0,1.0,1.0,-2147483648,0,-2147483648,0.0
20466,30.0,0,1,2,25,0,0,0,0,0,0,5,0.2,0.5,0.2,0.2,0.2,1.0,-2147483648,5,5,0.0
1053,94.0,0,1,2,30,-1,-1,-1,0,0,0,1,1.0,1.0,0.2,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
10539,60.0,1,1,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
16518,46.0,1,2,2,25,0,0,0,0,0,0,5,0.5,0.5,0.5,0.5,0.2,1.0,-2147483648,0,0,0.0
15526,10.0,0,3,2,40,0,0,0,0,0,0,5,0.2,1.0,0.2,0.2,0.2,0.2,9,3,3,0.0
10149,52.0,0,2,1,35,2,0,0,2,0,1,5,0.2,0.2,0.01,0.2,0.2,1.0,4,3,3,1.0
16261,18.0,1,2,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,1,0,0.0
8613,20.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,1,1,0,0.0
5724,46.0,1,2,1,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
18794,26.0,0,2,2,50,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,6,4,4,0.0
6620,4.0,1,3,3,35,0,0,0,0,0,0,5,0.2,0.5,0.2,0.2,0.2,1.0,7,6,11,0.0
4672,48.0,0,1,1,50,2,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,-2147483648,7,3,0.0
762,26.0,1,1,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,6,6,0.0
10012,30.0,1,1,1,35,-1,-1,-1,-2,-2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
5784,10.0,0,1,2,20,1,2,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,5,5,0.0
16340,18.0,1,2,2,20,1,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
1046,4.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,7,8,0.0
13093,24.0,1,3,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,7,7,9,0.0
11862,26.0,1,2,2,25,1,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
21736,20.0,1,3,1,35,-2,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1,-2147483648,-2147483648,0.0
7570,36.0,1,3,1,40,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.7,-2147483648,-2147483648,-2147483648,0.0
11640,34.0,0,3,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,10,4,4,0.0
18484,72.0,0,3,1,40,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
20061,10.0,0,1,2,25,-1,-1,-1,-1,-1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
19177,40.0,1,1,1,35,-1,-1,-1,-1,0,0,2,1.0,1.0,1.0,0.5,0.0,1.0,-2147483648,0,0,0.0
7364,36.0,1,1,1,25,1,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
11696,120.0,0,1,1,50,2,2,2,0,0,1,5,0.2,0.0,0.2,0.2,0.2,1.0,7,7,8,1.0
14483,46.0,1,1,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,6,4,4,0.0
14311,42.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,9,10,0.0
1642,4.0,0,2,2,20,0,-1,-1,-1,-1,0,1,1.0,0.5,1.0,1.0,1.0,1.0,4,-2147483648,-2147483648,0.0
737,6.0,0,2,2,25,8,7,6,5,4,0,5,0.0,0.0,0.0,0.0,0.0,1.0,10,10,11,1.0
1009,40.0,0,1,1,35,-1,-1,-1,-1,-1,1,0,1.0,1.0,1.0,1.0,1.0,0.7,0,-2147483648,-2147483648,0.0
16484,62.0,1,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.5,0.5,1.0,3,3,3,0.0
2446,34.0,0,2,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,7,7,8,0.0
5396,30.0,1,2,2,25,0,0,0,0,0,1,5,0.5,0.5,0.2,0.2,0.0,1.0,0,1,1,0.0
2606,104.0,1,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,0,0,0.0
22224,10.0,0,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.2,9,4,3,0.0
4902,36.0,1,2,1,25,0,0,0,0,0,0,4,0.5,0.5,0.5,0.2,1.0,0.0,0,0,-2147483648,0.0
1019,4.0,1,2,1,20,2,2,2,0,0,1,4,0.2,0.0,0.2,0.2,1.0,0.0,8,5,-2147483648,1.0
16789,68.0,1,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,7,4,4,0.0
10203,6.0,1,2,1,30,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.0,9,7,5,0.0
16508,42.0,1,1,2,25,0,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
2340,52.0,0,1,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,-2147483648,-2147483648,0.0
12969,10.0,1,2,2,40,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.7,4,3,3,0.0
16719,6.0,1,3,1,30,0,0,0,2,0,0,5,0.2,0.2,0.0,0.2,0.2,0.7,8,9,10,0.0
6941,48.0,0,1,1,25,-1,-1,-1,-1,-1,0,0,1.0,0.0,10.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
1246,10.0,1,3,1,50,1,2,2,2,0,0,5,0.2,0.2,0.0,0.2,0.2,1.0,9,9,10,0.0
2302,32.0,1,2,1,20,0,0,0,0,0,0,5,0.2,0.5,0.2,0.2,0.2,1.0,2,2,1,0.0
17465,20.0,1,3,1,30,-1,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2,5,5,0.0
7708,100.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,0,0,0.0
17458,60.0,1,2,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,5,4,4,0.0
1107,42.0,0,2,2,35,0,0,0,0,0,0,5,0.2,0.2,0.7,0.2,0.2,0.5,6,7,8,0.0
2379,18.0,0,2,1,30,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.2,10,5,2,0.0
16488,40.0,1,1,2,25,0,0,0,0,2,0,5,0.2,0.5,0.5,0.0,0.2,0.0,2,0,0,0.0
422,72.0,1,2,2,50,-2,-1,-2,-2,-2,0,0,1.0,0.0,1.0,1.0,0.0,1.0,-2147483648,-2147483648,-2147483648,0.0
5722,28.0,1,2,2,25,2,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,9,9,10,1.0
1204,50.0,1,2,2,25,-2,0,-2,-2,-2,0,4,0.2,0.2,0.5,0.5,1.0,1.0,0,0,-2147483648,0.0
2213,12.0,1,2,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,6,6,0.0
12014,10.0,1,2,1,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,8,5,4,0.0
9561,10.0,0,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,10,7,6,0.0
19399,4.0,1,2,2,35,0,0,0,0,0,0,4,0.2,0.2,0.2,0.2,1.0,0.0,10,9,-2147483648,0.0
19527,40.0,1,2,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,9,10,0.0
12046,10.0,1,3,1,40,0,0,2,2,2,0,5,0.2,0.0,0.2,0.0,0.2,0.0,5,4,4,0.0
2006,94.0,0,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.7,0.2,0.5,1,1,1,0.0
12708,12.0,0,3,1,50,0,0,0,0,0,0,4,0.5,0.2,0.2,1.0,1.0,1.0,5,0,-2147483648,0.0
5711,48.0,0,2,2,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,6,6,6,0.0
2825,4.0,1,2,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.5,0.2,0.5,8,7,9,0.0
5811,80.0,0,1,1,50,-2,-1,-2,-2,-2,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
2835,14.0,0,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,8,7,8,0.0
